date,bw-pt,bw-dt,by-pt,by-dt,hb-pt,hb-dt,hh-pt,hh-dt,he-pt,he-dt,ni-pt,ni-dt,nw-pt,nw-dt,rp-pt,rp-dt,sl-pt,sl-dt,sh-pt,sh-dt,bb-pt,bb-dt,mv-pt,mv-dt,sn-pt,sn-dt,st-pt,st-dt,th-pt,th-dt,be-pt,be-dt,de-pt,de-dt
2021-01-03,243914,4925,332619,6868,13713,202,37535,661,139965,2962,110271,2028,400594,6751,73915,1466,20141,441,25540,443,42713,993,12454,177,138332,3353,31497,687,44366,1030,98097,1285,1765666,34272
2021-01-04,244930,4947,334567,6925,13747,204,37535,661,140371,2991,110777,2041,402519,6820,74435,1476,20199,445,25751,446,42887,1008,12562,179,139700,3378,32083,694,44696,1054,98754,1305,1775513,34574
2021-01-05,246440,5052,337095,7163,13803,208,37879,671,141012,3095,111453,2101,404488,7010,74962,1531,20272,455,25986,475,43163,1015,12738,189,141002,3412,32480,704,45112,1110,99525,1327,1787410,35518
2021-01-06,249397,5180,338786,7260,13915,209,38575,695,142925,3211,112166,2122,408998,7246,75885,1582,20497,467,26536,497,44556,1083,13225,200,143122,3502,33019,725,46285,1168,100760,1390,1808647,36537
2021-01-07,250675,5207,342280,7424,14069,209,39154,725,145009,3278,114282,2206,415041,7507,76991,1632,20805,483,27078,514,45720,1143,13701,215,146658,3626,33929,777,47576,1216,102070,1445,1835038,37607
2021-01-08,254652,5337,348143,7656,14177,213,39587,763,147012,3349,116432,2258,420190,7706,78087,1686,21321,497,27542,520,48351,1221,14031,226,149707,3814,34971,805,49045,1257,103639,1487,1866887,38795
2021-01-09,257403,5464,351615,7786,14257,219,40123,792,148863,3461,118305,2313,424492,7866,79252,1740,21642,529,28056,534,49531,1281,14429,235,152459,3981,35734,832,50302,1298,105118,1547,1891581,39878
2021-01-10,260001,5530,354494,7875,14323,222,40476,817,150229,3483,119533,2329,427710,7942,79839,1762,21868,540,28480,545,49531,1281,14667,239,154520,4064,35734,832,51272,1322,105850,1560,1908527,40343
2021-01-11,261487,5575,356922,7913,14365,223,40687,820,150790,3513,120634,2340,429506,7978,80449,1780,21900,543,28624,554,50180,1286,14757,242,155627,4130,37300,870,51606,1354,106190,1565,1921024,40686
2021-01-12,262509,5665,358804,8053,14383,225,40960,820,151293,3588,121103,2386,431807,8181,81039,1838,22142,555,28845,569,51521,1335,14882,254,156677,4196,38320,912,52315,1409,107226,1591,1933826,41577
2021-01-13,264735,5758,361582,8216,14469,226,41350,851,152844,3716,122431,2442,435464,8402,81737,1870,22279,566,29250,594,52285,1361,15316,260,158624,4323,39233,949,53532,1468,108295,1635,1953426,42637
2021-01-14,267714,5874,366609,8399,14629,227,41746,865,154500,3780,124027,2493,439609,8585,82472,1919,22542,588,29734,609,53533,1469,15684,268,161352,4583,40234,1006,54636,1505,109569,1711,1978590,43881
2021-01-15,270036,5978,369672,8513,14699,227,42070,882,156127,3843,125183,2531,444159,8838,83476,1977,22742,599,30159,624,55402,1527,15989,282,163469,4794,41394,1068,55641,1556,110740,1755,2000958,44994
2021-01-16,271976,6050,372696,8639,14796,230,42349,895,157255,3907,127115,2604,447493,9033,84229,2035,22939,606,30581,648,56036,1549,16361,296,165292,4982,42249,1089,56539,1611,111730,1800,2019636,45974
2021-01-17,272796,6071,374868,8690,14900,231,42727,904,158544,3936,128015,2628,450721,9091,84639,2048,23132,608,30956,651,56836,1595,16614,298,166572,5079,42680,1133,57256,1633,112262,1823,2033518,46419
2021-01-18,274829,6111,375137,8697,14943,232,42814,906,158968,3964,128826,2634,451898,9123,84641,2048,23146,611,31171,652,57264,1605,16742,308,166993,5104,43182,1166,57594,1639,112511,1833,2040659,46633
2021-01-19,275442,6219,377918,8929,14960,237,43077,917,159409,4072,129566,2685,453576,9306,85559,2104,23204,628,31391,675,58646,1667,16902,310,167685,5156,43612,1181,58026,1676,113055,1860,2052028,47622
2021-01-20,277126,6324,380295,9106,15027,239,43328,935,160738,4190,130467,2768,456855,9473,86124,2145,23420,632,31842,691,59485,1738,17170,324,168943,5307,44494,1247,58813,1733,113875,1918,2068002,48770
2021-01-21,279479,6419,383107,9282,15151,240,43613,950,162321,4257,132095,2829,460709,9635,87040,2187,23628,645,32297,707,60825,1805,17553,340,170784,5433,45448,1289,59744,1808,114606,1957,2088400,49783
2021-01-22,281393,6514,385784,9420,15248,248,43919,962,163853,4318,133417,2900,464139,9773,87855,2216,23873,654,32820,725,61997,1849,17826,344,171878,5517,46137,1333,60617,1873,115506,1996,2106262,50642
2021-01-23,282920,6585,387863,9583,15326,250,44249,976,164944,4362,134927,2945,467471,9895,88612,2263,24068,681,33245,741,62813,1896,18108,355,173272,5670,47452,1397,61290,1901,116119,2021,2122679,51521
2021-01-24,284407,6618,389998,9642,15402,251,44453,987,165873,4388,135765,2964,470082,9941,88977,2279,24249,686,33722,744,63068,1908,18349,363,174186,5722,47925,1425,61898,1913,116582,2039,2134936,51870
2021-01-25,285141,6633,391103,9671,15435,253,44718,988,166219,4412,136202,2976,471079,9972,89446,2287,24288,689,33861,755,63644,1939,18462,369,174818,5730,48405,1437,62102,1936,116742,2040,2141665,52087
2021-01-26,285615,6728,391863,9773,15467,255,44919,990,166452,4494,136795,3031,472482,10161,89830,2330,24396,696,33972,769,64265,2028,18569,384,175171,5799,48795,1493,62372,1992,117114,2067,2148077,52990
2021-01-27,286958,6803,393731,9943,15549,257,45070,1003,167595,4577,137549,3090,475013,10301,90431,2380,24671,704,34530,794,65150,2106,18948,399,176039,5920,49400,1556,63043,2028,117602,2111,2161279,53972
2021-01-28,288818,6871,396600,10116,15639,259,45535,1029,168871,4676,139029,3154,478263,10457,91099,2417,24941,711,35037,815,66370,2161,19197,409,177121,6002,50200,1604,63675,2068,118433,2164,2178828,54913
2021-01-29,290457,6956,398573,10229,15747,265,45576,1037,169960,4733,139925,3189,481042,10597,91711,2450,25232,720,35426,834,67144,2193,19435,423,178330,6153,50945,1653,64392,2122,118955,2198,2192850,55752
2021-01-30,291818,7013,400504,10344,15885,266,46015,1066,170883,4786,141085,3253,483456,10717,91711,2450,25450,731,35717,853,67836,2263,19682,443,179153,6254,51521,1705,64941,2164,119514,2238,2205171,56546
2021-01-31,293116,7039,402173,10379,15971,268,46264,1071,171823,4812,142097,3278,485893,10784,92638,2515,25712,736,36021,877,68174,2282,19848,448,179740,6288,51620,1712,65429,2188,119844,2268,2216363,56945
2021-02-01,293647,7063,403454,10394,15998,268,46399,1073,172056,4842,142733,3285,486992,10824,93044,2531,25807,737,36204,888,68335,2291,19937,451,180210,6289,51620,1712,65592,2194,119943,2278,2221971,57120
2021-02-02,294255,7181,404215,10496,16033,273,46554,1074,172367,4926,143160,3324,487938,10973,93372,2573,25829,743,36343,917,68694,2361,20022,474,180623,6367,52462,1773,65821,2231,120397,2295,2228085,57981
2021-02-03,295395,7227,405666,10767,16155,278,46554,1074,173312,4989,143452,3362,490236,11149,93757,2618,25985,752,36560,944,69231,2449,20284,480,181338,6469,52759,1809,66356,2261,120750,2328,2237790,58956
2021-02-04,296749,7275,408021,10895,16226,283,46966,1097,174489,5050,144638,3412,492669,11259,94302,2648,26296,760,37044,967,69805,2507,20591,506,182333,6560,53358,1860,67115,2287,121399,2376,2252001,59742
2021-02-05,297994,7341,410005,11023,16355,285,47191,1120,175378,5114,146205,3509,495483,11386,94801,2685,26500,766,37359,985,70233,2539,20849,520,183110,6659,53825,1922,67743,2323,121878,2420,2264909,60597
2021-02-06,299122,7403,411621,11096,16436,286,47412,1140,176138,5148,147195,3550,497667,11497,95250,2720,26709,775,37611,1006,70656,2622,21052,542,183812,6739,54257,1956,68227,2352,122229,2454,2275394,61286
2021-02-07,300232,7422,413008,11126,16494,286,47582,1143,176931,5165,148108,3581,499455,11540,95437,2727,26889,783,37893,1012,70930,2629,21207,544,184334,6763,54592,1970,68462,2359,122456,2467,2284010,61517
2021-02-08,300693,7426,413863,11146,16543,290,47698,1145,177127,5182,148580,3596,500268,11565,95727,2732,26920,786,37985,1016,71035,2630,21288,552,184791,6794,54782,1978,68639,2366,122606,2471,2288545,61675
2021-02-09,301091,7509,414332,11226,16569,293,47884,1148,177331,5229,148877,3635,500500,11595,96076,2764,26952,787,38136,1038,71303,2668,21351,579,184880,6816,54897,1990,68855,2393,122890,2486,2291924,62156
2021-02-10,302110,7552,415276,11371,16618,301,48045,1158,177988,5296,149347,3682,502766,11796,96371,2800,27084,795,38444,1062,71659,2716,21556,596,185204,6895,55162,2010,69174,2432,123192,2507,2299996,62969
2021-02-11,303333,7592,416786,11470,16717,305,48265,1167,178780,5362,150430,3716,504650,11895,96761,2826,27182,803,38778,1083,72195,2749,21761,603,186000,6999,55449,2050,69497,2464,123649,2551,2310233,63635
2021-02-12,304257,7675,418456,11547,16797,306,48458,1178,179467,5398,151569,3773,506531,11963,97141,2846,27281,805,39144,1101,72569,2760,21928,614,186520,7044,55787,2068,70054,2539,124134,2574,2320093,64191
2021-02-13,305024,7717,419644,11645,16858,307,48686,1188,180050,5434,152454,3812,508203,12064,97521,2873,27514,814,39351,1119,72853,2783,22107,626,187061,7106,56131,2090,70472,2566,124518,2598,2328447,64742
2021-02-14,305815,7741,420472,11679,16909,310,48865,1196,180444,5448,153187,3836,509494,12096,97640,2877,27593,817,39539,1126,73087,2790,22276,628,187317,7127,56457,2109,70755,2576,124711,2604,2334561,64960
2021-02-15,306184,7752,421239,11692,16973,312,48983,1196,180703,5460,153651,3845,510522,12118,97872,2879,27608,817,39661,1131,73241,2795,22340,634,187602,7135,56676,2114,70950,2588,124782,2608,2338987,65076
2021-02-16,306401,7805,421792,11773,17001,314,49169,1197,180927,5505,154185,3881,511231,12212,98130,2907,27644,827,39790,1155,73381,2820,22395,645,187820,7190,56819,2140,71179,2614,124979,2619,2342843,65604
2021-02-17,307166,7837,422813,11849,17073,316,49319,1202,181523,5553,154900,3908,512879,12342,98391,2928,27723,830,40041,1177,73673,2850,22625,657,188254,7246,57085,2170,71660,2655,125274,2644,2350399,66164
2021-02-18,308077,7856,424534,11945,17170,317,49553,1206,182385,5598,155840,3977,514947,12424,98759,2945,27850,835,40273,1190,74065,2874,22822,664,188956,7294,57479,2221,72170,2682,125726,2670,2360606,66698
2021-02-19,309004,7895,425826,12042,17170,317,49747,1210,183111,5633,156578,4009,517037,12520,99205,2962,27938,840,40537,1197,74358,2893,23020,680,189534,7351,57805,2253,72648,2702,126201,2702,2369719,67206
2021-02-20,309999,7926,427177,12099,17340,321,49901,1216,183697,5642,157928,4084,518759,12595,99553,2989,28056,848,40796,1205,74598,2907,23218,685,189971,7443,58168,2285,73149,2731,126573,2720,2378883,67696
2021-02-21,310854,7939,428292,12112,17425,326,50179,1223,184252,5664,158597,4096,520639,12621,99781,2989,28056,848,41003,1205,74843,2912,23358,689,190482,7457,58480,2292,73493,2741,126825,2727,2386559,67841
2021-02-22,311157,7940,429024,12123,17485,327,50292,1223,184447,5672,159196,4104,521557,12633,100119,2993,28056,848,41115,1211,74955,2914,23436,692,190814,7460,58674,2293,73703,2742,126898,2728,2390928,67903
2021-02-23,311525,7966,429436,12176,17518,327,50511,1224,184753,5714,159653,4142,522184,12720,100354,3020,28235,851,41210,1230,75045,2938,23507,705,191049,7494,58817,2307,73827,2764,127187,2740,2394811,68318
2021-02-24,312399,7985,430386,12233,17584,329,50673,1235,185434,5751,160402,4204,524022,12800,100633,3031,28369,852,41468,1245,75337,2948,23712,714,191563,7529,59049,2339,74304,2779,127483,2766,2402818,68740
2021-02-25,313518,8005,432364,12281,17705,329,50919,1251,186288,5775,161643,4230,526695,12875,101009,3062,28525,857,41739,1262,75649,2957,23938,719,192399,7574,59480,2358,74886,2810,127930,2780,2414687,69125
2021-02-26,314625,8042,433804,12329,17790,333,51262,1257,187011,5801,162668,4270,528690,12958,101435,3070,28666,865,41989,1272,75982,2977,24130,727,193105,7613,59863,2381,75430,2827,128234,2797,2424684,69519
2021-02-27,315572,8059,435224,12363,17894,337,51450,1263,187791,5815,163594,4287,530703,13028,101823,3089,28797,866,42235,1280,76224,2992,24313,736,193707,7707,60236,2406,75947,2847,128936,2813,2434446,69888
2021-02-28,316560,8068,436465,12381,17997,339,51653,1270,188380,5824,164437,4296,532344,13044,101996,3092,28921,869,42445,1282,76475,2996,24488,739,194165,7755,60472,2414,76291,2859,129247,2817,2442336,70045
2021-03-01,317043,8074,437607,12388,18046,341,51779,1272,188623,5825,164864,4298,533148,13059,102261,3095,28960,870,42541,1284,76566,2998,24554,739,194557,7760,60719,2421,76450,2864,129350,2817,2447068,70105
2021-03-02,317441,8102,438050,12429,18071,342,52035,1278,188912,5843,165334,4326,533871,13141,102436,3111,28980,872,42638,1304,76721,3024,24609,745,194778,7817,60905,2425,76636,2880,129594,2824,2451011,70463
2021-03-03,318526,8152,439746,12495,18149,346,52220,1287,189743,5877,165838,4363,535738,13195,102699,3124,29097,876,42825,1308,77022,3049,24859,752,195262,7861,61119,2446,77110,2901,130077,2849,2460030,70881
2021-03-04,319904,8187,441588,12558,18258,350,52454,1296,190675,5894,166950,4391,538211,13264,103130,3133,29240,881,43117,1316,77335,3064,25107,757,196121,7909,61529,2462,77800,2917,130523,2861,2471942,71240
2021-03-05,321162,8216,443181,12583,18334,355,52722,1301,191451,5916,167887,4410,540421,13310,103523,3151,29340,887,43337,1320,77632,3067,25295,766,196851,7940,61930,2479,78325,2930,131131,2873,2482522,71504
2021-03-06,322232,8251,444971,12622,18403,364,52945,1306,192184,5930,168806,4437,542403,13363,103873,3160,29415,890,43528,1324,77881,3085,25489,773,197358,7983,62256,2486,78789,2942,131546,2888,2492079,71804
2021-03-07,323442,8264,446196,12633,18464,366,53177,1312,192671,5935,169624,4445,544088,13377,104027,3161,29509,891,43766,1331,78096,3091,25662,774,197932,7986,62459,2499,79216,2944,131853,2891,2500182,71900
2021-03-08,323928,8272,447230,12641,18492,366,53346,1312,192976,5944,170284,4448,544937,13380,104250,3162,29563,891,43850,1332,78158,3086,25709,775,198309,7986,62786,2500,79412,2946,131963,2893,2505193,71934
2021-03-09,324324,8293,448006,12679,18518,368,53543,1312,193424,5962,170550,4467,545874,13446,104431,3168,29598,893,43946,1339,78294,3095,25758,784,198583,8000,62918,2516,79627,2973,132051,2894,2509445,72189
2021-03-10,325661,8316,449397,12703,18578,370,53543,1312,194281,5983,171194,4512,547981,13486,104751,3177,29713,903,44193,1349,78599,3115,25962,789,199123,8038,63165,2528,80111,3007,132339,2901,2518591,72489
2021-03-11,327180,8346,452024,12743,18688,375,53949,1314,195365,5999,172568,4547,550996,13564,105249,3186,29774,904,44451,1359,79052,3124,26144,792,200207,8071,63590,2540,80882,3029,132828,2917,2532947,72810
2021-03-12,328733,8379,454117,12782,18758,378,54252,1324,196358,6011,173671,4557,553794,13605,105703,3194,29832,904,44723,1368,79448,3132,26365,800,201030,8097,64069,2559,81547,3045,133381,2927,2545781,73062
2021-03-13,330253,8408,456084,12810,18852,378,54591,1328,197413,6028,174917,4581,556298,13644,106165,3210,29987,911,44957,1372,79749,3146,26525,804,202017,8111,64486,2575,82135,3063,134026,2932,2558455,73301
2021-03-14,331829,8415,457912,12818,18936,378,54804,1332,198336,6035,175506,4592,558597,13656,106356,3212,30081,911,45220,1375,80086,3147,26694,806,202690,8117,64896,2579,82767,3065,134535,2933,2569245,73371
2021-03-15,332487,8420,458977,12825,19002,378,54998,1332,198778,6039,176602,4598,559738,13672,106701,3212,30115,911,45308,1375,80226,3150,26758,806,203159,8117,65190,2579,83067,3071,134743,2933,2575849,73418
