date,All-pd,All-pt,Male-pd,Male-pt,Female-pd,Female-pt,Fraser-pd,Fraser-pt,Interior-pd,Interior-pt,Northern-pd,Northern-pt,Out of Canada-pd,Out of Canada-pt,Vancouver Coastal-pd,Vancouver Coastal-pt,Vancouver Island-pd,Vancouver Island-pt,40-49-pd,40-49-pt,50-59-pd,50-59-pt,20-29-pd,20-29-pt,30-39-pd,30-39-pt,60-69-pd,60-69-pt,80-89-pd,80-89-pt,70-79-pd,70-79-pt,10-19-pd,10-19-pt,90+-pd,90+-pt,<10-pd,<10-pt,Unknown-pd,Unknown-pt
2020-08-14,113,4498,45,2195,68,2303,74,2369,4,405,2,113,2,73,29,1385,2,153,12,630,15,692,29,875,24,841,10,428,4,262,6,299,7,201,1,156,5,101,0,13
2020-08-15,61,4559,34,2229,27,2330,29,2398,2,407,3,116,0,73,27,1412,0,153,10,640,5,697,23,898,13,854,5,433,0,262,0,299,4,205,1,157,0,101,0,13
2020-08-16,81,4640,49,2278,32,2362,53,2451,1,408,2,118,1,74,23,1435,1,154,7,647,13,710,21,919,12,866,6,439,2,264,5,304,6,211,0,157,9,110,0,13
2020-08-17,51,4691,27,2305,24,2386,29,2480,1,409,2,120,0,74,17,1452,2,156,5,652,1,711,13,932,13,879,7,446,0,264,7,311,4,215,0,157,1,111,0,13
2020-08-18,74,4765,36,2341,38,2424,31,2511,3,412,1,121,1,75,36,1488,2,158,12,664,6,717,29,961,17,896,1,447,0,264,2,313,4,219,1,158,2,113,0,13
2020-08-19,85,4850,52,2393,33,2457,38,2549,3,415,1,122,0,75,42,1530,1,159,17,681,5,722,30,991,20,916,6,453,0,264,2,315,1,220,0,158,4,117,0,13
2020-08-20,107,4957,62,2455,45,2502,54,2603,6,421,1,123,0,75,45,1575,1,160,13,694,9,731,29,1020,28,944,6,459,2,266,7,322,9,229,1,159,3,120,0,13
2020-08-21,121,5078,75,2530,46,2548,70,2673,1,422,3,126,0,75,43,1618,4,164,21,715,11,742,31,1051,34,978,7,466,2,268,4,326,8,237,1,160,2,122,0,13
2020-08-22,72,5150,40,2570,32,2580,44,2717,1,423,2,128,1,76,24,1642,0,164,10,725,3,745,23,1074,19,997,5,471,3,271,6,332,2,239,1,161,0,122,0,13
2020-08-23,63,5213,30,2600,33,2613,32,2749,4,427,0,128,0,76,25,1667,2,166,12,737,7,752,16,1090,13,1010,6,477,1,272,1,333,5,244,1,162,1,123,0,13
2020-08-24,63,5276,32,2632,31,2644,32,2781,4,431,1,129,0,76,24,1691,2,168,8,745,5,757,22,1112,15,1025,4,481,2,274,2,335,3,247,0,162,2,125,0,13
2020-08-25,46,5322,27,2659,19,2663,20,2801,2,433,3,132,1,77,18,1709,2,170,2,747,6,763,20,1132,12,1037,3,484,0,274,0,335,2,249,0,162,1,126,0,13
2020-08-26,97,5419,57,2716,40,2703,52,2853,0,433,5,137,0,77,37,1746,3,173,15,762,10,773,33,1165,15,1052,5,489,2,276,3,338,9,258,2,164,3,129,0,13
2020-08-27,111,5530,70,2786,41,2744,46,2899,3,436,5,142,0,77,57,1803,0,173,13,775,6,779,47,1212,25,1077,8,497,2,278,3,341,3,261,1,165,3,132,0,13
2020-08-28,106,5636,50,2836,56,2800,58,2957,3,439,2,144,0,77,42,1845,1,174,12,787,15,794,25,1237,27,1104,4,501,2,280,3,344,13,274,0,165,4,136,1,14
2020-08-29,102,5738,52,2888,50,2850,57,3014,1,440,6,150,0,77,37,1882,1,175,16,803,8,802,37,1274,17,1121,6,507,2,282,2,346,8,282,0,165,5,141,1,15
2020-08-30,90,5828,40,2928,50,2900,38,3052,7,447,4,154,1,78,40,1922,0,175,14,817,8,810,24,1298,19,1140,7,514,0,282,2,348,11,293,0,165,4,145,1,16
2020-08-31,59,5887,25,2953,34,2934,36,3088,0,447,5,159,0,78,17,1939,1,176,10,827,4,814,21,1319,12,1152,4,518,2,284,2,350,3,296,0,165,0,145,1,17
2020-09-01,97,5984,46,2999,51,2985,38,3126,4,451,5,164,0,78,49,1988,1,177,5,832,12,826,25,1344,29,1181,5,523,4,288,1,351,7,303,0,165,9,154,0,17
2020-09-02,80,6064,39,3038,41,3026,36,3162,2,453,3,167,0,78,37,2025,2,179,10,842,10,836,27,1371,22,1203,3,526,1,289,0,351,5,308,0,165,2,156,0,17
2020-09-03,149,6213,71,3109,78,3104,70,3232,2,455,7,174,0,78,68,2093,2,181,23,865,13,849,31,1402,42,1245,8,534,3,292,10,361,11,319,0,165,6,162,2,19
2020-09-04,123,6336,61,3170,62,3166,64,3296,4,459,5,179,0,78,49,2142,1,182,19,884,8,857,32,1434,24,1269,12,546,1,293,5,366,15,334,2,167,5,167,0,19
2020-09-05,113,6449,53,3223,60,3226,52,3348,3,462,1,180,4,82,52,2194,1,183,18,902,8,865,34,1468,36,1305,3,549,1,294,3,369,3,337,1,168,6,173,0,19
2020-09-06,112,6561,53,3276,59,3285,60,3408,2,464,5,185,0,82,44,2238,1,184,23,925,8,873,36,1504,30,1335,6,555,0,294,1,370,5,342,1,169,2,175,0,19
2020-09-07,92,6653,42,3318,50,3335,54,3462,0,464,1,186,0,82,37,2275,0,184,14,939,13,886,25,1529,18,1353,8,563,2,296,2,372,7,349,2,171,1,176,0,19
2020-09-08,114,6767,59,3377,55,3390,73,3535,1,465,4,190,0,82,35,2310,1,185,20,959,16,902,29,1558,25,1378,2,565,1,297,7,379,12,361,0,171,2,178,0,19
2020-09-09,121,6888,65,3442,56,3446,41,3576,0,465,13,203,0,82,65,2375,2,187,20,979,12,914,31,1589,29,1407,9,574,0,297,8,387,6,367,1,172,5,183,0,19
2020-09-10,121,7009,61,3503,60,3506,58,3634,2,467,0,203,0,82,58,2433,3,190,11,990,20,934,29,1618,32,1439,12,586,1,298,4,391,5,372,0,172,7,190,0,19
2020-09-11,149,7158,78,3581,71,3577,55,3689,1,468,5,208,0,82,84,2517,4,194,22,1012,17,951,36,1654,36,1475,12,598,3,301,5,396,6,378,2,174,10,200,0,19
2020-09-12,99,7257,58,3639,41,3618,37,3726,2,470,4,212,0,82,55,2572,1,195,13,1025,11,962,37,1691,25,1500,4,602,1,302,1,397,7,385,0,174,0,200,0,19
2020-09-13,84,7341,45,3684,39,3657,36,3762,4,474,4,216,0,82,40,2612,0,195,10,1035,13,975,24,1715,10,1510,9,611,3,305,3,400,9,394,2,176,1,201,0,19
2020-09-14,84,7425,43,3727,41,3698,40,3802,6,480,11,227,0,82,27,2639,0,195,11,1046,7,982,18,1733,17,1527,9,620,2,307,7,407,7,401,0,176,5,206,1,20
2020-09-15,153,7578,68,3795,85,3783,78,3880,6,486,9,236,1,83,59,2698,0,195,20,1066,15,997,41,1774,40,1567,11,631,2,309,8,415,8,409,1,177,7,213,0,20
2020-09-16,144,7722,82,3877,62,3845,73,3953,5,491,4,240,0,83,61,2759,1,196,22,1088,19,1016,40,1814,27,1594,13,644,3,312,4,419,8,417,2,179,5,218,1,21
2020-09-17,153,7875,75,3952,78,3923,81,4034,2,493,7,247,0,83,63,2822,0,196,32,1120,10,1026,37,1851,34,1628,9,653,2,314,6,425,13,430,2,181,8,226,0,21
2020-09-18,128,8003,74,4026,54,3977,57,4091,10,503,5,252,0,83,52,2874,4,200,25,1145,9,1035,37,1888,27,1655,11,664,2,316,6,431,5,435,0,181,6,232,0,21
2020-09-19,108,8111,58,4084,50,4027,67,4158,6,509,0,252,0,83,35,2909,0,200,26,1171,7,1042,24,1912,20,1675,7,671,3,319,3,434,10,445,0,181,8,240,0,21
2020-09-20,129,8240,64,4148,65,4092,68,4226,6,515,4,256,0,83,48,2957,3,203,19,1190,19,1061,29,1941,31,1706,10,681,1,320,5,439,9,454,0,181,6,246,0,21
2020-09-21,98,8338,55,4203,43,4135,42,4268,4,519,8,264,0,83,44,3001,0,203,13,1203,11,1072,23,1964,20,1726,6,687,2,322,7,446,8,462,0,181,8,254,0,21
2020-09-22,75,8413,36,4239,39,4174,37,4305,0,519,9,273,0,83,29,3030,0,203,13,1216,8,1080,13,1977,18,1744,3,690,1,323,3,449,8,470,1,182,7,261,0,21
2020-09-23,154,8567,81,4320,73,4247,76,4381,6,525,8,281,1,84,63,3093,0,203,19,1235,23,1103,34,2011,36,1780,10,700,6,329,2,451,12,482,2,184,10,271,0,21
2020-09-24,79,8646,44,4364,35,4282,37,4418,1,526,6,287,0,84,34,3127,1,204,16,1251,10,1113,19,2030,16,1796,2,702,0,329,6,457,7,489,1,185,2,273,0,21
2020-09-25,95,8741,45,4409,50,4332,36,4454,0,526,5,292,0,84,52,3179,2,206,11,1262,15,1128,23,2053,19,1815,12,714,1,330,3,460,7,496,1,186,3,276,0,21
2020-09-26,119,8860,60,4469,59,4391,72,4526,7,533,4,296,0,84,36,3215,0,206,17,1279,19,1147,20,2073,22,1837,15,729,2,332,5,465,14,510,0,186,5,281,0,21
2020-09-27,88,8948,37,4506,51,4442,39,4565,1,534,7,303,0,84,41,3256,0,206,12,1291,12,1159,19,2092,16,1853,6,735,5,337,4,469,8,518,1,187,5,286,0,21
2020-09-28,97,9045,47,4553,50,4492,53,4618,2,536,4,307,0,84,38,3294,0,206,16,1307,14,1173,20,2112,20,1873,10,745,2,339,4,473,2,520,0,187,9,295,0,21
2020-09-29,110,9155,53,4606,57,4549,55,4673,2,538,4,311,0,84,47,3341,2,208,12,1319,13,1186,18,2130,20,1893,14,759,6,345,2,475,17,537,3,190,5,300,0,21
2020-09-30,116,9271,53,4659,63,4612,53,4726,0,538,1,312,0,84,61,3402,1,209,20,1339,14,1200,15,2145,21,1914,12,771,1,346,14,489,8,545,3,193,8,308,0,21
2020-10-01,147,9418,77,4736,70,4682,88,4814,5,543,5,317,0,84,48,3450,1,210,23,1362,26,1226,25,2170,32,1946,15,786,1,347,2,491,10,555,1,194,12,320,0,21
2020-10-02,94,9512,50,4786,44,4726,46,4860,1,544,1,318,0,84,46,3496,0,210,22,1384,12,1238,20,2190,13,1959,8,794,4,351,3,494,5,560,1,195,6,326,0,21
2020-10-03,126,9638,69,4855,57,4783,71,4931,4,548,1,319,0,84,45,3541,5,215,20,1404,21,1259,32,2222,28,1987,4,798,4,355,4,498,8,568,0,195,5,331,0,21
2020-10-04,124,9762,60,4915,64,4847,74,5005,8,556,3,322,1,85,33,3574,5,220,21,1425,23,1282,27,2249,20,2007,7,805,3,358,3,501,10,578,1,196,9,340,0,21
2020-10-05,88,9850,45,4960,43,4890,53,5058,2,558,2,324,0,85,29,3603,2,222,11,1436,12,1294,17,2266,22,2029,5,810,2,360,5,506,9,587,2,198,3,343,0,21
2020-10-06,114,9964,55,5015,59,4949,73,5131,3,561,0,324,0,85,38,3641,0,222,16,1452,13,1307,25,2291,26,2055,12,822,3,363,7,513,8,595,0,198,4,347,0,21
2020-10-07,120,10084,58,5073,62,5011,68,5199,0,561,5,329,0,85,46,3687,1,223,19,1471,22,1329,30,2321,17,2072,12,834,0,363,6,519,12,607,0,198,2,349,0,21
2020-10-08,130,10214,63,5136,67,5078,90,5289,4,565,1,330,0,85,33,3720,2,225,22,1493,11,1340,30,2351,26,2098,10,844,0,363,7,526,16,623,1,199,7,356,0,21
2020-10-09,182,10396,85,5221,97,5175,104,5393,5,570,9,339,0,85,61,3781,3,228,24,1517,28,1368,45,2396,39,2137,15,859,4,367,3,529,18,641,0,199,6,362,0,21
2020-10-10,159,10555,84,5305,75,5250,107,5500,4,574,3,342,0,85,44,3825,1,229,26,1543,19,1387,45,2441,30,2167,13,872,1,368,7,536,9,650,0,199,9,371,0,21
2020-10-11,114,10669,49,5354,65,5315,67,5567,10,584,2,344,0,85,31,3856,4,233,21,1564,21,1408,23,2464,24,2191,12,884,3,371,3,539,2,652,3,202,2,373,0,21
2020-10-12,141,10810,59,5413,82,5397,95,5662,2,586,0,344,0,85,41,3897,3,236,22,1586,20,1428,22,2486,35,2226,6,890,0,371,9,548,20,672,1,203,6,379,0,21
2020-10-13,155,10965,86,5499,69,5466,105,5767,3,589,3,347,0,85,42,3939,2,238,24,1610,23,1451,31,2517,25,2251,14,904,2,373,6,554,16,688,0,203,14,393,0,21
2020-10-14,92,11057,49,5548,43,5509,55,5822,2,591,2,349,0,85,31,3970,2,240,17,1627,10,1461,22,2539,10,2261,6,910,2,375,5,559,10,698,0,203,10,403,0,21
2020-10-15,153,11210,78,5626,75,5584,89,5911,3,594,5,354,0,85,55,4025,1,241,27,1654,18,1479,35,2574,27,2288,9,919,2,377,11,570,17,715,0,203,7,410,0,21
2020-10-16,211,11421,101,5727,110,5694,165,6076,2,596,1,355,0,85,41,4066,2,243,46,1700,21,1500,56,2630,35,2323,10,929,2,379,7,577,27,742,0,203,7,417,0,21
2020-10-17,135,11556,67,5794,68,5762,96,6172,6,602,4,359,0,85,29,4095,0,243,23,1723,19,1519,27,2657,31,2354,13,942,1,380,4,581,12,754,0,203,5,422,0,21
2020-10-18,204,11760,113,5907,91,5853,151,6323,4,606,0,359,0,85,49,4144,0,243,26,1749,34,1553,53,2710,42,2396,16,958,1,381,3,584,19,773,1,204,9,431,0,21
2020-10-19,139,11899,79,5986,60,5913,81,6404,20,626,0,359,0,85,37,4181,1,244,29,1778,22,1575,30,2740,21,2417,7,965,5,386,8,592,9,782,3,207,5,436,0,21
2020-10-20,255,12154,121,6107,134,6047,210,6614,10,636,3,362,0,85,32,4213,0,244,44,1822,45,1620,52,2792,43,2460,19,984,4,390,9,601,26,808,1,208,12,448,0,21
2020-10-21,294,12448,148,6255,146,6193,219,6833,15,651,3,365,0,85,53,4266,4,248,45,1867,32,1652,96,2888,52,2512,12,996,6,396,5,606,35,843,0,208,11,459,0,21
2020-10-22,200,12648,87,6342,113,6306,115,6948,17,668,7,372,0,85,60,4326,1,249,27,1894,28,1680,45,2933,45,2557,14,1010,3,399,6,612,22,865,0,208,10,469,0,21
2020-10-23,277,12925,147,6489,130,6436,200,7148,15,683,9,381,0,85,53,4379,0,249,41,1935,37,1717,74,3007,51,2608,16,1026,1,400,7,619,37,902,0,208,13,482,0,21
2020-10-24,293,13218,154,6643,139,6575,254,7402,5,688,2,383,0,85,32,4411,0,249,56,1991,44,1761,67,3074,55,2663,16,1042,5,405,10,629,24,926,1,209,15,497,0,21
2020-10-25,229,13447,109,6752,120,6695,188,7590,10,698,1,384,0,85,30,4441,0,249,24,2015,26,1787,73,3147,41,2704,18,1060,1,406,11,640,23,949,1,210,11,508,0,21
2020-10-26,267,13714,163,6915,104,6799,185,7775,23,721,5,389,0,85,54,4495,0,249,47,2062,25,1812,66,3213,44,2748,20,1080,6,412,11,651,28,977,1,211,19,527,0,21
2020-10-27,261,13975,124,7039,137,6936,193,7968,15,736,11,400,0,85,40,4535,2,251,39,2101,40,1852,63,3276,57,2805,10,1090,3,415,9,660,27,1004,2,213,11,538,0,21
2020-10-28,275,14250,139,7178,136,7072,206,8174,9,745,7,407,1,86,50,4585,2,253,52,2153,30,1882,75,3351,41,2846,20,1110,9,424,4,664,32,1036,0,213,12,550,0,21
2020-10-29,327,14577,185,7363,142,7214,226,8400,8,753,6,413,0,86,85,4670,2,255,49,2202,44,1926,83,3434,55,2901,17,1127,7,431,9,673,49,1085,4,217,10,560,0,21
2020-10-30,392,14969,208,7571,184,7398,288,8688,7,760,5,418,0,86,87,4757,5,260,71,2273,46,1972,83,3517,76,2977,34,1161,11,442,12,685,39,1124,5,222,15,575,0,21
2020-10-31,381,15350,184,7755,197,7595,267,8955,16,776,4,422,0,86,90,4847,4,264,47,2320,54,2026,103,3620,61,3038,34,1195,10,452,10,695,39,1163,6,228,17,592,0,21
2020-11-01,369,15719,191,7946,178,7773,298,9253,5,781,1,423,0,86,63,4910,2,266,58,2378,54,2080,85,3705,58,3096,33,1228,9,461,22,717,33,1196,4,232,13,605,0,21
2020-11-02,338,16057,187,8133,151,7924,229,9482,14,795,2,425,0,86,89,4999,4,270,53,2431,42,2122,68,3773,73,3169,29,1257,12,473,19,736,23,1219,3,235,16,621,0,21
2020-11-03,369,16426,186,8319,183,8107,238,9720,15,810,9,434,0,86,103,5102,4,274,57,2488,57,2179,100,3873,71,3240,33,1290,2,475,13,749,23,1242,0,235,13,634,0,21
2020-11-04,586,17012,305,8624,281,8388,398,10118,19,829,7,441,0,86,154,5256,8,282,84,2572,67,2246,169,4042,122,3362,39,1329,7,482,27,776,49,1291,4,239,18,652,0,21
2020-11-05,479,17491,257,8881,222,8610,308,10426,22,851,13,454,0,86,131,5387,5,287,55,2627,45,2291,114,4156,101,3463,46,1375,17,499,26,802,51,1342,5,244,19,671,0,21
2020-11-06,452,17943,236,9117,216,8826,294,10720,25,876,9,463,0,86,122,5509,2,289,66,2693,55,2346,104,4260,96,3559,42,1417,11,510,20,822,32,1374,10,254,16,687,0,21
2020-11-07,555,18498,294,9411,261,9087,427,11147,10,886,7,470,0,86,107,5616,4,293,88,2781,63,2409,137,4397,115,3674,35,1452,7,517,26,848,49,1423,9,263,26,713,0,21
2020-11-08,499,18997,253,9664,246,9333,361,11508,23,909,7,477,1,87,98,5714,9,302,84,2865,58,2467,102,4499,95,3769,45,1497,11,528,17,865,63,1486,7,270,17,730,0,21
2020-11-09,512,19509,266,9930,246,9579,314,11822,46,955,2,479,0,87,142,5856,8,310,70,2935,62,2529,131,4630,69,3838,44,1541,18,546,26,891,55,1541,12,282,25,755,0,21
2020-11-10,699,20208,356,10286,343,9922,529,12351,24,979,10,489,0,87,126,5982,10,320,104,3039,100,2629,167,4797,123,3961,48,1589,19,565,25,916,78,1619,3,285,32,787,0,21
2020-11-11,662,20870,322,10608,340,10262,466,12817,19,998,13,502,0,87,157,6139,7,327,109,3148,84,2713,177,4974,110,4071,47,1636,22,587,28,944,48,1667,12,297,25,812,0,21
2020-11-12,583,21453,267,10875,316,10578,437,13254,21,1019,2,504,0,87,109,6248,14,341,66,3214,62,2775,142,5116,113,4184,48,1684,22,609,28,972,67,1734,6,303,29,841,0,21
2020-11-13,544,21997,263,11138,281,10859,355,13609,26,1045,5,509,0,87,148,6396,10,351,67,3281,59,2834,115,5231,115,4299,46,1730,27,636,30,1002,43,1777,21,324,21,862,0,21
2020-11-14,948,22945,513,11651,435,11294,696,14305,33,1078,9,518,0,87,200,6596,10,361,138,3419,116,2950,236,5467,152,4451,73,1803,33,669,49,1051,93,1870,25,349,33,895,0,21
2020-11-15,583,23528,316,11967,267,11561,417,14722,23,1101,9,527,0,87,115,6711,19,380,95,3514,72,3022,118,5585,98,4549,51,1854,25,694,28,1079,57,1927,13,362,26,921,0,21
2020-11-16,554,24082,297,12264,257,11818,329,15051,24,1125,13,540,0,87,171,6882,17,397,72,3586,69,3091,126,5711,106,4655,43,1897,17,711,25,1104,65,1992,6,368,25,946,0,21
2020-11-17,729,24811,371,12635,358,12176,490,15541,32,1157,14,554,0,87,173,7055,20,417,119,3705,110,3201,166,5877,133,4788,51,1948,16,727,33,1137,58,2050,16,384,27,973,0,21
2020-11-18,870,25681,483,13118,387,12563,579,16120,36,1193,26,580,0,87,216,7271,13,430,139,3844,115,3316,195,6072,176,4964,66,2014,27,754,32,1169,84,2134,11,395,25,998,0,21
2020-11-19,640,26321,323,13441,317,12880,437,16557,23,1216,17,597,0,87,146,7417,17,447,99,3943,80,3396,123,6195,125,5089,38,2052,33,787,33,1202,59,2193,19,414,30,1028,1,22
2020-11-20,928,27249,457,13898,471,13351,651,17208,35,1251,30,627,0,87,196,7613,16,463,141,4084,121,3517,240,6435,153,5242,67,2119,38,825,44,1246,86,2279,10,424,28,1056,0,22
2020-11-21,727,27976,378,14276,349,13700,560,17768,40,1291,17,644,0,87,93,7706,17,480,106,4190,94,3611,183,6618,117,5359,60,2179,28,853,30,1276,76,2355,8,432,25,1081,0,22
2020-11-22,657,28633,307,14583,350,14050,434,18202,49,1340,16,660,1,88,143,7849,14,494,77,4267,91,3702,142,6760,123,5482,54,2233,25,878,34,1310,60,2415,19,451,32,1113,0,22
2020-11-23,683,29316,348,14931,335,14385,408,18610,62,1402,23,683,0,88,177,8026,13,507,93,4360,103,3805,147,6907,115,5597,59,2292,24,902,21,1331,83,2498,15,466,23,1136,0,22
2020-11-24,840,30156,440,15371,400,14785,553,19163,58,1460,41,724,0,88,164,8190,24,531,129,4489,118,3923,195,7102,147,5744,69,2361,22,924,33,1364,73,2571,13,479,41,1177,0,22
2020-11-25,881,31037,439,15810,442,15227,604,19767,65,1525,35,759,0,88,154,8344,23,554,135,4624,102,4025,194,7296,131,5875,83,2444,34,958,52,1416,94,2665,17,496,39,1216,0,22
2020-11-26,756,31793,383,16193,373,15600,498,20265,56,1581,20,779,0,88,166,8510,16,570,124,4748,109,4134,159,7455,149,6024,62,2506,22,980,34,1450,66,2731,8,504,23,1239,0,22
2020-11-27,703,32496,363,16556,340,15940,413,20678,86,1667,34,813,0,88,148,8658,22,592,100,4848,80,4214,144,7599,132,6156,61,2567,15,995,41,1491,78,2809,19,523,33,1272,0,22
2020-11-28,823,33319,408,16964,415,16355,589,21267,50,1717,28,841,1,89,127,8785,28,620,114,4962,104,4318,168,7767,140,6296,68,2635,34,1029,45,1536,88,2897,29,552,33,1305,0,22
2020-11-29,634,33953,306,17270,328,16683,426,21693,61,1778,11,852,0,89,120,8905,16,636,94,5056,87,4405,132,7899,130,6426,51,2686,16,1045,35,1571,54,2951,10,562,25,1330,0,22
2020-11-30,538,34491,275,17545,263,16946,283,21976,80,1858,44,896,1,90,120,9025,10,646,89,5145,68,4473,122,8021,83,6509,35,2721,20,1065,32,1603,48,2999,14,576,27,1357,0,22
2020-12-01,777,35268,399,17944,378,17324,494,22470,80,1938,30,926,0,90,157,9182,16,662,105,5250,119,4592,158,8179,131,6640,78,2799,28,1093,43,1646,63,3062,21,597,31,1388,0,22
2020-12-02,760,36028,385,18329,375,17699,492,22962,78,2016,44,970,0,90,139,9321,7,669,120,5370,82,4674,163,8342,140,6780,64,2863,32,1125,37,1683,70,3132,18,615,34,1422,0,22
2020-12-03,696,36724,372,18701,324,18023,432,23394,74,2090,33,1003,12,102,131,9452,14,683,111,5481,106,4780,154,8496,106,6886,58,2921,23,1148,36,1719,64,3196,5,620,33,1455,0,22
2020-12-04,589,37313,305,19006,284,18307,352,23746,68,2158,43,1046,2,104,111,9563,13,696,92,5573,77,4857,116,8612,88,6974,61,2982,23,1171,26,1745,69,3265,17,637,20,1475,0,22
2020-12-05,777,38090,369,19375,408,18715,517,24263,87,2245,45,1091,3,107,116,9679,9,705,123,5696,97,4954,146,8758,117,7091,62,3044,60,1231,37,1782,76,3341,29,666,30,1505,0,22
2020-12-06,578,38668,294,19669,284,18999,364,24627,78,2323,25,1116,1,108,97,9776,13,718,91,5787,73,5027,130,8888,69,7160,49,3093,30,1261,31,1813,59,3400,17,683,29,1534,0,22
2020-12-07,581,39249,288,19957,293,19292,389,25016,53,2376,18,1134,0,108,104,9880,17,735,72,5859,85,5112,117,9005,108,7268,67,3160,22,1283,24,1837,48,3448,7,690,31,1565,0,22
2020-12-08,653,39902,341,20298,312,19604,370,25386,98,2474,45,1179,0,108,133,10013,7,742,104,5963,85,5197,117,9122,107,7375,63,3223,34,1317,39,1876,62,3510,21,711,21,1586,0,22
2020-12-09,766,40668,399,20697,367,19971,485,25871,88,2562,39,1218,1,109,144,10157,9,751,101,6064,94,5291,174,9296,139,7514,68,3291,21,1338,37,1913,94,3604,9,720,29,1615,0,22
2020-12-10,778,41446,386,21083,392,20363,497,26368,115,2677,37,1255,0,109,123,10280,6,757,115,6179,97,5388,173,9469,127,7641,74,3365,22,1360,36,1949,85,3689,4,724,45,1660,0,22
2020-12-11,712,42158,345,21428,367,20730,475,26843,80,2757,39,1294,0,109,108,10388,10,767,102,6281,85,5473,170,9639,123,7764,55,3420,21,1381,45,1994,74,3763,15,739,22,1682,0,22
2020-12-12,740,42898,380,21808,360,21090,505,27348,84,2841,42,1336,2,111,104,10492,3,770,118,6399,90,5563,168,9807,110,7874,51,3471,30,1411,36,2030,85,3848,29,768,23,1705,0,22
2020-12-13,564,43462,290,22098,274,21364,353,27701,66,2907,34,1370,0,111,95,10587,16,786,74,6473,85,5648,124,9931,98,7972,33,3504,24,1435,27,2057,76,3924,6,774,17,1722,0,22
2020-12-14,516,43978,263,22361,253,21617,307,28008,79,2986,31,1401,2,113,89,10676,8,794,85,6558,64,5712,118,10049,83,8055,59,3563,13,1448,22,2079,38,3962,6,780,28,1750,0,22
2020-12-15,586,44564,283,22644,303,21920,355,28363,87,3073,31,1432,0,113,107,10783,6,800,82,6640,79,5791,107,10156,102,8157,53,3616,16,1464,26,2105,81,4043,12,792,28,1778,0,22
2020-12-16,638,45202,343,22987,295,22215,391,28754,52,3125,52,1484,2,115,140,10923,1,801,101,6741,75,5866,120,10276,119,8276,56,3672,21,1485,28,2133,66,4109,22,814,30,1808,0,22
2020-12-17,622,45824,309,23296,313,22528,412,29166,54,3179,41,1525,0,115,107,11030,8,809,99,6840,87,5953,138,10414,107,8383,56,3728,20,1505,25,2158,50,4159,9,823,31,1839,0,22
2020-12-18,638,46462,339,23635,299,22827,420,29586,62,3241,56,1581,0,115,93,11123,7,816,93,6933,79,6032,138,10552,101,8484,57,3785,37,1542,39,2197,52,4211,19,842,23,1862,0,22
2020-12-19,579,47041,270,23905,309,23136,363,29949,69,3310,25,1606,0,115,117,11240,5,821,89,7022,68,6100,123,10675,112,8596,54,3839,21,1563,27,2224,47,4258,10,852,28,1890,0,22
2020-12-20,503,47544,265,24170,238,23374,307,30256,86,3396,16,1622,0,115,82,11322,12,833,81,7103,57,6157,114,10789,82,8678,53,3892,22,1585,22,2246,51,4309,5,857,16,1906,0,22
2020-12-21,406,47950,190,24360,216,23590,243,30499,52,3448,28,1650,1,116,75,11397,7,840,61,7164,40,6197,95,10884,65,8743,37,3929,15,1600,17,2263,36,4345,11,868,29,1935,0,22
2020-12-22,512,48462,264,24624,248,23838,307,30806,57,3505,43,1693,0,116,92,11489,13,853,81,7245,74,6271,98,10982,98,8841,43,3972,13,1613,27,2290,43,4388,13,881,22,1957,0,22
2020-12-23,535,48997,255,24879,280,24118,301,31107,72,3577,54,1747,0,116,98,11587,10,863,80,7325,67,6338,117,11099,79,8920,46,4018,28,1641,31,2321,41,4429,14,895,32,1989,0,22
2020-12-24,555,49552,284,25163,271,24389,367,31474,50,3627,37,1784,0,116,92,11679,9,872,100,7425,70,6408,109,11208,110,9030,39,4057,16,1657,37,2358,47,4476,6,901,21,2010,0,22
