date,AT-hd,BE-hd,BG-hd,HR-hd,CY-hd,CZ-hd,DK-hd,EE-hd,FI-hd,FR-hd,DE-hd,GR-hd,HU-hd,IS-hd,IE-hd,IT-hd,LV-hd,LI-hd,LT-hd,LU-hd,MT-hd,NL-hd,NO-hd,PL-hd,PT-hd,RO-hd,SK-hd,SI-hd,ES-hd,SE-hd,CH-hd,GB-hd
2020-03-01,,0,,0,3,0,1,3,,0,458,12,,1,64,1026,0,0,10,,3,77,1,47,105,23,34,0,1178,,9,5
2020-03-02,,,,,,0,0,0,,,38,2,,,11,1027,0,,1,,0,10,0,5,9,1,,3,136,,3,12
2020-03-03,,,,,,0,1,0,,,40,1,,,7,1027,0,,2,,0,8,0,2,10,28,,3,159,,2,13
2020-03-04,,,,,1,0,0,0,,,53,7,,,,1027,0,,,,0,10,0,3,14,16,,3,169,,1,10
2020-03-05,,,,,,0,1,0,,,61,4,,,6,1027,0,,2,,0,11,0,4,13,7,1,3,239,,1,20
2020-03-06,,,,,,0,4,0,,,55,3,,,9,1027,0,,1,,0,21,1,7,17,10,1,3,259,,2,24
2020-03-07,,,,,,0,0,0,,,47,5,,,6,1027,0,,,,0,7,0,7,12,3,3,3,290,,0,10
2020-03-08,,,,,,0,3,0,,,47,8,,,4,1874,0,,,,0,18,1,4,11,5,2,3,330,,6,11
2020-03-09,,,,,,1,9,0,,,123,6,,,19,1875,1,,1,,1,28,3,7,19,8,,7,558,,2,19
2020-03-10,,,,,1,1,15,1,,,124,11,,,18,1875,1,,4,,1,28,7,18,22,11,1,0,690,,6,33
2020-03-11,,,,,3,1,10,0,,,125,8,,,13,1875,1,,1,,1,44,8,18,24,16,5,2,884,,6,32
2020-03-12,,,,,1,1,18,0,,,117,6,,,16,1875,1,,6,,1,54,4,22,28,23,3,4,1049,,12,27
2020-03-13,,,,,1,1,26,1,,,168,13,,,12,1875,1,,2,,1,76,9,23,30,30,7,9,1138,,11,27
2020-03-14,,,,,2,1,24,1,,,121,10,,,16,1875,1,,3,,1,61,11,24,29,29,4,8,1234,,17,23
2020-03-15,,70,,,,1,33,1,,,137,12,,,14,2643,1,,5,,1,69,8,29,28,23,4,4,1366,,23,18
2020-03-16,,88,,,2,17,45,3,,,265,14,,,17,2643,2,,2,,1,142,19,33,41,27,11,1,2115,,28,36
2020-03-17,,125,,,2,17,47,4,,,273,20,,,28,2643,2,,11,,1,145,19,20,44,60,3,11,2425,,20,47
2020-03-18,,179,,,2,17,47,4,,,290,30,,,26,2643,2,,11,,1,177,24,40,55,41,5,9,3088,,32,51
2020-03-19,,213,,,7,17,50,7,,2229,386,25,,,37,2644,2,,12,,1,261,38,35,63,48,3,7,3347,,52,633
2020-03-20,,294,,,5,17,64,7,,1256,427,20,,,45,2644,2,,10,,1,241,32,53,52,54,4,3,3910,,46,776
2020-03-21,,322,,,2,17,34,3,,1540,353,34,,,43,2644,2,,16,,1,204,28,45,99,73,2,8,3491,,57,855
2020-03-22,,278,,,3,17,42,6,,1534,352,32,,,31,2201,2,,28,,1,236,28,45,90,82,7,2,3327,,59,921
2020-03-23,,268,,,7,,85,10,,2053,669,45,,,58,2201,4,,14,,1,454,43,80,92,101,3,8,4932,,40,1274
2020-03-24,,420,,,7,,81,4,,2618,611,48,,,53,2201,4,,12,,1,428,46,65,89,85,4,14,5303,,55,1718
2020-03-25,,543,,,6,,92,9,,3166,646,43,,,46,2202,4,,12,,1,442,60,75,114,98,3,10,5192,,50,2085
2020-03-26,,494,,,6,,82,9,,3097,738,45,,,56,2202,4,,8,,1,443,45,80,123,97,5,7,5028,,64,1930
2020-03-27,,587,,,13,,89,14,,3059,754,61,,,47,2202,4,,21,,1,562,36,98,113,118,6,23,4799,,65,2229
2020-03-28,,642,,,6,,82,13,,3353,562,31,,,46,2202,4,,5,,1,303,34,81,97,183,3,7,3387,,66,2192
2020-03-29,,545,,,8,,52,16,,2685,502,42,,,25,1352,4,,13,,1,258,24,87,84,158,1,8,2653,,61,2489
2020-03-30,,486,,,4,,69,14,,3108,854,31,,,43,1352,4,,5,,1,442,33,91,112,186,1,11,3926,,74,3192
2020-03-31,,550,,,9,,51,12,,4146,641,26,,,44,1353,4,,10,,1,309,38,99,114,179,4,3,3342,,51,2832
2020-04-01,,599,,,3,,60,8,,4281,669,24,,,46,1353,4,,7,,1,316,27,115,106,168,5,7,3189,,49,3567
2020-04-02,,572,,,8,,0,9,,3845,639,21,,,,1353,4,,11,,1,350,37,86,107,160,4,6,2840,,55,3286
2020-04-03,,502,,,6,,50,33,,3627,632,24,,,92,1353,4,,15,,1,339,21,93,76,175,4,10,2745,,43,2930
2020-04-04,,502,,,5,,57,19,,2822,404,28,,,84,1353,4,,10,,1,187,27,87,100,145,3,6,1949,,38,2922
2020-04-05,,360,,,2,,39,5,,1931,335,17,,,82,931,4,,7,,1,230,14,60,79,186,1,9,1523,,27,2916
2020-04-06,,324,,,3,83,38,6,,2754,570,11,,,56,931,,,4,,2,329,19,84,83,188,4,8,2254,,40,3046
2020-04-07,,475,,,4,83,51,13,,3277,492,24,,,68,931,,,5,,2,204,14,82,94,190,4,13,2188,,35,3150
2020-04-08,,464,,,4,83,44,8,,3139,495,23,,,83,931,,,5,,2,209,22,79,65,186,3,9,1975,,44,2967
2020-04-09,,467,,,3,83,42,11,,2990,477,15,,,103,931,,,6,,2,188,10,97,60,190,5,6,1626,,26,2629
2020-04-10,,431,,,3,83,30,7,,3161,374,13,,,57,932,,,6,,2,205,6,88,68,211,6,8,1450,,25,2463
2020-04-11,,392,,,1,83,45,11,,2044,349,16,,,65,932,,,5,,2,133,11,48,52,135,4,6,1198,,20,2163
2020-04-12,,277,,,2,83,29,8,,1688,291,5,,,60,664,,,2,,2,137,9,45,50,137,2,6,928,,16,2067
2020-04-13,,244,,,2,74,24,8,,1257,291,20,,,47,664,3,,3,,0,167,10,47,62,133,13,3,1174,,22,2162
2020-04-14,,253,,,4,74,30,6,,1965,412,8,,,41,664,3,,3,,0,162,11,96,68,168,8,9,1324,,14,2088
2020-04-15,,317,,8,,74,40,4,,2415,360,10,,,71,664,3,,11,,0,119,12,77,50,171,12,7,1033,,22,1880
2020-04-16,,313,,22,3,74,33,5,,2084,362,8,,,52,664,3,,9,,0,118,4,59,49,149,6,12,1051,,10,2011
2020-04-17,,306,,28,1,74,26,11,,2166,335,5,,,52,664,3,,7,,0,139,15,104,55,173,9,6,928,,13,1967
2020-04-18,,265,,4,1,74,23,4,,1565,217,4,,,48,665,3,,5,,0,80,9,104,45,177,6,7,616,,9,1629
2020-04-19,,227,,10,,74,21,4,,890,179,3,,,37,536,3,,2,,0,83,5,56,42,124,3,1,559,,5,1657
2020-04-20,,184,,9,1,68,38,2,,1464,297,7,,,46,536,2,,8,,0,113,5,59,50,122,4,0,733,,13,1734
2020-04-21,,262,,10,2,68,35,4,,1885,256,11,,,38,537,2,,5,,0,118,4,61,33,179,6,3,741,,6,1712
2020-04-22,,216,,22,1,68,29,6,,1619,238,8,,,45,537,2,,2,,0,91,8,94,46,211,5,5,546,,15,1529
2020-04-23,,204,,23,1,68,33,3,,1410,240,19,,,58,537,2,,4,,0,95,5,78,39,207,4,4,515,,9,1514
2020-04-24,,221,,24,1,68,30,5,,1346,235,13,,,46,537,2,,5,,0,79,8,60,42,165,2,3,560,,8,1525
2020-04-25,,203,,7,,68,28,1,,999,138,7,,,37,537,2,,1,,0,43,4,76,30,184,1,4,346,,8,1253
2020-04-26,,130,,7,,68,17,1,,481,116,2,,,35,330,2,,3,,0,43,6,39,33,209,,5,261,,4,1355
2020-04-27,,129,,2,2,53,30,4,,964,210,4,,,33,331,1,,3,,0,61,2,127,34,166,3,1,481,,5,1538
2020-04-28,,165,,6,2,53,20,3,,1321,195,12,,,51,331,1,,1,,0,91,7,50,13,176,1,2,397,,3,1518
2020-04-29,,185,,3,1,53,15,0,,1070,150,4,,,45,331,1,,6,,0,59,0,45,28,167,,7,345,,4,1488
2020-04-30,,153,,4,,53,13,2,,1048,161,5,,,41,331,1,,1,,0,63,2,27,42,140,1,1,364,,8,1442
2020-05-01,,134,,6,,53,22,8,,668,92,6,,,51,331,1,,1,,0,53,2,40,28,138,,1,240,,3,1263
2020-05-02,,82,,3,,53,13,6,,453,100,2,,,27,331,1,,,,0,27,2,38,35,128,,3,213,,2,1181
2020-05-03,,62,,0,1,53,24,2,,345,93,5,,,13,245,1,,3,,0,37,1,43,14,125,,3,192,,4,1188
2020-05-04,,92,,2,1,41,16,1,,689,158,4,,,22,245,1,,1,,0,59,2,46,32,110,,2,328,,5,1249
2020-05-05,,123,,5,3,41,12,0,,987,130,9,,,13,245,1,,1,,0,28,3,50,27,106,,2,294,,4,1146
2020-05-06,,101,,4,,41,11,1,,833,110,10,,,35,245,1,,1,,0,60,4,58,23,108,,1,285,,2,1206
2020-05-07,,122,,3,,41,15,2,,728,101,10,,,24,246,1,,4,,0,46,2,44,19,109,,0,254,,2,1166
2020-05-08,,79,,11,,41,18,0,,510,120,3,,,28,246,1,,4,,0,56,4,31,23,97,,1,225,,5,910
2020-05-09,,85,,13,1,41,10,2,,265,73,2,,,18,246,1,,16,,0,30,1,22,20,57,1,1,140,,4,944
2020-05-10,,62,,2,1,41,13,0,,253,60,5,,,22,174,1,,3,,0,25,1,19,25,62,,0,118,,2,916
2020-05-11,,48,,2,,28,7,2,,523,83,6,,,15,174,1,,2,,0,45,2,34,29,85,1,1,170,,4,1029
2020-05-12,,74,,5,,28,6,1,,670,89,3,,,15,175,1,,2,,0,27,3,40,29,89,,1,162,,2,983
2020-05-13,,83,,2,,28,8,0,,543,77,4,,,16,175,1,,3,,0,38,3,34,24,61,,0,129,,5,966
2020-05-14,,66,,3,,28,9,1,,542,78,2,,,7,175,1,,3,,0,25,2,27,29,60,2,1,135,,6,909
2020-05-15,,65,,2,,28,8,1,,438,67,2,,,8,175,1,,2,,0,32,1,24,32,44,,0,129,,2,871
2020-05-16,,62,,0,,28,17,2,,350,55,1,,,31,175,1,,2,,0,18,0,23,24,42,1,0,62,,2,813
2020-05-17,,45,,1,1,28,9,2,,152,35,2,,,17,118,1,,1,,0,30,0,29,23,25,1,1,63,,2,793
2020-05-18,,52,,1,,21,6,9,,375,73,3,,,8,118,1,,,,1,36,5,47,28,37,,0,102,,4,850
2020-05-19,,59,,6,,21,11,4,,506,58,2,,,10,119,1,,2,,1,18,1,43,34,32,,0,75,,4,881
2020-05-20,,77,,2,,21,7,3,,432,74,2,,,25,119,1,,,,1,31,1,40,25,17,,0,88,,3,851
2020-05-21,,63,,2,1,21,10,2,,271,37,1,,,22,119,1,,3,,1,14,2,45,18,9,,0,85,,3,841
2020-05-22,,37,,4,,21,5,4,,263,54,2,,,14,119,1,,2,,1,32,1,55,23,,1,0,83,,2,740
2020-05-23,,56,,0,,21,16,2,,233,41,2,,,10,119,1,,,,1,14,0,41,23,,,0,50,,2,643
2020-05-24,,31,,0,,21,10,1,,121,35,1,,,8,91,1,,,,1,18,0,22,22,,,0,51,,0,587
2020-05-25,,39,,0,1,17,3,1,,342,59,4,,,11,92,1,,2,,0,35,0,44,27,,,0,80,,4,603
2020-05-26,,39,,0,,17,7,0,,318,50,1,,,9,92,1,,,,0,25,1,40,31,,,0,70,,1,698
2020-05-27,,53,,0,,17,10,2,,271,48,1,,,10,92,1,,2,,0,16,4,51,28,,,1,70,,3,712
2020-05-28,,28,,0,,17,11,3,,253,41,1,,,5,92,1,,2,,0,17,2,31,39,,,0,69,,4,703
2020-05-29,,28,,0,,17,8,0,,255,41,,,,10,92,1,,1,,0,24,1,39,21,,,0,63,,7,615
2020-05-30,,42,,1,,17,8,1,,227,39,,,,7,92,1,,,,0,19,0,26,19,,,0,59,,3,568
2020-05-31,,26,,0,,17,5,0,,72,32,1,,,6,69,1,,,,0,12,2,28,19,,,0,35,,2,529
2020-06-01,,29,,0,,14,5,1,,89,30,5,,,3,69,0,,1,,0,15,1,41,22,,,0,53,,1,604
2020-06-02,,36,,0,1,14,6,0,,229,50,4,,,8,69,0,,1,,0,24,0,48,26,,1,0,64,,1,668
2020-06-03,,22,,0,,14,6,1,,250,43,3,,,2,69,0,,,,0,19,0,28,22,,1,0,73,,1,634
2020-06-04,,34,,0,,14,3,1,,195,35,8,,,3,69,0,,,,0,14,0,45,17,,,0,51,,4,566
2020-06-05,,30,,0,,14,3,0,,213,33,3,,,4,69,0,,1,,0,9,1,44,13,,1,1,60,,3,475
2020-06-06,,23,,0,,14,9,0,,143,22,4,,,3,70,0,,,,0,4,0,44,17,,,0,42,,2,407
2020-06-07,,24,,0,,14,2,1,,37,18,4,,,2,65,0,,,,0,4,0,40,20,,,0,41,,0,407
2020-06-08,,18,,0,,13,4,3,,145,52,4,,,5,65,0,,,,0,11,1,41,20,,,0,60,,3,412
2020-06-09,,24,,0,,13,6,2,,169,47,3,,,3,65,0,,1,,0,9,2,47,23,,,1,38,,4,494
2020-06-10,,20,,1,1,13,1,1,,130,45,4,,,1,65,0,,1,,0,5,1,44,12,,,0,40,,1,512
2020-06-11,,33,,1,,13,3,3,,143,33,3,,,11,66,0,,2,,0,14,2,45,15,,,0,35,,3,446
2020-06-12,,25,,0,,13,4,0,,136,43,4,,,4,66,0,,,,0,8,1,41,15,,,0,44,,1,394
2020-06-13,,11,,0,,13,4,1,,68,27,,,,4,66,0,,1,,0,4,0,50,25,,,0,24,,0,387
2020-06-14,,16,,1,,13,5,0,,33,35,1,,,2,54,0,,,,0,3,1,42,22,,,0,33,,2,364
2020-06-15,,12,,0,1,16,0,1,,114,49,,,,2,54,1,,3,,0,5,1,44,16,,,1,37,,3,441
2020-06-16,,27,,0,,16,4,1,,143,44,,,,1,54,1,,,,0,8,1,60,28,,,0,29,,0,456
2020-06-17,,19,,1,,16,4,2,,116,30,,,,1,54,1,,,,0,7,3,47,21,,,0,31,,1,432
2020-06-18,,21,,4,,16,6,0,,136,35,,,,1,55,1,,1,,0,4,1,43,23,,1,0,45,,0,405
2020-06-19,,21,,0,,16,5,1,,116,42,,,,4,55,1,,1,,0,4,1,37,24,,1,2,42,,1,336
2020-06-20,,18,,0,,16,4,0,,90,32,,,,2,55,1,,,,0,4,0,42,24,,,0,31,,1,257
2020-06-21,,12,,1,,16,4,0,,48,27,,,,2,55,1,,,,0,5,0,20,17,,,0,20,,1,288
2020-06-22,,14,,1,1,15,5,0,,142,35,,,,3,55,0,,,,0,7,2,36,23,,,0,39,,0,395
2020-06-23,,12,,8,,15,4,0,,117,37,,,,2,56,0,,,,0,6,1,34,19,,2,0,31,,0,363
2020-06-24,,16,,4,,15,7,1,,97,33,,,,1,56,0,,,,0,5,2,18,30,,2,2,35,,2,369
2020-06-25,,21,,10,,15,7,0,,124,32,,,,0,56,0,,,,0,9,1,43,24,,1,0,41,,0,325
2020-06-26,,18,,16,,15,2,0,,87,33,,,,2,56,0,,,,0,2,3,38,13,,2,1,41,,0,339
2020-06-27,,16,,6,,15,2,0,,55,31,,,,3,56,0,,,,0,2,2,29,27,,1,0,32,,0,287
2020-06-28,,7,,12,1,15,3,1,,44,23,,,,2,57,0,,,,0,5,2,31,21,,,0,23,,0,209
2020-06-29,,14,,5,,15,7,0,,102,25,,,,1,57,0,,,,0,8,0,36,21,,,1,42,,0,221
2020-06-30,,17,,12,,15,2,0,,152,34,,,,0,57,0,,,,0,2,2,29,25,,1,0,33,,2,296
2020-07-01,,9,,9,,15,0,0,,106,38,,,,3,57,0,,,,0,4,0,38,10,,,0,22,,0,269
2020-07-02,,13,,11,,15,2,0,,93,41,,,,1,57,0,,2,,0,4,2,30,9,,1,1,29,,1,217
2020-07-03,,6,,9,,15,6,1,,125,30,,,,2,57,0,,,,0,6,1,37,20,,,1,46,,1,214
2020-07-04,,16,,8,,15,4,0,,47,23,,,,1,58,0,,,,0,0,0,39,23,,,0,35,,0,203
2020-07-05,,7,,13,,15,1,0,,21,21,,,,1,49,0,,,,0,2,1,23,18,,1,1,27,,0,196
2020-07-06,,10,,9,,15,2,0,,98,37,,,,1,49,0,,3,,0,2,0,21,19,,1,5,43,,1,205
2020-07-07,,17,,5,,15,2,0,,127,35,,,,1,49,0,,3,,0,4,0,25,22,,2,2,47,,2,215
2020-07-08,,9,,8,,15,3,0,,83,33,,,,0,49,0,,3,,0,4,1,36,18,,4,5,33,,0,208
2020-07-09,,11,,20,,15,1,2,,79,39,,,,1,50,0,,3,,0,6,0,40,18,,,2,48,,2,215
2020-07-10,,6,,13,,15,2,0,,136,30,,,,0,50,0,,3,,0,7,0,43,22,,,1,48,,1,175
2020-07-11,,11,,26,,15,2,0,,57,24,,,,1,50,0,,3,,0,2,1,32,13,,,0,40,,0,177
2020-07-12,,7,,14,,15,5,0,,26,24,,,,0,53,0,,1,,0,3,0,36,18,,,0,37,,0,114
2020-07-13,,9,,17,,16,2,0,,68,30,,,,0,53,0,,2,,0,4,2,29,19,,1,1,62,,1,189
2020-07-14,,18,,8,,16,1,0,,61,37,,,,3,53,0,,15,,0,6,0,34,19,,,3,74,,0,187
2020-07-15,,11,,8,1,16,3,0,,133,30,,,,0,53,0,,2,,0,2,1,34,20,,6,0,65,,0,166
2020-07-16,,13,,16,,16,3,0,,119,44,,,,1,53,0,,3,,0,2,2,35,18,,1,2,80,,0,167
2020-07-17,,11,,15,,16,3,0,,119,55,,,,2,54,0,,,,0,6,1,55,21,,,2,91,,2,144
2020-07-18,,27,,16,,16,3,0,,68,33,,,,1,54,0,,1,,0,6,2,38,14,,,2,53,,1,105
2020-07-19,,18,,20,,16,3,0,,36,28,,,,0,57,0,,1,,0,7,0,28,14,,1,1,70,,0,126
2020-07-20,,14,,7,,19,2,0,,137,45,,,,0,57,0,,,,0,4,0,38,11,,,1,83,,0,131
2020-07-21,,8,,11,,19,2,0,,109,56,,,,2,57,0,,,,0,6,0,38,11,,2,6,82,,0,127
2020-07-22,,23,,19,,19,1,0,,132,51,,,,2,57,0,,,,0,4,0,37,11,,,2,116,,0,158
2020-07-23,,33,,11,,19,4,0,,123,44,,,,1,57,0,,1,,0,9,0,51,20,,2,3,106,,1,200
2020-07-24,,34,,12,1,19,1,0,,126,45,,,,6,57,0,,4,,0,10,2,39,15,,2,2,113,,1,158
2020-07-25,,26,,8,,19,3,0,,86,24,,,,0,58,0,,,,0,10,0,31,16,,,1,114,,0,119
2020-07-26,,15,,14,,19,6,0,,36,33,,,,3,57,0,,4,,0,4,1,29,11,,,4,105,,0,109
2020-07-27,,28,,4,,24,1,0,,118,52,,,,1,57,0,,1,,1,7,1,37,8,,1,0,179,,0,130
2020-07-28,,41,,10,1,24,3,0,,172,52,,,,1,57,0,,2,,1,10,0,53,22,,2,0,147,,1,119
2020-07-29,,35,,11,3,24,2,1,,118,47,,,,1,57,0,,2,,1,4,0,59,15,,3,4,179,,2,133
2020-07-30,,30,,10,1,24,3,0,,116,50,,,1,0,57,0,,1,,1,15,2,60,16,,2,1,184,,0,132
2020-07-31,,19,,9,1,24,5,0,,152,52,,,,1,58,0,,,,1,11,5,46,12,,4,3,195,,0,115
2020-08-01,,29,,18,2,24,4,1,,77,49,,,,2,58,0,,,,1,8,2,41,9,,1,0,209,,0,127
2020-08-02,,29,,14,,24,4,0,,25,40,,,,2,64,0,,1,,1,11,1,43,7,,,1,180,,0,95
2020-08-03,,29,,5,,25,4,4,,142,43,7,,,1,64,1,,1,,1,15,2,43,11,,3,0,237,,0,110
2020-08-04,,20,,7,2,25,6,1,,139,55,11,,,1,64,1,,,,1,8,1,41,7,,4,4,235,,0,128
2020-08-05,,50,,6,1,25,3,1,,137,35,19,,,4,65,1,,,,1,8,5,45,15,,3,2,263,,0,140
2020-08-06,,33,,9,,25,7,0,,141,53,16,,,2,65,1,,,,1,12,2,69,12,,2,3,304,,0,102
2020-08-07,,33,,20,2,25,6,0,,136,46,22,,,1,65,1,,,,1,13,1,58,25,,3,1,311,,0,116
2020-08-08,,38,,11,,25,2,0,,73,33,13,,,3,65,1,,,,1,17,3,55,19,,,0,260,,1,141
2020-08-09,,23,,6,,25,4,0,,14,41,18,,,1,73,1,,,,1,19,2,26,10,,2,3,249,,0,107
2020-08-10,,41,,8,1,27,5,1,,180,61,23,,,0,73,0,,,,2,15,3,52,15,,5,2,385,,0,88
2020-08-11,,52,,5,,27,2,0,,191,46,17,,,2,73,0,,,,2,27,1,54,16,,3,1,397,,1,114
2020-08-12,,35,,7,1,27,2,0,,143,44,37,,,1,73,0,,,,2,20,0,62,8,,2,1,447,,2,101
2020-08-13,,46,,8,,27,3,0,,201,56,51,,,1,73,0,,,,2,19,0,57,11,,,1,465,,0,130
2020-08-14,,33,,7,,27,2,0,,173,51,28,,,3,73,0,,,,2,12,1,55,13,,2,3,471,,2,103
2020-08-15,,43,,22,,27,4,0,,87,38,34,,,7,73,0,,,,2,15,3,28,7,,1,2,365,,0,99
2020-08-16,,29,,13,,27,2,1,,33,43,39,,,3,98,0,,,,2,16,2,42,7,,1,2,382,,0,80
2020-08-17,,21,,4,,29,4,1,,234,51,12,,,1,98,1,,,,2,19,1,45,15,,3,2,544,,0,98
2020-08-18,,35,,12,,29,5,0,,185,49,29,,,2,98,1,,,,2,11,1,48,19,,,0,546,,1,131
2020-08-19,,39,,19,,29,2,3,,162,45,31,,,1,98,1,,,,2,17,1,59,15,,1,1,599,,0,117
2020-08-20,,30,,11,1,29,6,0,,149,47,20,,,3,98,1,,,,2,24,3,45,11,,1,3,592,,2,98
2020-08-21,,31,,11,,29,6,1,,210,43,31,,1,2,99,1,,,,2,18,3,50,12,,4,2,607,,1,109
2020-08-22,,26,,17,1,29,3,0,,114,44,39,,,1,99,1,,,,2,10,2,41,3,,1,2,518,,0,73
2020-08-23,,18,,24,2,29,2,3,,29,31,18,,,0,128,1,,,,2,14,1,22,8,,1,1,528,,0,74
2020-08-24,,17,,16,1,33,3,1,,233,40,27,,,2,128,1,,,,1,11,3,46,14,1092,5,1,699,,0,93
2020-08-25,,12,,25,1,33,4,0,,265,53,22,,,9,128,1,,,,1,19,1,43,12,1092,5,1,739,,0,122
2020-08-26,,21,,26,1,33,2,1,,215,38,35,,,4,129,1,,,,1,12,2,43,14,1092,3,4,683,,0,133
2020-08-27,,21,,37,,33,3,3,,225,54,29,,,4,129,1,,,,1,7,3,48,23,1092,5,3,751,,0,152
2020-08-28,,19,,33,,33,3,0,,241,35,26,,,6,129,1,,,,1,12,2,38,19,1092,8,3,802,,1,137
2020-08-29,,8,,24,1,33,6,1,,135,37,32,,,4,129,1,,,,1,2,1,33,7,1092,3,2,602,,1,110
2020-08-30,,14,,28,1,33,1,1,,23,36,29,,,2,151,1,,,,1,10,0,21,11,1092,1,1,528,,0,78
2020-08-31,,18,,28,,46,3,0,,254,43,17,,,5,151,1,,,,3,16,1,42,14,1146,3,1,742,,0,91
2020-09-01,,28,,31,,46,3,0,,300,59,36,,,3,152,1,,,,3,14,2,56,24,1146,5,3,768,,0,134
2020-09-02,,26,,33,,46,1,3,,317,53,32,,,6,152,1,,,,3,17,2,34,21,1146,6,3,799,,2,147
2020-09-03,,13,,33,1,46,3,0,,307,60,40,,,5,152,1,,,,3,12,2,40,29,1146,8,3,787,,0,146
2020-09-04,,22,,41,,46,5,2,,292,59,33,,,6,152,1,,,,3,17,3,49,22,1146,4,2,901,,0,155
2020-09-05,,16,,41,,46,3,0,,168,23,20,,,2,152,1,,,,3,18,0,27,17,1146,9,3,648,,0,130
2020-09-06,,17,,27,,46,11,0,,66,38,37,,,5,187,1,,,,3,23,2,20,11,1146,5,2,610,,0,139
2020-09-07,,26,,24,1,71,6,0,,448,54,42,,,3,187,1,,,,3,29,4,52,26,1113,6,5,859,,1,147
2020-09-08,,42,,35,1,71,7,0,,490,59,20,,,2,187,1,,,,3,23,2,34,22,1113,5,5,913,,2,186
2020-09-09,,24,,33,,71,7,2,,386,61,34,,,4,187,1,,,,3,34,4,59,30,1113,7,2,884,,0,203
2020-09-10,,29,,42,,71,9,4,,352,47,26,,1,4,187,1,,,,3,18,4,46,24,1113,5,1,918,,0,219
2020-09-11,,31,,31,,71,14,3,,447,71,64,,,8,187,1,,,,3,41,3,67,21,1113,3,1,1044,,0,232
2020-09-12,,35,,36,,71,6,0,,243,57,42,,,9,188,1,,,,3,20,2,42,22,1113,3,9,843,,3,218
2020-09-13,,41,,18,,71,10,2,,98,48,32,,,5,215,1,,,,3,25,1,28,17,1113,1,7,700,,0,226
2020-09-14,,34,,17,2,121,9,5,,545,89,31,,,7,215,1,,,,3,52,6,54,29,1248,8,8,1075,,1,258
2020-09-15,,50,,20,,121,12,2,,642,91,53,,,11,216,1,,,,3,40,1,55,37,1248,3,9,1018,,0,271
2020-09-16,,46,,30,,121,6,4,,649,98,47,,,7,216,1,,,,3,48,4,65,19,1248,7,12,979,,0,285
2020-09-17,,49,,34,1,121,20,4,,599,78,58,,,13,216,1,,,,3,54,2,68,24,1248,5,3,1003,,0,265
2020-09-18,,58,,17,,121,11,2,,850,98,46,,,4,216,1,,,,3,80,3,57,30,1248,10,10,1076,,2,263
2020-09-19,,58,,35,1,121,13,2,,470,56,56,,,5,216,1,,,,3,59,5,57,27,1248,5,7,758,,1,261
2020-09-20,,50,,18,2,121,17,0,,139,66,49,,,8,237,1,,,,3,51,2,42,20,1248,4,5,674,,1,289
2020-09-21,,61,,30,,194,23,10,,754,93,27,,1,6,237,1,,,,2,81,3,71,24,1354,10,5,1016,,1,372
2020-09-22,,76,,28,2,194,19,5,,783,103,46,,,8,237,1,,,,2,71,3,87,31,1354,8,9,1051,,1,352
2020-09-23,,74,,34,2,194,14,6,,649,84,57,,,6,237,1,,,,2,94,3,81,29,1354,12,8,941,,1,424
2020-09-24,,93,,23,3,194,28,4,,613,104,58,,2,7,237,1,,,,2,105,3,92,24,1354,20,9,956,,1,425
2020-09-25,,74,,31,4,194,18,6,,661,89,52,,,10,237,1,,,,2,92,1,116,26,1354,9,7,937,,1,382
2020-09-26,,54,,37,2,194,12,0,,503,59,49,,2,10,237,1,,,,2,79,1,81,16,1354,10,15,661,,0,352
2020-09-27,,51,,22,2,194,11,2,,241,80,47,,1,9,306,1,,,,2,81,1,78,23,1354,10,19,620,,1,343
2020-09-28,,74,,16,,281,21,6,,619,138,48,,2,5,306,4,,,,3,112,6,94,32,1518,18,10,864,,1,445
2020-09-29,,91,,34,,281,13,6,,698,117,56,,2,13,306,4,,,,3,100,4,126,30,1518,19,10,908,,4,442
2020-09-30,,89,,37,,281,16,4,,650,122,53,,2,15,306,4,,,,3,113,3,142,33,1518,13,12,875,,1,452
2020-10-01,,90,,31,,281,18,3,,626,150,93,,2,15,306,4,,,,3,110,5,128,24,1518,17,18,854,,3,529
2020-10-02,,75,,40,1,281,21,5,,721,134,58,,2,9,306,4,,,,3,122,4,140,29,1518,20,10,923,,1,529
2020-10-03,,79,,41,1,281,14,5,,532,89,42,,2,11,306,4,,,,3,137,0,127,25,1518,12,17,620,,1,533
2020-10-04,,91,,33,2,281,14,1,,418,109,48,,2,17,516,4,,,,3,104,1,110,19,1518,22,8,600,,3,632
2020-10-05,,91,,45,1,483,22,3,,710,235,68,,3,14,516,7,,,,4,166,2,159,33,2617,25,14,851,,2,630
2020-10-06,,113,,52,1,483,23,1,,829,183,31,,3,11,517,7,,,,4,156,1,160,41,2617,21,17,878,,3,725
2020-10-07,,145,,52,1,483,12,6,,789,170,55,,3,18,517,7,,,,4,148,5,158,32,2617,16,22,859,,5,694
2020-10-08,,131,,49,3,483,15,0,,711,200,64,,3,18,517,7,,,,4,161,3,163,26,2617,18,25,972,,1,714
2020-10-09,,151,,58,,483,7,2,,848,231,45,,3,25,517,7,,,,4,210,10,166,39,2617,26,20,1001,,4,708
2020-10-10,,165,,52,,483,12,1,,694,174,53,,3,29,517,7,,,,4,152,4,165,23,2617,20,19,730,,4,724
