date,AT-pt,AT-dt,BE-pt,BE-dt,BG-pt,BG-dt,HR-pt,HR-dt,CY-pt,CY-dt,CZ-pt,CZ-dt,DK-pt,DK-dt,EE-pt,EE-dt,FI-pt,FI-dt,FR-pt,FR-dt,DE-pt,DE-dt,GR-pt,GR-dt,HU-pt,HU-dt,IS-pt,IS-dt,IE-pt,IE-dt,IT-pt,IT-dt,LV-pt,LV-dt,LI-pt,LI-dt,LT-pt,LT-dt,LU-pt,LU-dt,MT-pt,MT-dt,NL-pt,NL-dt,NO-pt,NO-dt,PL-pt,PL-dt,PT-pt,PT-dt,RO-pt,RO-dt,SK-pt,SK-dt,SI-pt,SI-dt,ES-pt,ES-dt,SE-pt,SE-dt,CH-pt,CH-dt,GB-pt,GB-dt
2020-12-31,356063,7486,646496,19528,202266,7576,210837,3920,22346,120,718661,11580,163479,1298,27990,229,36422,592,2616902,64267,1719737,33071,138850,4838,322514,9537,5754,29,91779,2237,2107166,74159,40904,635,2221,44,145052,1800,46415,495,12774,219,805164,11432,49567,436,1294878,28554,413678,6906,632263,15767,274603,2138,122152,2697,1928265,50837,437379,8727,452296,7873,2488780,94998
2021-01-01,358774,7564,648289,19581,202540,7604,212007,3961,23108,126,732022,11711,165930,1322,28406,234,36676,598,2636045,64399,1742661,33624,139447,4881,325278,9667,5754,29,93532,2248,2129376,74621,41615,644,2245,44,147862,1841,46415,495,12909,219,813765,11529,49803,436,1305774,28956,420629,6972,636201,15841,285079,2250,123950,2728,1928265,50837,437379,8727,452296,7948,2542065,95807
2021-01-02,360777,7637,649169,19644,202880,7644,212262,4016,23275,128,735469,11827,167541,1345,28789,241,36804,601,2639404,64555,1755351,33960,139709,4921,326688,9781,5754,29,96926,2252,2141201,74985,41929,668,2259,44,149105,1892,46415,495,12997,220,821163,11565,50266,436,1312780,29058,423870,7045,637395,15919,287405,2250,124343,2774,1928265,50837,437379,8727,452296,8009,2599789,96640
2021-01-03,362368,7706,650011,19701,203051,7678,212958,4072,23902,130,740481,11960,168711,1374,29131,244,37009,605,2651893,64671,1765666,34272,140099,4957,327995,9884,5754,29,101887,2259,2155446,75332,42497,680,2282,44,150529,1943,46415,495,13082,220,827726,11612,50716,436,1318562,29119,427254,7118,640429,15979,289150,2317,125086,2803,1928265,50837,437379,8727,452296,8085,2654779,97447
2021-01-04,364003,7775,650887,19750,204080,7835,213319,4126,24431,132,746714,12070,170787,1389,29521,251,37178,608,2655915,65049,1775513,34574,140526,5011,328851,9977,5795,29,107997,2265,2166244,75680,43118,692,2301,46,151719,1981,46986,508,13230,222,834064,11675,51245,449,1322947,29161,431623,7196,643559,16057,290058,2521,125858,2838,1958844,51078,437379,8727,461961,8153,2713563,98343
2021-01-05,365898,7832,652735,19827,205390,7902,214390,4179,25096,134,759635,12257,172779,1420,29950,258,37575,615,2676195,65915,1787410,35518,141453,5051,329721,10080,5811,29,113322,2282,2181619,76329,43942,722,2332,48,153763,2021,47149,514,13388,226,841163,11862,52180,452,1330543,29502,436579,7286,648288,16178,300405,2603,128370,2868,1982544,51430,469748,8965,465981,8221,2774479,99316
2021-01-06,368190,7907,655732,19883,206392,7961,216286,4223,25665,135,776967,12436,174995,1450,30667,261,37837,619,2701215,66197,1808647,36537,142267,5099,331768,10198,5832,29,121154,2299,2201945,76877,45171,754,2362,48,156558,2056,47430,517,13612,227,850790,11999,52967,465,1344763,30055,446606,7377,654007,16299,311485,2657,131724,2899,1982544,51430,469748,8965,470789,8287,2836801,100330
2021-01-07,371151,7968,658655,19936,207259,8017,216848,4266,26238,139,794740,12621,176837,1487,31751,265,38045,622,2722728,66472,1835038,37607,142777,5146,334836,10325,5845,29,127657,2307,2220361,77291,46545,790,2372,48,158856,2099,47592,521,13776,228,858914,12084,53792,467,1356882,30241,456533,7472,658958,16410,314650,2717,134545,2922,2024904,51675,482284,9262,474764,8353,2889419,101385
2021-01-08,373237,8037,660703,19992,208012,8078,217946,4304,26665,141,809601,12800,178497,1517,32537,270,38377,625,2742349,67062,1866887,38795,143494,5195,337743,10440,5867,29,135884,2327,2237890,77911,47782,801,2382,50,160827,2140,47744,527,13967,230,866235,12171,54476,472,1365645,30574,466709,7590,663799,16506,322941,2788,136629,2947,2050360,51874,489471,9433,477983,8395,2957472,102437
2021-01-09,375239,8109,662694,20038,208406,8097,219347,4342,27131,142,822716,12978,180240,1542,33089,278,38629,629,2762120,67229,1891581,39878,144293,5227,340459,10554,5880,29,140727,2336,2257866,78394,48952,818,2395,50,162531,2183,47744,527,14212,232,872847,12307,54919,472,1376389,31011,476187,7701,668202,16592,330944,2836,138518,2973,2050360,51874,489471,9433,477983,8459,3017409,103530
2021-01-10,377537,8161,664263,20078,208511,8126,219993,4368,27468,148,831165,13115,181486,1570,33516,283,38822,631,2777921,67380,1908527,40343,144738,5263,342237,10648,5890,29,147613,2344,2276491,78755,49568,849,2403,50,163989,2212,47744,527,14396,233,878263,12361,55474,472,1385522,31189,483689,7803,671284,16654,335804,2918,139281,2998,2050360,51874,489471,9433,477983,8524,3072349,104703
2021-01-11,379083,8209,665223,20122,209131,8232,220223,4403,27807,149,835454,13272,182725,1597,33805,287,39010,634,2781503,67690,1921024,40686,145179,5302,343656,10725,5898,29,152539,2352,2289021,79203,49899,864,2412,50,164621,2255,48027,535,14529,233,883135,12411,55903,478,1390385,31264,489293,7925,673271,16725,337589,3007,139713,3022,2111782,52275,489471,9433,484506,8587,3118518,105946
2021-01-12,380470,8269,667322,20194,209881,8279,220982,4446,28095,154,844799,13485,183801,1623,34138,292,39396,642,2800770,68431,1933826,41577,146020,5329,344352,10853,5912,29,155591,2397,2303263,79819,50777,882,2428,50,165828,2289,48181,538,14769,234,889221,12563,56615,482,1395779,31593,496552,8080,676968,16881,343293,3102,141587,3053,2137220,52683,506866,9433,487357,8646,3164051,107266
2021-01-13,382176,8338,670249,20250,210416,8349,222117,4472,28354,158,855600,13656,185159,1660,34991,301,39625,651,2824473,68660,1953426,42637,146688,5354,345710,10948,5935,29,159144,2460,2319036,80326,52032,909,2437,50,167607,2327,48372,542,14958,234,895687,12685,57282,509,1404905,32074,507108,8236,681392,16969,349898,3163,143679,3070,2176089,52878,512203,9834,490358,8709,3211576,108575
2021-01-14,384337,8410,672886,20294,210951,8396,223097,4517,28581,164,866522,13856,185159,1660,35621,311,39883,656,2845701,68942,1978590,43881,147283,5387,347636,11066,5948,29,163057,2488,2336279,80848,52982,920,2441,50,168893,2360,48486,545,15079,235,901696,12774,57736,511,1414362,32456,517806,8384,684917,17035,355451,3260,145472,3093,2211967,53079,518783,10185,492832,8758,3260258,109915
2021-01-15,385993,8474,675089,20352,211503,8457,223812,4550,28822,167,874605,14029,187320,1720,36096,316,40131,661,2866413,69576,2000958,44994,147860,5421,349149,11177,5956,29,166548,2536,2352423,81325,54066,935,2442,50,170079,2395,48630,549,15272,236,906956,12868,58202,517,1422320,32844,528469,8543,688270,17098,360473,3362,147016,3121,2252164,53314,523486,10323,495228,8831,3316019,111239
2021-01-16,387529,8535,677209,20396,211736,8474,224575,4588,29066,167,883906,14215,188199,1747,36691,320,40397,662,2887532,69766,2019636,45974,148370,5441,350587,11264,5956,29,169780,2595,2368733,81800,55097,961,2446,50,171225,2429,48630,549,15447,238,912554,12965,58445,517,1429612,33213,539416,8709,691488,17164,364694,3417,148556,3140,2252164,53314,523486,10323,495228,8871,3357361,112657
2021-01-17,389086,8598,678839,20435,211813,8483,224954,4616,29268,168,889159,14338,189088,1775,37079,325,40568,663,2903975,69906,2033518,46419,148607,5469,351828,11341,5956,29,172726,2608,2381277,82177,55664,978,2452,50,172002,2460,48630,549,15588,239,917308,13006,58651,517,1435582,33355,549801,8861,693644,17221,366395,3474,149125,3180,2252164,53314,523486,10323,495228,8920,3395959,114018
2021-01-18,390406,8668,679771,20472,212383,8565,225128,4655,29425,171,891852,14449,189895,1805,37344,333,40766,663,2907711,70309,2040659,46633,148925,5488,352703,11409,5970,29,174843,2616,2390102,82554,55908,983,2458,51,172452,2487,48890,557,15742,241,921580,13056,59034,521,1438914,33407,556503,9028,695153,17271,369089,3526,149424,3206,2336451,53769,523486,10323,499931,8972,3433494,115419
2021-01-19,391416,8720,681250,20554,212927,8614,225648,4684,29587,176,899503,14646,190619,1837,37941,344,41213,664,2931050,70963,2052028,47622,149462,5518,353276,11520,5970,29,176839,2708,2400598,83157,56720,1012,2468,51,173282,2510,48975,560,15942,242,927110,13162,59456,525,1443804,33698,566958,9246,697898,17369,374383,3637,151137,3231,2370742,54173,533265,10323,502191,9038,3466849,116909
2021-01-20,393047,8785,684256,20572,213409,8651,226550,4711,29751,177,909131,14820,191505,1872,38544,349,41555,668,2957547,71273,2068002,48770,149973,5545,354252,11615,5975,29,179324,2768,2414166,83681,57808,1032,2478,52,174497,2535,49204,562,16129,244,932884,13248,59887,543,1450747,34141,581605,9465,700898,17485,379537,3737,152851,3257,2412318,54637,537967,10797,504918,9078,3505754,118291
2021-01-21,394704,8842,686827,20620,213864,8741,227326,4738,29929,177,917359,14973,192265,1909,39212,354,41961,680,2979915,71619,2088400,49783,150479,5570,355662,11713,5981,29,181922,2818,2428221,84202,58710,1057,2495,52,175745,2573,49319,562,16280,245,938628,13337,60259,544,1457755,34561,595149,9686,703776,17554,384329,3801,154306,3284,2456675,55041,542952,10921,507123,9128,3543646,119641
2021-01-22,396446,8887,689271,20675,214430,8799,227969,4770,30093,179,924847,15130,193038,1941,39701,358,42338,684,3002910,72268,2106262,50642,151041,5598,356973,11811,5981,29,184279,2870,2441854,84674,59586,1076,2500,53,176768,2609,49438,562,16423,248,944042,13422,60565,544,1464448,34908,609136,9920,706475,17628,389217,3894,155752,3309,2499560,55441,547166,11005,509279,9177,3583907,120975
2021-01-23,398234,8951,691854,20726,214696,8811,228568,4799,30215,180,933361,15270,193917,1969,40184,368,42699,686,3026320,72497,2122679,51521,151646,5622,358317,11904,5981,29,186184,2947,2455185,85162,60496,1097,2506,53,177785,2643,49438,562,16542,250,948933,13510,60803,544,1470879,35253,624469,10194,709194,17722,393609,3965,157293,3329,2499560,55441,547166,11005,509279,9224,3617459,122262
2021-01-24,399687,9003,693666,20779,214817,8820,228920,4827,30344,184,937617,15369,194671,1983,40716,376,42867,688,3044358,72668,2134936,51870,151980,5646,359574,11968,5981,29,187554,2970,2466813,85461,61008,1111,2511,53,178551,2666,49438,562,16658,251,952950,13540,61082,544,1475445,35363,636190,10469,711010,17776,402029,4068,157830,3360,2499560,55441,547166,11005,509279,9272,3647463,123501
2021-01-25,400949,9074,694858,20814,215589,8880,229054,4859,30474,187,940004,15453,195296,2010,40975,383,43114,690,3048598,73113,2141665,52087,152412,5671,360418,12024,5990,29,188923,2977,2475372,85881,61231,1114,2522,53,179030,2686,49733,566,16861,253,956867,13579,61315,548,1478119,35401,643113,10721,712561,17841,406373,4068,158131,3379,2593382,56208,547166,11005,513599,9309,3669658,124764
2021-01-26,401896,9126,696642,20879,216416,8916,229502,4882,30600,189,946946,15618,195948,2030,41330,392,43719,695,3070458,73725,2148077,52990,153226,5692,360877,12113,5992,29,189851,3066,2485956,86422,61924,1126,2526,53,179822,2703,49852,570,16999,255,961593,13665,61594,550,1482722,35665,653878,11012,715438,17938,410701,4260,159812,3406,2629817,56794,556289,11247,515483,9355,3689746,125936
2021-01-27,403321,9178,699662,20933,217014,8944,230359,4913,30709,191,956155,15791,196540,2050,41966,398,44116,698,3097374,74075,2161275,53972,154083,5724,361881,12198,6000,29,191182,3120,2501147,86889,63027,1138,2543,53,181122,2732,50089,571,17192,258,966252,13733,61961,556,1489512,36054,668951,11305,718612,18015,416143,4361,161662,3425,2670102,57291,560472,11425,517705,9392,3715054,127168
2021-01-28,404906,9236,702437,20982,217574,8973,230978,4943,30837,194,964660,15944,197208,2071,42656,406,44498,698,3120634,74418,2178828,54913,154796,5742,363450,12291,6001,29,192645,3167,2515507,87381,63992,1148,2552,53,182053,2761,50228,574,17400,261,970602,13816,62276,557,1496665,36443,685383,11608,721513,18105,419905,4411,163235,3448,2705001,57806,564557,11520,519404,9439,3743734,128392
2021-01-29,406378,9287,705120,21018,218269,9008,231539,4972,30995,198,972642,16072,197664,2084,43343,409,44933,699,3143417,75238,2192850,55752,155678,5764,364909,12374,6002,29,193892,3214,2529070,87858,64923,1166,2561,53,182894,2778,50388,577,17585,264,974775,13872,62575,564,1502810,36780,698583,11886,724250,18196,424576,4495,164529,3468,2743119,58319,566957,11591,521320,9480,3772813,129552
2021-01-30,407799,9337,707837,21066,218618,9028,232090,4998,31114,198,980714,16211,198095,2106,43747,411,45312,702,3167274,75478,2205171,56546,156473,5779,366279,12463,6002,29,195303,3292,2541783,88279,65708,1180,2563,53,183663,2804,50388,577,17721,265,978475,13959,62793,564,1508674,37082,711018,12179,726918,18264,429474,4565,165887,3490,2743119,58319,566957,11591,521320,9487,3796088,130577
2021-01-31,409286,9393,710153,21092,218748,9045,232426,5027,31227,198,984774,16308,198472,2125,44208,419,45546,703,3186354,75673,2216363,56945,156957,5796,367586,12524,6002,29,196547,3307,2553032,88516,66241,1195,2565,53,184448,2822,50388,577,17903,267,981663,13998,62966,564,1513385,37180,720516,12482,728743,18335,436016,4642,166473,3503,2743119,58319,566957,11591,521320,9523,3817176,131572
2021-02-01,410385,9438,711417,21124,219580,9142,232520,5054,31387,200,987329,16392,198960,2145,44575,422,45820,703,3190701,76128,2221971,57120,157495,5829,368710,12578,6009,29,197553,3317,2560957,88845,66652,1202,2567,53,184754,2844,50733,584,18027,269,985224,14025,63262,567,1515889,37222,726321,12757,730056,18402,439325,4711,166836,3522,2822805,59081,566957,11591,525095,9558,3835783,132578
2021-02-02,411519,9496,713271,21173,220547,9178,232907,5071,31507,203,994514,16545,199357,2160,44978,424,46353,709,3213360,76852,2228085,57981,158716,5851,369288,12656,6011,29,198424,3418,2570608,89344,67427,1219,2579,53,185399,2864,50923,586,18168,270,989237,14108,63553,568,1520215,37476,731861,13017,732732,18513,444562,4784,168486,3541,2851869,59805,576606,11815,526728,9584,3852623,133541
2021-02-03,412737,9547,716395,21216,221266,9218,233637,5088,31635,203,1003657,16683,199782,2170,45663,433,46749,711,3239256,77209,2237790,58956,159866,5878,370336,12739,6013,29,199430,3512,2583790,89820,68658,1250,2582,53,186157,2883,51128,587,18306,273,993430,14169,63839,574,1527016,37897,740944,13257,735484,18600,451043,4889,170101,3564,2883465,60370,580916,11939,528524,9605,3871825,134516
2021-02-04,414380,9606,718847,21260,222149,9272,234153,5106,31774,204,1013352,16826,200335,2184,46334,443,47190,714,3238798,77205,2252001,59742,160935,5903,371988,12832,6016,29,200744,3586,2597446,90241,69400,1281,2587,53,186876,2898,51330,588,18385,273,997751,14234,64212,582,1533511,38344,748858,13482,738152,18675,455693,4976,171340,3580,2913425,60802,584674,12028,530289,9635,3892459,135342
2021-02-05,415900,9642,721432,21295,223059,9302,234702,5122,31890,209,1021477,16976,200773,2201,46925,447,47562,715,3284085,78211,2264909,60597,162107,5922,373564,12930,6021,29,201763,3621,2611659,90618,70276,1309,2588,53,187524,2922,51512,590,18442,277,1001826,14294,64483,582,1539564,38712,755774,13740,740732,18748,461246,5050,172299,3595,2941990,61386,588062,12115,531873,9658,3911573,136216
2021-02-06,417170,9680,723870,21352,223552,9311,235126,5144,32023,211,1030112,17129,201186,2215,47512,456,47928,717,3303273,78401,2275394,61286,163213,5951,375125,13026,6021,29,202548,3674,2625098,91003,71320,1327,2591,53,188212,2939,51512,590,18576,279,1005760,14355,64653,582,1545530,38994,761906,13954,743343,18809,466535,5135,173201,3612,2941990,61386,588062,12115,531873,9688,3929835,137003
2021-02-07,418535,9716,725610,21389,223734,9331,235402,5169,32155,212,1034975,17235,201621,2216,47928,461,48165,717,3322988,78572,2284010,61517,163946,5972,376495,13090,6021,29,203568,3686,2636738,91273,71800,1339,2595,53,188636,2955,51512,590,18676,282,1007981,14403,64772,582,1550255,39087,765414,14158,745318,18881,473575,5199,173702,3623,2941990,61386,588062,12115,531873,9716,3945680,137756
2021-02-08,419681,9755,726483,21423,224849,9420,235473,5198,32270,213,1037405,17333,202051,2216,48267,466,48429,719,3327305,79030,2288545,61675,164575,5997,377655,13155,6020,29,204397,3687,2644707,91580,72088,1347,2598,54,188925,2972,51879,597,18813,282,1009725,14428,65118,582,1552686,39132,767919,14354,746637,18961,477647,5271,174000,3635,2989085,62295,588062,12115,535153,9629,3959784,138537
2021-02-09,420680,9795,728334,21472,226061,9482,235756,5224,32375,215,1045132,17497,202417,2244,48809,474,48890,724,3345558,79752,2291924,62156,166067,6017,378734,13249,6025,29,204940,3752,2655319,92002,72869,1363,2603,54,189403,2988,52022,600,19015,284,1012908,14511,65338,583,1556685,39360,770502,14557,749434,19056,483002,5382,174364,3654,3005487,63061,596174,12188,536516,9760,3972148,139260
2021-02-10,421912,9832,730951,21512,226974,9527,236333,5238,32470,215,1055415,17642,202887,2255,49605,477,49263,724,3370645,80045,2299996,62969,167549,6034,380013,13347,6026,29,205939,3794,2668266,92338,73859,1395,2607,54,189947,3003,52247,602,19182,286,1017302,14590,65547,592,1563645,39721,774889,14718,752482,19135,489218,5502,175795,3667,3023601,63704,600244,12326,538118,9785,3985161,139972
2021-02-11,423382,9872,733100,21551,228044,9561,236709,5263,32583,218,1064952,17772,203365,2269,50280,480,49646,729,3390952,80404,2310233,63635,168872,6056,381875,13444,6026,29,206801,3846,2683403,92729,74701,1416,2609,54,190564,3026,52392,604,19333,286,1021643,14662,65811,592,1570658,40177,778369,14885,755126,19200,494688,5629,177140,3677,3041454,64217,604577,12370,539474,9799,3998655,140648
2021-02-12,425050,9915,735220,21599,229010,9594,237080,5282,32686,219,1073966,17902,203793,2280,50993,486,50007,731,3410996,81046,2320093,64191,170244,6077,383735,13543,6033,29,207720,3865,2697296,93045,75509,1431,2612,54,191116,3047,52539,606,19497,288,1025837,14727,66236,592,1577036,40424,781223,15034,757676,19277,499593,5733,178133,3692,3056035,64747,608411,12428,540727,9815,4013799,141284
2021-02-13,426613,9952,737115,21634,229516,9608,237459,5299,32799,220,1082849,18058,204067,2284,51749,491,50424,733,3431805,81244,2328447,64742,171466,6103,385755,13636,6033,29,208796,3931,2710819,93356,76282,1443,2612,55,191683,3064,52539,606,19651,290,1029284,14793,66392,592,1583621,40709,784079,15183,760091,19325,505266,5812,179148,3705,3056035,64747,608411,12428,540727,9835,4027106,141870
2021-02-14,427881,9986,738631,21662,229679,9624,237657,5318,32901,221,1088009,18143,204362,2292,52416,495,50703,737,3447518,81405,2334561,64960,172128,6126,387462,13706,6033,29,209582,3948,2721879,93577,76706,1451,2613,55,192132,3080,52539,606,19789,293,1032094,14816,66501,592,1588955,40807,785756,15321,761963,19366,511547,5885,179477,3717,3056035,64747,608411,12428,540727,9853,4038078,142475
2021-02-15,429052,10021,739488,21702,230747,9671,237725,5339,33024,222,1090860,18250,204799,2301,52827,501,50984,741,3451894,81817,2338987,65076,172824,6152,388799,13752,6039,29,210402,3948,2729223,93835,76984,1468,2614,55,192348,3092,52923,611,19945,295,1034795,14843,66854,593,1591497,40832,787059,15411,763294,19445,515038,5952,179780,3728,3086286,65449,608411,12428,543207,9872,4047843,143090
2021-02-16,430220,10052,741205,21750,232096,9703,237999,5357,33137,223,1099654,18430,205183,2308,53444,508,51601,742,3471268,82399,2342843,65604,173905,6181,389622,13837,6039,29,211113,3980,2739591,94171,77697,1486,2615,55,192761,3105,53062,612,20047,297,1038156,14929,67140,593,1596673,41028,788561,15522,765970,19526,519763,6063,180520,3733,3096343,65979,617869,12487,544282,9881,4058468,143657
