date,AT-pt,AT-dt,BE-pt,BE-dt,BG-pt,BG-dt,HR-pt,HR-dt,CY-pt,CY-dt,CZ-pt,CZ-dt,DK-pt,DK-dt,EE-pt,EE-dt,FI-pt,FI-dt,FR-pt,FR-dt,DE-pt,DE-dt,GR-pt,GR-dt,HU-pt,HU-dt,IS-pt,IS-dt,IE-pt,IE-dt,IT-pt,IT-dt,LV-pt,LV-dt,LI-pt,LI-dt,LT-pt,LT-dt,LU-pt,LU-dt,MT-pt,MT-dt,NL-pt,NL-dt,NO-pt,NO-dt,PL-pt,PL-dt,PT-pt,PT-dt,RO-pt,RO-dt,SK-pt,SK-dt,SI-pt,SI-dt,ES-pt,ES-dt,SE-pt,SE-dt,CH-pt,CH-dt,GB-pt,GB-dt
2020-10-21,68142,1185,253386,10539,33335,1048,28287,393,2839,25,208915,1739,37003,690,4171,71,14423,345,967717,33782,380762,9875,27334,534,50180,1259,4230,11,53422,1868,449648,36832,3797,47,289,1,8760,108,11671,138,5026,46,262405,6873,16964,279,202579,3851,106271,2229,191102,6065,33927,98,15982,200,1005295,34366,107355,5929,91763,2023,789229,61417
2020-10-22,70120,1198,270132,10588,34930,1064,29850,406,2966,25,223065,1845,37763,694,4247,71,14611,345,1008483,33936,392049,9905,28216,549,52212,1305,4268,11,54476,1871,465726,36968,3958,49,326,1,9231,112,12333,140,5137,49,272401,6919,17234,279,214686,4019,109541,2245,196004,6163,35703,115,17646,211,1026281,34521,108969,5930,97019,2044,810467,61659
2020-10-23,72774,1218,287700,10658,36519,1077,31717,413,3154,25,238323,1971,38622,697,4300,73,14834,346,1050468,34234,403291,9954,29057,559,54278,1352,4308,11,55261,1878,484869,37059,4208,50,352,1,9699,115,12851,141,5258,49,281052,6964,17532,279,228318,4172,112440,2276,201032,6245,38425,134,19307,214,1046132,34752,110594,5933,103653,2066,830998,61884
2020-10-24,76005,1237,305409,10737,37562,1084,33959,429,3314,25,250797,2077,39411,700,4351,73,15028,347,1095708,34370,418005,10003,29992,564,56098,1390,4394,11,56108,1882,504509,37210,4467,54,375,1,10249,116,12851,141,5373,50,291254,7019,17749,279,241946,4351,116109,2297,205793,6318,41434,159,21274,235,1046132,34752,110594,5933,103653,2096,854010,62103
2020-10-25,79352,1257,321031,10810,37889,1094,36380,437,3444,25,258097,2201,40356,702,4411,73,15135,347,1102262,34349,429181,10032,30782,574,59247,1425,4448,11,57128,1882,525782,37338,4678,56,412,1,10840,122,12851,141,5498,51,301597,7046,17909,279,253688,4438,118686,2316,209648,6391,44541,159,22950,240,1046132,34752,110594,5933,103653,2121,873800,62358
2020-10-26,82322,1273,333718,10899,40132,1136,37208,452,3545,25,268370,2365,41412,708,4428,73,15259,348,1174279,34732,437866,10056,31496,581,61563,1472,4504,11,58067,1885,542789,37479,4757,60,435,1,11461,124,14399,147,5578,53,311889,7072,18342,279,263929,4483,121133,2343,212492,6470,45893,165,24080,251,1098320,35031,110594,5933,121093,2143,894690,62640
2020-10-27,84796,1296,347289,11038,42701,1161,38621,470,3636,25,284033,2547,42157,709,4465,73,15514,348,1207430,35253,449275,10098,32752,593,63642,1535,4574,11,58767,1890,564778,37700,4893,63,461,1,11907,129,14884,147,5685,55,319991,7142,18666,280,280229,4615,124432,2371,217216,6574,47025,176,25603,264,1116738,35298,115785,5933,127042,2179,917575,62925
2020-10-28,87578,1322,368337,11170,45461,1197,40999,493,3817,25,297013,2675,43174,715,4590,73,15748,349,1243855,35496,464239,10183,34299,603,65933,1578,4671,12,59434,1896,589766,37905,5144,63,484,1,12920,134,15659,147,5760,56,330255,7202,19069,280,299049,4849,128392,2395,222559,6681,50146,184,28215,278,1136503,35466,117913,5927,135658,2220,942275,63206
2020-10-29,91951,1353,392258,11308,48150,1225,43775,511,3817,25,310068,2862,44034,716,4671,73,15988,349,1290446,35728,481013,10272,35510,615,68127,1634,4719,12,60297,1902,616595,38122,5395,64,520,1,13734,138,16356,150,5866,59,341374,7258,19564,281,319205,5149,132616,2428,229040,6764,53156,200,30705,292,1160083,35639,121167,5934,145044,2280,965340,63526
2020-10-30,96420,1388,412314,11452,51041,1254,46547,531,4051,25,323673,3078,45225,719,4771,73,16224,349,1339640,36273,499694,10349,37196,620,71413,1699,4797,12,61059,1908,647674,38321,5679,69,547,2,14789,144,17134,152,5942,61,351178,7345,20062,282,340834,5351,137272,2468,235586,6867,56758,212,32503,315,1185678,35878,124355,5938,154251,2324,989745,63878
2020-10-31,101467,1431,429229,11625,52844,1279,49316,546,4217,25,335102,3251,46351,721,4905,73,16444,350,1374691,36495,518753,10452,39251,626,75321,1750,4865,12,61456,1913,679430,38618,5894,71,576,3,15699,152,17134,152,6042,62,359861,7395,20331,282,362731,5631,141279,2507,241339,6968,59823,219,34307,338,1185678,35878,124355,5938,154251,2378,1011660,64218
2020-11-01,107182,1472,441018,11737,54069,1298,51495,562,4366,26,341644,3429,47299,723,4985,73,16565,350,1420870,36726,532930,10481,40929,635,79199,1819,4890,12,62002,1915,709335,38826,6136,74,601,3,16879,155,17134,152,6182,64,368147,7434,20635,282,379902,5783,144341,2544,246663,7067,63080,219,35649,363,1185678,35878,124355,5938,154251,2437,1034914,64577
2020-11-02,111972,1524,447355,11858,56496,1349,52660,594,4563,26,350896,3654,48241,724,5046,73,16716,350,1525184,37142,545027,10530,42080,642,82780,1889,4931,12,62750,1917,731588,39059,6268,77,623,3,17498,159,19101,160,6400,66,375890,7463,21339,282,395480,5875,146847,2590,250704,7153,65339,219,36206,388,1240697,36257,124355,5938,176177,2504,1053864,64915
2020-11-03,116451,1557,452541,12126,60537,1412,54087,628,4760,26,362985,3913,49594,728,5125,73,17003,350,1597139,38414,560379,10661,44246,655,86769,1973,4957,17,63048,1922,759829,39412,6439,79,668,3,18246,170,19634,167,6506,64,383523,7576,21956,282,414844,6102,149443,2635,258437,7273,68397,235,37382,412,1259366,36495,134532,5938,182303,2582,1073882,65292
2020-11-04,121643,1598,468213,12331,64591,1466,56567,654,4934,26,378716,4133,50530,729,5333,73,17244,350,1549838,38376,577593,10812,46892,673,90988,2063,4989,17,63483,1930,790377,39764,6752,85,703,3,19005,176,20344,171,6590,65,390488,7682,22578,282,439536,6475,156940,2694,267088,7419,71711,261,39408,441,1284408,38118,137730,5997,192376,2670,1099059,65632
2020-11-05,128005,1654,479341,12520,68345,1518,59415,683,5100,26,391945,4330,51753,733,5464,73,17458,350,1607147,38730,597583,10930,49807,702,94916,2147,5017,18,64046,1933,824879,40192,7119,88,742,3,20410,178,21147,177,6764,70,397730,7769,23229,284,466679,6842,161350,2740,276802,7540,73755,286,41094,471,1306316,38486,141764,6002,202504,2755,1123197,66020
2020-11-06,135116,1719,488044,12708,72184,1576,62305,717,5333,26,403497,4484,53180,738,5705,73,17676,350,1667604,39558,619089,11096,52254,715,99625,2250,5039,18,64538,1940,862681,40638,7476,95,781,3,21845,185,21806,180,6893,73,404401,7887,23835,285,493765,7287,166900,2792,287062,7663,76249,317,42658,497,1328832,38833,146461,6022,211913,2839,1146484,66437
2020-11-07,142069,1780,494168,12907,74485,1632,64704,752,5557,26,411220,4681,54230,740,5933,73,17872,352,1754202,39861,642488,11226,54809,749,104943,2357,5063,18,64855,1945,902490,41063,7880,96,803,3,23528,195,21806,180,7039,74,410065,7960,24243,285,521640,7636,173540,2848,296999,7793,79155,351,44270,531,1328832,38833,146461,6022,211913,2908,1171441,66854
2020-11-08,150159,1826,500789,13055,75160,1665,67247,794,5871,27,414828,4858,55121,743,6125,75,18000,354,1792764,40131,658505,11289,56698,784,109616,2438,5078,20,65394,1947,935104,41394,8095,99,818,3,25124,204,21806,180,7141,76,414745,8004,24732,285,546425,7872,179324,2896,303751,7879,81422,351,45161,554,1328832,38833,146461,6022,211913,2994,1192013,67287
2020-11-09,155484,1901,503182,13216,78976,1771,68776,832,5987,27,417181,5028,55892,747,6250,76,18132,361,1812919,40679,671868,11352,58187,825,114778,2493,5101,23,65659,1948,960373,41750,8187,101,840,4,26314,212,23227,193,7243,78,419412,8043,25325,285,568138,8045,183420,2959,306991,8009,82142,366,45625,578,1381218,39345,146461,6022,229222,3100,1213363,67780
2020-11-10,161228,1956,507475,13561,83366,1851,70243,865,6098,27,429880,5323,56958,750,6376,76,18405,364,1834515,41897,687200,11506,60570,866,118918,2596,5114,24,65889,1963,995463,42330,8395,103,889,4,27374,229,23710,198,7396,81,424819,8141,25887,285,593592,8375,187237,3021,314295,8186,84347,390,46717,605,1381218,39345,162240,6022,235202,3196,1233775,68190
2020-11-11,167475,2036,515391,13758,87311,1898,72840,893,6296,29,438805,5570,57952,753,6508,76,18611,364,1870380,42225,705687,11767,63321,909,122863,2697,5142,24,66247,1965,1028424,42953,8848,105,924,4,28943,239,23710,198,7537,88,430453,8215,26511,285,618813,8805,192172,3103,324094,8389,86545,414,48939,645,1417709,40105,166707,6082,243472,3295,1256725,68599
2020-11-12,174910,2108,520393,13891,90725,1970,75922,925,6461,32,446675,5755,58963,755,6881,76,18906,365,1902644,42640,727553,11982,66637,959,126790,2784,5160,25,66632,1965,1066401,43589,9381,107,947,4,30485,250,25218,211,7646,88,436544,8304,27228,291,641496,9080,198011,3181,334236,8510,89237,464,50870,686,1437220,40461,171365,6122,250396,3392,1290195,69029
2020-11-13,184087,2199,525012,14106,94937,2055,78978,968,6646,34,454030,5926,60000,756,7148,80,19190,369,1926314,43572,751095,12200,69675,997,131887,2883,5170,25,67099,1972,1107303,44139,9836,116,968,5,32376,264,25931,219,7796,92,442458,8358,27916,294,665547,9499,204664,3250,343725,8684,91434,491,52385,724,1458591,40769,177355,6164,257135,3482,1317496,69479
2020-11-14,192344,2298,531280,14303,97435,2091,81844,1006,6853,38,458229,6058,61078,757,7412,80,19458,376,1958235,43925,773556,12378,72510,1035,136723,2990,5186,25,67526,1978,1144552,44683,10231,121,993,5,34109,281,25931,219,7917,95,447871,8443,28434,294,691118,10045,211266,3305,353185,8813,93363,510,54122,765,1458591,40769,177355,6164,257135,3567,1344356,69938
2020-11-15,199362,2397,535939,14421,98251,2130,84206,1049,7051,39,460116,6208,62136,760,7637,81,19603,378,1985427,44227,790503,12485,74205,1106,140961,3097,5189,25,67903,1979,1178529,45229,10547,123,1011,6,35481,295,25931,219,8034,97,452701,8486,28434,294,712972,10348,217301,3381,360281,8926,94662,510,55042,797,1458591,40769,177355,6164,257135,3658,1369318,70395
2020-11-16,204460,2493,537871,14616,101770,2282,85519,1082,7178,40,465523,6416,63331,764,7848,81,19783,380,1994728,44733,801327,12547,76403,1165,147456,3190,5205,25,68356,1984,1205881,45733,10636,126,1022,8,36581,310,27256,236,8137,98,457003,8530,28434,294,733788,10491,225672,3472,365212,9075,95204,526,55544,831,1496864,41253,177355,6164,269974,3769,1390681,70826
2020-11-17,209072,2578,540605,14839,106598,2413,87464,1113,7285,40,469769,6558,64551,768,8033,84,20176,381,2039938,45950,815746,12814,78825,1228,152659,3281,5215,25,68686,1995,1238072,46464,10914,132,1048,9,37682,330,27681,240,8247,101,461612,8616,30114,298,752940,10848,230124,3553,373474,9261,96816,557,56937,876,1510023,41688,192439,6164,274534,3870,1410732,71292
2020-11-18,215147,2682,545787,15025,110536,2530,90715,1151,7513,40,475284,6740,65808,770,8304,85,20564,382,2068297,46375,833307,13119,82034,1288,156949,3380,5226,25,69058,2006,1272352,47217,11356,137,1083,9,39664,350,28573,248,8420,103,467257,8698,30770,300,772823,11451,236015,3632,383743,9429,98351,579,58964,919,1525341,42039,196446,6321,280648,3967,1430341,71806
2020-11-19,222669,2787,550264,15196,114435,2649,93879,1200,7711,41,481755,6874,67105,773,8715,86,20941,385,2088784,46792,855916,13370,85261,1347,161461,3472,5231,25,69473,2010,1308528,47870,11722,141,1102,9,41326,373,29243,254,8560,104,473190,8771,31441,305,796798,12088,243009,3701,393851,9596,100458,579,61034,964,1541574,42291,201055,6340,285655,4070,1453256,72291
2020-11-20,229103,2882,553680,15352,118418,2778,96837,1257,7979,41,487563,7021,68362,778,9076,87,21419,388,2111646,47930,879564,13630,87812,1419,165901,3568,5251,26,69802,2018,1345767,48569,12102,146,1121,9,43642,392,29762,260,8681,108,479260,8822,32014,306,819262,12714,249498,3762,403123,9756,103046,614,62580,995,1556730,42619,208295,6406,290601,4158,1473508,72776
2020-11-21,235710,2999,556904,15522,120697,2820,100410,1304,8211,43,490750,7095,69635,781,9375,87,21847,394,2129287,48182,902528,13884,90121,1527,170298,3689,5269,26,70143,2022,1380531,49261,12744,153,1137,9,45738,412,29762,260,8822,111,484648,8870,32352,306,843475,13288,255970,3824,412808,9916,105518,644,64284,1026,1556730,42619,208295,6406,290601,4235,1493383,73274
2020-11-22,242175,3126,558779,15618,121820,2880,103718,1353,8456,43,492263,7196,70485,784,9724,88,22117,404,2142417,48396,918269,14022,91619,1630,174618,3800,5277,26,70461,2023,1408868,49823,13120,153,1151,10,47917,439,29762,260,8924,111,489818,8891,32765,306,861331,13618,260758,3897,418645,10047,106824,671,65308,1052,1556730,42619,208295,6406,290601,4321,1512045,73786
2020-11-23,247329,3244,559902,15755,124966,3069,105691,1398,8643,44,496638,7360,71654,789,9956,92,22384,408,2146869,48896,929133,14112,93006,1714,177952,3891,5289,26,70711,2023,1431795,50453,13236,162,1182,13,49051,459,31111,273,9004,113,493744,8945,33183,311,876333,13774,264802,3971,422852,10177,107112,693,65778,1097,1582616,43131,208295,6406,300352,4423,1527495,74294
2020-11-24,249765,3348,561803,15938,129348,3226,108014,1445,8947,44,502534,7499,73021,797,10159,94,22888,413,2155722,49900,942687,14361,95137,1815,181881,4008,5298,26,70930,2028,1455022,51306,13693,175,1210,14,50390,477,31484,283,9137,117,498653,9035,33717,314,909066,14314,268721,4056,430605,10373,109017,709,67080,1156,1594844,43668,225560,6406,304593,4517,1538794,74790
2020-11-25,254373,3470,564967,16077,133060,3367,111617,1501,9199,46,505215,7611,74204,802,10541,97,23359,419,2171967,50281,961320,14771,97288,1902,185687,4114,5312,26,71187,2033,1480874,52028,14273,184,1232,15,52781,498,32100,288,9253,122,503123,9109,34268,316,924422,14988,274011,4127,440344,10541,111722,732,69306,1199,1605066,44037,230514,6555,309469,4611,1557007,75289
2020-11-26,260116,3575,567532,16219,136628,3529,115626,1552,9453,47,511520,7779,75395,811,10955,99,23978,427,2184846,50610,983588,15160,99306,2001,192047,4229,5323,26,71494,2036,1509875,52850,15171,188,1262,15,54882,525,32873,294,9405,125,508866,9184,34748,316,941112,15568,280394,4209,449349,10712,114408,749,71073,1245,1617355,44374,236355,6622,313978,4704,1574562,75750
2020-11-27,265507,3698,570829,16339,139955,3680,119706,1600,9673,48,515984,7967,76718,816,11323,104,24488,429,2197283,51567,1006394,15586,101287,2102,198440,4364,5346,26,71699,2043,1538217,53677,15808,190,1279,16,57259,548,33409,300,9501,128,513325,9267,35193,328,958416,16147,285838,4276,457848,10884,117124,771,72674,1293,1628208,44668,243129,6681,318290,4779,1589301,76210
2020-11-28,270525,3818,574448,16461,141747,3749,123693,1655,9983,48,518649,8054,78354,823,11698,109,24944,435,2209739,51779,1028089,15965,103034,2223,204708,4516,5371,26,71942,2050,1564532,54363,16561,193,1285,17,59382,570,33409,300,9609,132,518910,9326,35546,328,973593,16746,290706,4363,465982,11045,119438,798,74257,1336,1628208,44668,243129,6681,318290,4857,1605172,76696
2020-11-29,274763,3948,576599,16547,142486,3814,126612,1712,10231,48,519723,8138,79352,829,12052,112,25228,437,2219502,51977,1042700,16123,104227,2321,211527,4672,5381,26,72241,2052,1585178,54904,16975,197,1301,17,61298,592,33409,300,9752,133,523478,9349,35828,328,985075,17029,294799,4427,471536,11193,120971,816,75381,1384,1628208,44668,243129,6681,318290,4946,1617327,77197
2020-11-30,278500,4084,577345,16645,145300,4035,128442,1786,10383,48,523298,8295,80481,837,12308,118,25521,442,2223393,52383,1053869,16248,105271,2406,217122,4823,5392,26,72544,2053,1601554,55576,17075,206,1312,17,62498,619,34678,321,9873,137,527523,9376,36150,332,990811,17150,298061,4505,475362,11331,121347,839,75814,1435,1648187,45069,243129,6681,327072,5053,1629657,77662
2020-12-01,280891,4205,579212,16786,148775,4188,131342,1861,10565,49,528474,8407,81949,846,12497,121,26117,452,2231344,53158,1067473,16636,107470,2517,221073,4977,5413,27,72798,2069,1620901,56361,17687,210,1345,17,63767,640,35129,330,9975,141,532444,9438,36591,334,999924,17599,300462,4577,479634,11530,124318,868,77135,1490,1656444,45511,260758,6681,330874,5160,1643086,78087
2020-12-02,284266,4340,582252,16911,151913,4347,134881,1916,10883,49,533042,8515,83535,852,13019,122,26557,454,2245324,53468,1084743,17123,109655,2606,225209,5142,5413,27,73066,2074,1641610,57045,18377,224,1369,17,66009,674,35802,334,10101,146,538050,9504,36969,351,1013747,18208,303846,4645,484550,11665,127958,898,79566,1547,1665775,45784,266158,6972,335660,5245,1659256,78501
2020-12-03,288203,4484,584857,17033,155193,4503,139415,1964,11175,52,537663,8641,85140,858,13469,123,27052,461,2257894,53791,1106789,17602,111537,2706,231844,5324,5448,27,73228,2080,1664829,58038,19307,235,1384,18,68630,693,36429,339,10197,148,543924,9565,37371,353,1028610,18828,307618,4724,492211,11876,131603,930,81349,1592,1675902,46038,272643,7007,340115,5341,1674134,79005
2020-12-04,291771,4622,587439,17142,158807,4650,143370,2032,11523,54,542406,8738,86743,867,13939,125,27530,468,2269080,54418,1130238,18034,113185,2804,238056,5513,5462,27,73491,2086,1688939,58852,19993,242,1401,18,71081,730,37017,345,10320,149,550445,9623,37801,354,1041846,19359,312553,4803,500273,12052,135061,957,83133,1653,1684647,46252,278912,7067,344497,5418,1690432,79504
2020-12-05,295427,4767,589942,17254,160844,4729,147454,2102,11812,57,544179,8815,88858,878,14500,126,28003,471,2281889,54630,1153556,18517,114568,2902,243581,5706,5476,27,73948,2099,1709991,59514,20787,253,1418,18,73951,764,37017,345,10423,149,557224,9662,38073,354,1054273,19861,318640,4876,508345,12186,138391,981,84775,1700,1684647,46252,278912,7067,344497,5494,1705971,79911
2020-12-06,299018,4906,591756,17320,161421,4797,150353,2174,12181,59,546833,8902,90603,885,14978,131,28253,477,2292838,54804,1171323,18772,115471,3003,250278,5868,5482,27,74246,2099,1728878,60078,21313,262,1431,19,76259,788,37017,345,10520,151,564291,9687,38323,354,1063449,20089,322474,4963,513576,12320,140027,996,85805,1744,1684647,46252,278912,7067,344497,5584,1723242,80347
2020-12-07,301883,5029,592615,17386,164185,5010,152239,2233,12451,61,546833,8902,92649,894,15226,134,28536,487,2296249,55170,1183655,18919,116721,3092,254148,5984,5496,27,74468,2099,1742557,60606,21520,272,1435,20,77684,832,38476,360,10659,155,570437,9704,38703,359,1067870,20181,325071,5041,517236,12447,140708,1018,86288,1796,1702328,46646,278912,7067,354306,5683,1737960,80813
2020-12-08,303950,5135,594572,17507,168165,5156,154852,2298,12867,63,551070,9036,94799,901,15510,137,29123,497,2309760,56001,1197709,19342,118045,3194,256367,6120,5506,28,74682,2097,1757394,61240,22104,288,1458,20,79060,857,38476,360,10699,157,576965,9775,39163,361,1076180,20592,327976,5122,524675,12660,144821,1046,87936,1862,1702328,46646,297732,7067,358568,5780,1750241,81285
2020-12-09,306462,5267,597643,17603,171493,5283,159372,2367,13286,68,556927,9136,97357,904,16054,139,29601,500,2324300,56294,1218524,19932,119720,3289,259588,6280,5516,28,74900,2102,1770149,61739,22816,293,1474,20,82351,884,38476,360,10778,160,585685,9841,39525,361,1088346,21160,332073,5192,532040,12821,150345,1084,90075,1900,1712101,47019,304793,7296,363654,5882,1766819,81733
2020-12-10,309094,5384,600397,17692,174568,5405,163992,2420,13649,70,563333,9226,100489,918,16598,141,30063,505,2337594,56584,1242203,20372,121253,3370,265003,6451,5524,28,75203,2117,1787147,62626,23706,304,1495,20,85615,902,40037,384,10884,164,594523,9902,40023,382,1102096,21630,335207,5278,539107,12948,155776,1104,91922,1949,1720056,47344,312728,7354,368695,5970,1787783,82229
2020-12-11,311574,5517,600397,17692,177665,5562,168388,2484,14052,72,569205,9341,103564,927,16956,142,30470,509,2350923,57211,1272078,20970,122648,3472,271200,6622,5539,28,75507,2120,1805873,63387,24386,319,1518,21,88644,937,40755,392,10980,166,603603,9966,40439,387,1115201,22174,340287,5373,545567,13116,161050,1122,93737,1998,1730575,47624,320098,7514,373831,6058,1809455,82720
2020-12-12,314664,5639,603159,17792,178952,5626,172523,2562,14476,75,575422,9450,107116,935,17713,148,30917,517,2364740,57404,1300516,21466,123842,3540,276247,6784,5552,28,75756,2123,1825775,64036,25046,324,1548,21,92402,986,40755,392,11101,166,613487,10019,40803,387,1126700,22676,344700,5461,551900,13264,167317,1148,95481,2041,1730575,47624,320098,7514,373831,6137,1830956,83208
2020-12-13,317499,5778,608137,17951,179449,5688,175886,2640,14800,78,579079,9535,109758,941,18055,149,31166,520,2376228,57554,1320716,21787,124534,3625,280400,6965,5557,28,76185,2124,1843712,64520,25675,349,1575,21,95310,1040,40755,392,11153,169,621944,10048,41003,387,1135676,22864,348744,5559,556335,13385,170507,1175,96314,2063,1730575,47624,320098,7514,373831,6235,1849403,83688
2020-12-14,320135,5883,609211,18054,181544,5838,177358,2705,15101,79,581079,9609,113095,950,18385,154,31442,525,2379291,57925,1337078,21975,125173,3687,283870,7130,5564,28,76449,2126,1855737,65011,25885,352,1606,22,96690,1069,41900,410,11254,174,628577,10082,41334,393,1140572,22960,350938,5649,559587,13494,171111,1205,96745,2107,1751884,48013,320098,7514,384557,6345,1869666,84194
2020-12-15,322641,5987,611422,18178,184287,6005,179718,2778,15450,83,586251,9743,116087,961,18682,157,31905,536,2390419,58712,1351510,22475,126372,3785,285763,7237,5571,28,76776,2134,1870576,65857,26472,357,1638,22,98773,1114,42250,418,11303,177,639746,10168,41852,395,1147446,23309,353576,5733,565758,13698,176317,1251,98281,2149,1762212,48401,341029,7514,388828,6439,1888116,84701
2020-12-16,325384,6105,615058,18278,186246,6196,183045,2870,15789,85,594148,9882,119779,975,19271,160,32265,543,2407983,59001,1379238,23427,127557,3870,288567,7381,5578,28,77197,2140,1888144,66537,27495,382,1678,22,102170,1139,42845,421,11415,180,652525,10246,42312,402,1159901,23914,358296,5815,571749,13862,184020,1309,100401,2190,1773290,48596,348585,7802,394453,6560,1913277,85185
2020-12-17,328142,6202,618204,18371,188288,6339,186963,2955,16190,86,602404,10036,123813,992,20004,164,32617,547,2426063,59259,1406161,24125,128710,3948,291549,7538,5588,28,77678,2143,1906377,67220,28535,394,1713,22,105621,1182,43279,428,11475,182,664456,10321,42776,404,1171854,24345,362616,5902,577446,13969,190616,1378,102043,2233,1785421,48777,357466,7893,399511,6654,1948660,85752
2020-12-18,330531,6307,621039,18455,190027,6496,190235,3023,16647,86,610006,10163,128321,1007,20658,168,32942,548,2441737,59869,1439938,24938,129584,4044,295977,7725,5604,28,78254,2149,1921778,67894,29427,409,1749,24,109165,1222,43728,434,11569,183,676673,10405,43207,404,1182864,24771,366952,5977,582786,14157,198451,1440,103555,2274,1797236,48926,367120,7993,403989,6736,1977167,86338
2020-12-19,332481,6415,623760,18545,191029,6551,192987,3101,17057,88,618836,10271,131606,1019,21219,170,33336,553,2458839,60056,1471238,25640,130485,4102,300022,7914,5621,28,78776,2154,1938083,68447,30297,427,1797,26,113133,1268,43728,434,11621,187,689705,10459,43582,404,1194110,25254,370787,6063,587944,14296,204973,1510,105013,2314,1797236,48926,367120,7993,403989,6803,2004219,86886
2020-12-20,334632,6511,625930,18626,191195,6609,194962,3177,17476,90,624140,10331,134434,1035,21794,174,33527,556,2471458,60186,1494009,26049,131072,4172,302989,8099,5642,28,79542,2158,1953185,68799,30940,439,1829,26,116047,1296,43728,434,11714,190,700873,10491,43905,404,1202700,25397,374121,6134,591294,14394,208055,1555,105899,2353,1797236,48926,367120,7993,403989,6912,2040147,87437
2020-12-21,336137,6607,626911,18697,192472,6765,195728,3257,17718,92,627523,10411,137632,1053,22083,181,33771,560,2477255,60537,1510652,26275,131597,4257,305130,8282,5656,28,80267,2158,1964054,69214,31335,443,1849,29,117804,1342,44582,450,11802,194,710683,10519,44336,405,1207333,25474,376220,6191,593783,14481,209770,1618,106294,2379,1819249,49260,367120,7993,413991,7010,2073511,88039
2020-12-22,337490,6698,629109,18821,194271,6879,197323,3328,18004,97,635414,10562,140175,1070,22647,187,34146,564,2488889,61339,1530180,27006,132430,4340,306368,8462,5667,28,81228,2171,1977370,69842,32339,459,1891,30,120114,1398,44809,453,11910,196,721071,10633,44932,405,1214525,25783,378656,6254,598792,14636,219523,1618,107805,2418,1829903,49520,389439,7993,418266,7110,2110314,88668
2020-12-23,339597,6787,632321,18939,195886,6978,200086,3394,18406,102,646312,10664,143472,1096,23309,192,34478,569,2503693,61614,1554920,27968,133365,4402,308262,8616,5683,28,82155,2184,1991278,70395,33484,479,1950,31,123992,1433,45209,458,11992,201,732570,10737,45455,421,1226883,26255,383258,6343,604251,14766,228738,1686,109934,2454,1842289,49698,396048,8279,423299,7203,2149551,89297
2020-12-24,342155,6901,634904,19038,196658,7023,202319,3464,18883,105,660461,10776,146341,1114,24009,195,34755,572,2525234,61904,1587115,28770,134235,4457,311554,8729,5683,28,83073,2192,2009317,70900,34754,486,2000,32,127647,1469,45209,458,12062,203,744057,10826,45931,421,1239998,26752,387636,6413,608561,14912,236092,1732,112021,2479,1854951,49824,396048,8279,428197,7287,2188587,89913
2020-12-25,345010,7000,637246,19089,196915,7073,203962,3548,19316,108,664863,10859,149333,1134,24582,202,34893,575,2545358,62063,1612648,29182,134852,4507,314164,8833,5683,28,84098,2194,2028354,71359,35420,502,2034,34,130623,1513,45209,458,12112,203,753905,10924,46248,421,1249079,26992,391782,6478,612373,15023,241156,1732,113815,2507,1854951,49824,396048,8279,428197,7352,2221312,90568
2020-12-26,346816,7086,638030,19158,197384,7123,204312,3613,19366,110,667569,10950,151167,1153,25027,204,35050,577,2548388,62209,1627103,29422,135114,4553,315362,8951,5683,28,85394,2200,2038759,71620,35819,515,2063,38,132396,1575,45209,458,12241,206,762985,10970,46678,421,1253957,27061,392996,6556,613760,15108,242338,1732,114184,2532,1854951,49824,396048,8279,428197,7432,2256005,91260
2020-12-27,348103,7156,638877,19200,197716,7164,204930,3671,19391,112,670599,11044,153347,1174,25392,204,35233,577,2556621,62382,1640858,29778,135456,4606,316060,9047,5683,28,86129,2204,2047696,71925,36330,559,2086,39,134220,1617,45209,458,12325,210,770400,10998,47059,421,1257799,27118,394573,6619,615809,15230,243424,1773,114806,2565,1854951,49824,396048,8279,428197,7536,2288345,91978
2020-12-28,349266,7250,639734,19234,198053,7251,205246,3739,19657,113,674340,11152,155826,1204,25808,213,35424,581,2559575,62745,1651834,30126,135931,4672,316669,9161,5726,28,86894,2205,2056277,72370,36838,578,2115,40,135800,1656,45849,487,12426,215,777902,11042,47585,429,1261010,27147,396666,6677,618429,15334,244297,1879,115327,2595,1879413,50122,396048,8279,438284,7609,2329730,92701
2020-12-29,350963,7314,641411,19361,199491,7405,206596,3795,20408,114,685202,11302,158447,1226,26283,221,35859,586,2570767,63713,1664726,30978,136976,4730,317571,9292,5736,29,88439,2213,2067487,73029,37676,603,2153,41,138315,1700,46088,489,12541,215,787300,11212,48278,433,1268634,27454,400002,6751,623066,15469,252945,1983,117305,2631,1893502,50442,428533,8279,442481,7703,2382865,93414
2020-12-30,353088,7403,644242,19441,201220,7515,208446,3860,21315,118,701622,11429,161230,1256,27256,226,36167,588,2597124,64016,1687185,32107,137918,4788,319543,9429,5754,29,90157,2226,2083689,73604,39043,626,2190,43,141793,1744,46415,495,12665,216,796981,11324,49010,436,1281414,28019,406051,6830,627941,15596,262688,2065,119740,2665,1910218,50689,437379,8727,447905,7796,2432888,94174
