date,bw_a0-pt,bw_a0-dt,bw_a1-pt,bw_a1-dt,bw_a2-pt,bw_a2-dt,bw_a3-pt,bw_a3-dt,bw_a4-pt,bw_a4-dt,bw_a5-pt,bw_a5-dt,by_a0-pt,by_a0-dt,by_a1-pt,by_a1-dt,by_a2-pt,by_a2-dt,by_a3-pt,by_a3-dt,by_a4-pt,by_a4-dt,by_a5-pt,by_a5-dt,hb_a0-pt,hb_a0-dt,hb_a1-pt,hb_a1-dt,hb_a2-pt,hb_a2-dt,hb_a3-pt,hb_a3-dt,hb_a4-pt,hb_a4-dt,hb_a5-pt,hb_a5-dt,hh_a0-pt,hh_a0-dt,hh_a1-pt,hh_a1-dt,hh_a2-pt,hh_a2-dt,hh_a3-pt,hh_a3-dt,hh_a4-pt,hh_a4-dt,hh_a5-pt,hh_a5-dt,he_a0-pt,he_a0-dt,he_a1-pt,he_a1-dt,he_a2-pt,he_a2-dt,he_a3-pt,he_a3-dt,he_a4-pt,he_a4-dt,he_a5-pt,he_a5-dt,ni_a0-pt,ni_a0-dt,ni_a1-pt,ni_a1-dt,ni_a2-pt,ni_a2-dt,ni_a3-pt,ni_a3-dt,ni_a4-pt,ni_a4-dt,ni_a5-pt,ni_a5-dt,nw_a0-pt,nw_a0-dt,nw_a1-pt,nw_a1-dt,nw_a2-pt,nw_a2-dt,nw_a3-pt,nw_a3-dt,nw_a4-pt,nw_a4-dt,nw_a5-pt,nw_a5-dt,rp_a0-pt,rp_a0-dt,rp_a1-pt,rp_a1-dt,rp_a2-pt,rp_a2-dt,rp_a3-pt,rp_a3-dt,rp_a4-pt,rp_a4-dt,rp_a5-pt,rp_a5-dt,sl_a0-pt,sl_a0-dt,sl_a1-pt,sl_a1-dt,sl_a2-pt,sl_a2-dt,sl_a3-pt,sl_a3-dt,sl_a4-pt,sl_a4-dt,sl_a5-pt,sl_a5-dt,sh_a0-pt,sh_a0-dt,sh_a1-pt,sh_a1-dt,sh_a2-pt,sh_a2-dt,sh_a3-pt,sh_a3-dt,sh_a4-pt,sh_a4-dt,sh_a5-pt,sh_a5-dt,bb_a0-pt,bb_a0-dt,bb_a1-pt,bb_a1-dt,bb_a2-pt,bb_a2-dt,bb_a3-pt,bb_a3-dt,bb_a4-pt,bb_a4-dt,bb_a5-pt,bb_a5-dt,mv_a0-pt,mv_a0-dt,mv_a1-pt,mv_a1-dt,mv_a2-pt,mv_a2-dt,mv_a3-pt,mv_a3-dt,mv_a4-pt,mv_a4-dt,mv_a5-pt,mv_a5-dt,sn_a0-pt,sn_a0-dt,sn_a1-pt,sn_a1-dt,sn_a2-pt,sn_a2-dt,sn_a3-pt,sn_a3-dt,sn_a4-pt,sn_a4-dt,sn_a5-pt,sn_a5-dt,st_a0-pt,st_a0-dt,st_a1-pt,st_a1-dt,st_a2-pt,st_a2-dt,st_a3-pt,st_a3-dt,st_a4-pt,st_a4-dt,st_a5-pt,st_a5-dt,th_a0-pt,th_a0-dt,th_a1-pt,th_a1-dt,th_a2-pt,th_a2-dt,th_a3-pt,th_a3-dt,th_a4-pt,th_a4-dt,th_a5-pt,th_a5-dt,be_a0-pt,be_a0-dt,be_a1-pt,be_a1-dt,be_a2-pt,be_a2-dt,be_a3-pt,be_a3-dt,be_a4-pt,be_a4-dt,be_a5-pt,be_a5-dt,de_a0-pt,de_a0-dt,de_a1-pt,de_a1-dt,de_a2-pt,de_a2-dt,de_a3-pt,de_a3-dt,de_a4-pt,de_a4-dt,de_a5-pt,de_a5-dt
2020-08-15,388,,902,,9674,4,15735,69,7219,581,4495,1205,768,,1686,,14304,7,21003,94,9375,841,5684,1689,66,,85,,674,,654,6,237,17,119,33,67,,212,,1775,1,2335,15,911,93,530,155,274,,581,,3737,,5567,26,2161,179,1063,321,264,,678,,4340,3,6053,33,2525,212,1474,408,1003,1,2433,,15400,4,22707,110,8034,551,4503,1111,130,,351,,2307,,3299,11,1317,80,646,151,31,,53,,721,,1137,11,584,52,460,111,49,,159,,955,,1518,9,696,61,388,88,50,,110,,963,,1545,5,657,62,370,102,12,,39,,272,,399,3,182,8,66,9,66,,182,,1303,,2377,6,1114,71,677,148,44,,81,,565,,828,3,366,19,230,42,33,,82,,719,,1404,9,736,61,518,116,290,,702,,3434,,3898,16,1260,86,611,122,3535,1,8336,,61143,19,90459,426,37374,2974,21834,5811
2020-08-16,388,,904,,9712,4,15752,69,7220,581,4495,1205,769,,1686,,14327,7,21017,94,9377,841,5685,1689,66,,85,,678,,656,6,237,17,119,33,67,,214,,1791,1,2343,15,912,93,531,155,276,,587,,3756,,5577,26,2165,179,1064,321,264,,681,,4360,3,6066,33,2529,212,1475,408,1014,1,2474,,15505,4,22792,110,8061,551,4519,1111,132,,355,,2319,,3307,11,1317,80,646,151,32,,54,,726,,1142,11,586,52,460,111,50,,164,,959,,1522,9,696,61,388,88,50,,110,,964,,1546,5,657,62,370,102,12,,39,,273,,400,3,182,8,66,9,66,,184,,1306,,2380,6,1117,71,677,148,44,,83,,566,,833,3,367,19,230,42,33,,83,,721,,1405,9,736,61,518,116,290,,705,,3455,,3915,16,1260,86,612,122,3553,1,8408,,61418,19,90653,426,37419,2974,21855,5811
2020-08-17,391,,904,,9728,4,15762,69,7223,581,4495,1205,770,,1691,,14382,7,21046,94,9380,841,5688,1689,66,,86,,679,,657,6,237,17,119,33,67,,217,,1795,1,2346,15,912,93,531,155,278,,594,,3778,,5596,26,2167,179,1065,321,268,,690,,4374,3,6081,33,2529,212,1477,408,1024,1,2513,,15607,4,22878,110,8076,551,4529,1112,134,,358,,2329,,3317,11,1317,80,646,151,32,,54,,726,,1142,11,586,52,460,111,51,,167,,959,,1525,9,696,61,388,88,50,,110,,965,,1550,5,657,62,370,102,12,,39,,273,,401,3,182,8,66,9,66,,184,,1306,,2381,6,1117,71,677,148,44,,83,,566,,833,3,367,19,230,42,33,,83,,722,,1406,9,736,61,518,116,290,,708,,3459,,3922,16,1261,86,612,122,3576,1,8481,,61648,19,90843,426,37443,2974,21871,5812
2020-08-18,397,,916,,9852,4,15831,69,7235,581,4498,1205,779,,1722,,14542,7,21131,94,9405,841,5692,1689,66,,87,,682,,660,6,237,17,119,33,68,,220,,1802,1,2348,15,913,93,531,155,282,,618,,3866,,5657,26,2174,180,1068,322,268,,698,,4388,3,6109,33,2533,212,1477,408,1043,1,2554,,15764,4,23016,110,8105,551,4541,1114,137,,373,,2354,,3346,11,1321,80,646,151,32,,56,,727,,1147,11,586,52,460,111,51,,169,,969,,1531,9,696,61,389,88,50,,110,,967,,1552,5,658,62,370,102,12,,38,,276,,401,3,182,8,66,9,66,,186,,1309,,2381,6,1117,71,677,148,44,,83,,566,,834,3,369,19,230,42,33,,84,,724,,1409,9,736,61,519,116,294,,713,,3489,,3945,16,1264,86,612,122,3622,1,8627,,62277,19,91298,426,37531,2975,21895,5815
2020-08-19,402,,927,,9979,4,15902,69,7246,581,4499,1206,787,,1764,,14758,7,21259,94,9417,841,5695,1689,66,,88,,688,,666,6,237,17,120,33,68,,224,,1811,1,2359,15,913,93,533,155,287,,640,,3953,,5700,26,2183,180,1069,322,271,,706,,4424,3,6137,33,2537,212,1478,408,1059,1,2592,,15902,4,23120,110,8126,551,4547,1117,141,,382,,2403,,3387,11,1326,80,647,151,32,,58,,729,,1152,11,586,52,460,111,52,,172,,977,,1536,9,696,61,390,90,50,,112,,973,,1564,5,658,62,371,102,12,,38,,277,,401,3,184,8,66,9,67,,187,,1317,,2383,6,1118,71,677,149,45,,84,,566,,838,3,371,19,230,42,33,,84,,724,,1413,9,736,61,519,116,295,,722,,3524,,3973,16,1265,86,613,122,3667,1,8780,,63005,19,91790,426,37599,2975,21914,5822
2020-08-20,408,,947,,10132,4,15971,69,7254,581,4501,1206,795,,1795,,14981,7,21373,94,9431,841,5697,1689,66,,89,,693,,671,6,238,17,120,33,69,,226,,1820,1,2371,15,916,93,533,155,291,,658,,4047,,5757,26,2199,180,1070,322,276,,730,,4500,3,6183,34,2548,212,1478,409,1065,1,2625,,16074,4,23263,111,8163,552,4551,1122,146,,393,,2434,,3426,11,1332,80,647,151,32,,63,,739,,1159,11,586,52,460,111,53,,178,,984,,1547,9,697,61,390,90,51,,112,,977,,1567,5,661,62,372,102,12,,38,,278,,403,3,184,8,66,9,68,,188,,1322,,2393,6,1120,71,678,149,45,,86,,570,,842,3,373,19,230,43,34,,85,,729,,1418,9,737,61,520,116,299,,729,,3558,,3992,16,1269,86,614,122,3710,1,8942,,63838,19,92336,428,37708,2976,21927,5829
2020-08-21,411,,964,,10281,4,16056,69,7264,582,4503,1208,804,,1830,,15132,7,21479,94,9443,841,5700,1690,66,,90,,695,,674,6,238,17,121,33,69,,229,,1839,1,2381,15,918,93,534,156,300,,687,,4155,,5828,26,2212,180,1070,322,283,,754,,4565,3,6240,34,2554,212,1480,410,1072,1,2636,,16150,4,23323,111,8173,552,4554,1122,147,,403,,2470,,3459,11,1338,80,648,151,32,,63,,739,,1159,11,587,52,460,111,53,,181,,996,,1553,9,697,61,390,90,53,,116,,982,,1573,5,662,62,372,102,12,,39,,279,,404,3,184,8,66,9,68,,190,,1332,,2398,6,1122,71,678,148,46,,88,,574,,844,3,373,19,230,43,34,,85,,730,,1420,9,740,61,521,116,301,,734,,3597,,4016,16,1277,86,615,124,3751,1,9089,,64516,19,92807,428,37782,2977,21942,5835
2020-08-22,424,,987,,10454,4,16164,69,7278,582,4508,1207,810,,1880,,15333,7,21604,94,9454,842,5706,1690,66,,91,,698,,678,6,238,17,121,33,69,,232,,1854,1,2391,15,920,93,534,156,304,,705,,4232,,5871,26,2214,180,1070,322,285,,767,,4621,3,6291,34,2565,212,1480,410,1089,1,2693,,16426,4,23574,112,8221,553,4569,1127,151,,415,,2504,,3484,11,1350,80,649,151,32,,69,,743,,1162,11,589,52,460,111,55,,181,,1004,,1561,9,697,61,390,90,54,,119,,997,,1580,5,662,62,372,102,12,,39,,283,,405,3,184,8,66,9,69,,190,,1341,,2405,6,1123,71,678,148,47,,89,,578,,850,3,374,19,232,43,35,,89,,739,,1423,9,739,61,521,116,307,,740,,3662,,4049,16,1279,86,617,124,3809,1,9286,,65469,19,93492,429,37887,2979,21973,5839
2020-08-23,432,,1004,,10554,4,16227,69,7287,582,4511,1208,813,,1885,,15350,7,21619,94,9455,842,5706,1690,66,,91,,703,,679,6,239,17,121,33,69,,232,,1854,1,2391,15,920,93,534,156,306,,730,,4313,,5930,26,2225,180,1072,322,286,,769,,4637,3,6307,34,2566,212,1480,410,1098,1,2713,,16504,4,23635,113,8236,553,4575,1127,151,,417,,2509,,3490,11,1350,80,649,151,32,,73,,752,,1164,11,590,52,460,111,55,,181,,1010,,1566,9,698,61,390,90,54,,119,,998,,1582,5,662,62,372,102,12,,40,,283,,407,3,184,8,66,9,70,,190,,1351,,2408,6,1123,71,678,148,47,,90,,581,,854,3,375,19,232,43,35,,89,,740,,1423,9,739,61,521,116,307,,749,,3692,,4065,16,1282,86,619,124,3833,1,9372,,65831,19,93747,430,37931,2979,21986,5840
2020-08-24,438,,1014,,10621,4,16281,69,7290,582,4511,1208,816,,1898,,15450,7,21692,94,9465,842,5709,1691,66,,91,,707,,680,6,239,17,121,33,71,,233,,1876,1,2400,15,921,93,534,156,308,,735,,4346,,5956,26,2229,180,1072,322,287,,779,,4654,3,6317,34,2569,212,1480,411,1103,1,2736,,16555,4,23682,113,8241,553,4576,1127,154,,428,,2530,,3504,11,1353,81,649,151,32,,73,,754,,1167,11,590,52,460,111,55,,181,,1011,,1566,9,699,61,390,90,54,,119,,998,,1582,5,662,62,372,102,12,,40,,285,,407,3,184,8,66,9,70,,190,,1352,,2410,6,1124,71,678,148,47,,90,,582,,854,3,375,19,232,43,35,,90,,740,,1426,9,740,61,522,116,308,,749,,3697,,4070,16,1283,86,619,124,3856,1,9446,,66158,19,93994,430,37964,2980,21991,5842
2020-08-25,441,,1035,,10717,4,16344,69,7292,582,4511,1208,830,,1931,,15632,7,21800,94,9481,842,5709,1691,66,,93,,711,,682,6,240,17,121,33,72,,233,,1888,1,2411,15,924,93,535,156,309,,745,,4433,,6001,26,2239,180,1072,322,292,,790,,4686,3,6353,34,2578,212,1481,412,1116,1,2761,,16680,4,23777,113,8272,557,4585,1127,155,,432,,2548,,3521,11,1356,81,650,151,32,,73,,757,,1167,11,591,52,460,111,56,,184,,1024,,1569,9,702,61,390,90,55,,121,,998,,1584,5,665,62,372,102,12,,40,,287,,408,3,184,8,66,9,70,,191,,1351,,2413,6,1124,71,678,148,47,,90,,583,,856,3,375,19,232,43,35,,93,,743,,1429,9,741,61,523,116,310,,765,,3724,,4081,16,1286,86,619,124,3898,1,9577,,66762,19,94396,430,38050,2984,22004,5843
2020-08-26,447,,1068,,10888,4,16451,70,7299,582,4515,1206,839,,1971,,15818,7,21899,94,9499,843,5711,1691,67,,93,,717,,685,6,240,17,121,33,73,,234,,1906,1,2416,15,927,93,535,156,312,,768,,4526,,6080,26,2256,180,1073,322,293,,799,,4721,3,6384,34,2585,212,1481,413,1125,1,2785,,16832,4,23901,113,8299,558,4596,1128,156,,435,,2572,,3531,11,1363,81,651,151,32,,73,,761,,1168,11,591,52,460,111,57,,188,,1043,,1575,9,705,61,391,90,57,,124,,1005,,1593,5,666,62,373,102,12,,40,,288,,408,3,184,8,66,9,71,,194,,1357,,2417,6,1124,71,678,148,47,,93,,586,,863,3,377,19,233,43,35,,96,,744,,1431,9,742,61,523,116,311,,770,,3757,,4106,16,1289,86,619,124,3934,1,9731,,67521,19,94908,431,38146,2986,22026,5843
2020-08-27,450,,1090,,11026,4,16550,70,7317,583,4515,1206,854,,2026,,16028,7,22022,94,9517,843,5712,1691,67,,94,,730,,690,6,240,17,121,33,73,,236,,1922,1,2424,15,927,93,536,157,317,,775,,4565,,6101,26,2260,180,1076,323,300,,815,,4775,3,6441,34,2594,212,1483,412,1130,1,2810,,16940,4,23994,113,8328,561,4600,1128,158,,442,,2616,,3559,11,1365,81,652,151,32,,75,,764,,1173,11,591,52,460,111,57,,191,,1051,,1581,9,706,61,393,90,57,,124,,1021,,1596,5,668,62,373,102,12,,40,,289,,408,3,184,8,66,9,73,,195,,1364,,2431,6,1125,71,678,148,47,,93,,590,,869,3,377,19,233,43,36,,96,,749,,1437,9,743,61,524,116,314,,775,,3796,,4131,16,1297,86,620,124,3977,1,9877,,68226,19,95407,431,38239,2990,22042,5844
2020-08-28,454,,1108,,11171,4,16648,70,7334,584,4516,1206,863,,2085,,16242,7,22171,94,9530,843,5717,1692,67,,97,,737,,696,6,240,17,121,33,73,,241,,1933,1,2435,15,930,93,536,157,317,,791,,4616,,6150,26,2269,181,1077,323,303,,827,,4811,3,6468,34,2603,212,1483,411,1140,1,2840,,17089,4,24115,114,8370,561,4607,1128,158,,443,,2634,,3569,11,1368,81,652,151,33,,77,,769,,1182,11,591,52,460,111,59,,194,,1061,,1585,9,706,61,393,90,58,,124,,1028,,1604,5,670,62,373,102,12,,40,,291,,408,3,184,8,66,9,73,,199,,1379,,2446,6,1130,71,678,148,48,,93,,593,,873,3,378,19,233,43,36,,98,,753,,1438,9,743,61,524,116,315,,775,,3843,,4154,16,1303,86,620,124,4009,1,10032,,68950,19,95942,432,38349,2992,22056,5844
2020-08-29,461,,1140,,11342,4,16748,70,7350,582,4517,1206,867,,2119,,16408,7,22274,94,9544,844,5730,1693,67,,99,,746,,705,6,242,17,121,33,73,,243,,1950,1,2441,15,934,93,536,157,326,,794,,4678,,6188,26,2276,181,1077,323,307,,837,,4872,3,6507,34,2608,211,1486,412,1149,1,2860,,17197,4,24209,114,8402,561,4610,1129,160,,448,,2648,,3595,11,1372,81,654,151,33,,78,,781,,1183,11,591,52,460,111,59,,194,,1070,,1591,9,706,61,393,90,58,,124,,1034,,1608,5,670,62,373,102,13,,40,,293,,408,3,184,8,66,9,73,,205,,1391,,2456,6,1131,71,678,148,49,,94,,598,,874,3,378,19,233,43,37,,101,,764,,1442,9,744,61,523,116,317,,782,,3905,,4189,16,1309,86,621,124,4049,1,10158,,69677,19,96418,432,38441,2990,22078,5847
2020-08-30,470,,1155,,11435,4,16818,70,7360,583,4519,1209,868,,2128,,16447,7,22308,94,9547,844,5731,1693,67,,100,,755,,707,6,242,17,121,33,73,,244,,1968,1,2453,15,937,93,536,157,328,,798,,4696,,6204,27,2282,181,1079,323,308,,845,,4905,3,6523,35,2611,211,1487,412,1151,1,2871,,17262,4,24254,114,8411,561,4610,1129,161,,458,,2696,,3612,11,1374,81,656,151,35,,82,,794,,1191,11,591,52,460,111,59,,195,,1072,,1594,9,707,61,393,90,58,,124,,1036,,1608,5,670,62,373,102,13,,40,,296,,408,3,184,8,66,9,73,,206,,1399,,2460,6,1133,71,678,148,49,,96,,600,,876,3,378,19,233,43,37,,104,,770,,1445,9,745,61,523,116,317,,783,,3943,,4208,16,1310,86,621,124,4067,1,10229,,70074,19,96669,434,38482,2991,22086,5850
2020-08-31,474,,1166,,11519,4,16878,70,7368,583,4521,1209,874,,2142,,16532,7,22355,94,9553,845,5733,1693,67,,100,,756,,707,6,242,17,121,33,74,,245,,1978,1,2461,15,940,93,536,157,328,,801,,4713,,6215,27,2283,181,1079,323,310,,853,,4931,3,6537,35,2612,211,1487,412,1155,1,2878,,17307,4,24286,114,8421,561,4612,1131,164,,464,,2720,,3623,11,1375,81,656,151,35,,82,,794,,1192,11,591,52,460,111,60,,196,,1074,,1597,9,707,61,393,90,58,,124,,1037,,1608,5,670,62,373,102,13,,40,,296,,409,3,184,8,66,9,73,,206,,1401,,2462,6,1133,71,678,148,49,,96,,602,,876,3,378,19,233,43,37,,104,,772,,1446,9,746,61,523,116,317,,783,,3948,,4209,16,1310,86,621,124,4088,1,10280,,70380,19,96861,434,38513,2992,22092,5852
2020-09-01,475,,1186,,11608,4,16936,70,7376,583,4522,1209,887,,2168,,16652,7,22448,94,9565,845,5735,1694,68,,100,,760,,709,6,244,17,121,33,74,,245,,1987,1,2462,15,942,93,536,157,330,,815,,4786,,6282,27,2291,181,1082,324,313,,861,,4949,3,6559,35,2614,211,1488,412,1164,1,2894,,17466,4,24400,115,8446,561,4622,1131,165,,470,,2746,,3637,11,1379,81,657,151,35,,82,,793,,1192,11,591,52,458,111,60,,197,,1082,,1603,9,707,61,394,90,58,,124,,1035,,1609,5,671,62,374,102,13,,40,,296,,409,3,184,8,66,9,74,,206,,1418,,2476,6,1137,72,679,148,49,,98,,606,,878,3,380,19,233,43,37,,106,,774,,1451,9,746,61,523,116,317,,785,,3999,,4232,16,1311,86,621,124,4119,1,10377,,70957,19,97283,435,38584,2993,22111,5854
2020-09-02,479,,1217,,11733,4,17015,70,7384,584,4523,1209,897,,2195,,16790,7,22556,94,9577,846,5735,1694,68,,100,,768,,714,6,244,18,121,33,75,,248,,2019,1,2474,15,944,94,537,157,332,,818,,4847,,6303,27,2300,182,1083,325,317,,868,,5002,3,6583,34,2616,212,1490,413,1166,1,2906,,17580,4,24490,116,8465,563,4625,1133,165,,473,,2777,,3660,11,1384,81,657,151,35,,82,,795,,1194,11,592,52,459,111,62,,198,,1089,,1608,9,710,61,394,90,58,,124,,1039,,1609,5,671,62,374,102,13,,40,,297,,409,3,184,8,66,9,75,,210,,1434,,2486,6,1138,71,679,148,50,,98,,608,,881,3,380,19,233,43,37,,107,,779,,1451,9,746,61,524,116,319,,790,,4052,,4246,16,1315,86,621,124,4148,1,10474,,71609,19,97679,435,38650,3000,22121,5858
2020-09-03,482,,1244,,11843,4,17101,70,7401,585,4524,1209,904,,2221,,16935,7,22655,94,9593,846,5737,1694,68,,102,,777,,723,6,245,19,121,33,77,,249,,2044,1,2485,15,944,94,536,157,335,,824,,4897,,6325,27,2303,182,1084,325,323,,878,,5048,3,6613,35,2626,214,1491,413,1171,1,2929,,17711,4,24564,117,8485,564,4630,1133,165,,477,,2796,,3677,11,1387,81,658,151,35,,82,,801,,1199,11,592,52,459,111,63,,199,,1100,,1620,9,713,62,394,90,58,,128,,1050,,1613,5,672,62,377,102,14,,40,,300,,411,3,184,8,66,9,75,,211,,1456,,2500,6,1141,71,681,148,50,,100,,610,,882,3,383,19,235,43,37,,108,,783,,1455,9,745,61,524,116,322,,792,,4104,,4269,16,1319,86,621,124,4179,1,10584,,72255,19,98092,437,38733,3006,22138,5858
2020-09-04,489,,1270,,11996,3,17205,70,7424,584,4524,1208,909,,2256,,17086,7,22755,94,9608,846,5737,1694,70,,102,,785,,725,6,245,19,121,33,77,,254,,2070,1,2495,15,947,94,537,157,338,,841,,4963,,6365,27,2310,182,1087,326,330,,889,,5114,3,6661,35,2634,214,1492,413,1174,1,2939,,17824,4,24677,118,8522,565,4637,1133,167,,481,,2817,,3696,11,1390,81,657,151,35,,83,,803,,1202,11,594,52,459,111,63,,199,,1105,,1626,9,717,62,395,90,58,,128,,1053,,1614,5,672,62,377,102,14,,40,,303,,411,3,185,8,66,9,75,,213,,1476,,2508,6,1141,71,681,148,50,,100,,612,,883,3,383,20,235,43,37,,109,,785,,1457,9,746,61,524,116,326,,802,,4171,,4286,16,1320,86,621,124,4212,1,10706,,72963,18,98566,438,38838,3007,22150,5858
2020-09-05,494,,1317,,12138,3,17329,70,7442,584,4525,1208,922,,2293,,17235,7,22847,94,9616,846,5747,1694,70,,103,,790,,727,6,245,19,121,33,77,,254,,2105,1,2509,15,952,94,537,157,340,,847,,4991,,6385,27,2319,182,1087,326,332,,893,,5148,3,6690,35,2639,214,1495,413,1184,1,2962,,17956,4,24767,118,8542,566,4640,1134,169,,481,,2840,,3713,11,1392,81,658,151,36,,83,,810,,1207,11,594,52,459,111,63,,200,,1108,,1629,9,718,62,395,90,58,,129,,1063,,1624,5,672,62,377,102,14,,40,,306,,412,3,185,8,66,9,77,,219,,1496,,2518,6,1144,71,683,148,50,,101,,617,,887,3,383,20,236,43,37,,111,,795,,1461,9,748,61,524,116,326,,802,,4230,,4313,16,1322,86,622,124,4249,1,10835,,73628,18,99018,438,38913,3008,22172,5859
2020-09-06,502,,1326,,12211,3,17388,70,7454,584,4528,1208,934,,2323,,17389,7,22952,94,9633,846,5751,1695,70,,104,,795,,731,6,246,19,121,33,78,,257,,2124,1,2519,15,954,94,538,157,344,,857,,5042,,6428,27,2330,182,1089,326,333,,901,,5165,3,6691,35,2639,214,1495,413,1187,1,2981,,18025,4,24827,118,8561,566,4644,1134,169,,483,,2849,,3718,11,1395,81,658,151,37,,83,,813,,1208,11,596,52,460,111,63,,200,,1111,,1631,9,718,62,395,90,58,,129,,1065,,1626,5,672,62,377,102,14,,40,,306,,412,3,185,8,66,9,77,,220,,1498,,2520,6,1148,71,683,148,51,,102,,620,,888,3,383,20,237,43,37,,112,,797,,1464,9,748,61,524,116,328,,806,,4279,,4332,16,1327,86,623,124,4282,1,10924,,74089,18,99335,438,38989,3008,22189,5860
2020-09-07,509,,1346,,12287,3,17444,70,7459,584,4529,1208,940,,2349,,17510,7,23075,94,9643,846,5751,1695,70,,104,,797,,732,6,246,19,121,33,78,,257,,2124,1,2519,15,954,94,538,157,344,,861,,5065,,6446,27,2333,182,1089,326,338,,910,,5185,3,6705,35,2639,214,1495,413,1196,1,2997,,18093,4,24889,118,8581,566,4645,1134,171,,483,,2870,,3732,11,1396,81,660,151,37,,83,,814,,1209,11,596,52,460,111,63,,200,,1114,,1634,9,718,62,395,90,58,,129,,1067,,1628,5,672,62,377,102,14,,40,,306,,412,3,185,8,66,9,77,,220,,1498,,2520,6,1150,71,683,148,51,,102,,620,,888,3,383,20,238,43,37,,113,,800,,1466,9,748,61,526,116,328,,810,,4294,,4337,16,1327,86,623,124,4311,1,11004,,74444,18,99636,438,39030,3008,22196,5860
2020-09-08,512,,1379,,12399,3,17554,71,7465,585,4534,1208,958,,2414,,17730,7,23245,94,9668,846,5757,1696,70,,104,,798,,733,6,247,19,121,33,80,,265,,2143,1,2527,15,958,94,538,157,347,,870,,5127,,6497,27,2338,182,1092,326,341,,922,,5227,3,6727,35,2646,214,1496,413,1199,1,3019,,18219,4,24969,119,8612,565,4650,1134,174,,486,,2891,,3755,11,1406,81,670,151,37,,83,,814,,1209,11,596,52,460,111,66,,203,,1127,,1638,9,719,62,395,90,58,,131,,1073,,1632,5,672,62,377,102,14,,42,,310,,416,3,186,8,66,9,77,,220,,1503,,2521,6,1150,71,683,148,51,,102,,622,,890,3,384,20,238,43,37,,113,,803,,1466,9,749,62,526,116,330,,813,,4339,,4349,16,1328,86,625,124,4351,1,11166,,75125,18,100128,440,39124,3009,22228,5861
2020-09-09,517,,1399,,12506,3,17657,71,7486,585,4535,1208,969,,2451,,17864,7,23361,94,9686,847,5758,1696,70,,105,,806,,736,6,247,19,121,33,80,,265,,2143,1,2527,15,958,94,538,157,349,,878,,5164,,6535,27,2346,182,1095,327,341,,926,,5258,3,6757,35,2655,214,1504,413,1203,1,3030,,18299,4,25025,119,8640,568,4655,1134,174,,490,,2909,,3771,11,1414,83,673,151,37,,83,,817,,1212,11,599,53,460,111,67,,204,,1136,,1644,9,719,62,396,90,58,,132,,1083,,1637,5,672,62,377,102,14,,42,,313,,417,3,186,8,66,9,77,,221,,1519,,2529,6,1158,71,686,148,51,,102,,623,,893,3,384,20,237,43,37,,112,,807,,1468,9,750,62,526,117,330,,813,,4402,,4372,16,1333,86,623,124,4374,1,11253,,75649,18,100541,440,39233,3016,22250,5863
2020-09-10,522,,1429,,12628,3,17755,72,7508,585,4537,1208,980,,2517,,18155,7,23582,94,9731,847,5775,1696,70,,106,,813,,737,6,247,19,121,33,80,,279,,2182,1,2564,15,963,94,542,157,350,,885,,5218,,6585,27,2353,183,1100,327,344,,939,,5303,3,6796,35,2667,214,1510,413,1212,1,3049,,18417,4,25158,119,8682,568,4659,1135,175,,494,,2942,,3798,11,1422,83,675,151,37,,83,,823,,1215,11,599,53,461,111,67,,205,,1154,,1652,9,720,62,397,90,58,,132,,1088,,1639,5,672,62,377,102,14,,42,,317,,419,3,186,8,66,9,77,,231,,1537,,2553,6,1167,71,690,148,56,,102,,628,,897,3,385,20,237,43,37,,115,,817,,1471,9,754,62,528,117,331,,816,,4447,,4390,16,1336,86,623,124,4410,1,11424,,76469,18,101211,441,39392,3017,22298,5864
2020-09-11,529,,1452,,12723,3,17829,72,7526,585,4541,1208,991,,2546,,18328,7,23729,94,9767,847,5778,1696,71,,106,,818,,744,6,249,19,121,33,80,,295,,2212,1,2585,15,967,94,543,157,352,,894,,5268,,6618,27,2362,183,1101,327,347,,946,,5332,3,6813,35,2676,214,1518,413,1218,1,3063,,18547,4,25283,118,8704,569,4666,1136,177,,500,,2966,,3826,11,1425,83,675,151,37,,85,,825,,1215,11,599,53,461,111,68,,206,,1157,,1656,9,722,62,396,90,59,,139,,1088,,1646,5,675,62,377,102,14,,42,,318,,420,3,186,8,66,9,77,,232,,1543,,2565,6,1174,71,691,148,56,,102,,631,,904,3,384,20,237,43,37,,116,,825,,1480,9,759,62,528,117,334,,830,,4516,,4436,16,1342,86,626,124,4447,1,11554,,77097,18,101749,440,39517,3018,22325,5865
