date,AK-xt,AK-yt,AL-xt,AL-yt,AR-xt,AR-yt,AS-xt,AS-yt,AZ-xt,AZ-yt,CA-xt,CA-yt,CO-xt,CO-yt,CT-xt,CT-yt,DC-xt,DC-yt,DE-xt,DE-yt,FL-xt,FL-yt,GA-xt,GA-yt,GU-xt,GU-yt,HI-xt,HI-yt,IA-xt,IA-yt,ID-xt,ID-yt,IL-xt,IL-yt,IN-xt,IN-yt,KS-xt,KS-yt,KY-xt,KY-yt,LA-xt,LA-yt,MA-xt,MA-yt,MD-xt,MD-yt,ME-xt,ME-yt,MI-xt,MI-yt,MN-xt,MN-yt,MO-xt,MO-yt,MP-xt,MP-yt,MS-xt,MS-yt,MT-xt,MT-yt,NC-xt,NC-yt,ND-xt,ND-yt,NE-xt,NE-yt,NH-xt,NH-yt,NJ-xt,NJ-yt,NM-xt,NM-yt,NV-xt,NV-yt,NY-xt,NY-yt,OH-xt,OH-yt,OK-xt,OK-yt,OR-xt,OR-yt,PA-xt,PA-yt,PR-xt,PR-yt,RI-xt,RI-yt,SC-xt,SC-yt,SD-xt,SD-yt,TN-xt,TN-yt,TX-xt,TX-yt,UT-xt,UT-yt,VA-xt,VA-yt,VI-xt,VI-yt,VT-xt,VT-yt,WA-xt,WA-yt,WI-xt,WI-yt,WV-xt,WV-yt,WY-xt,WY-yt
2022-05-22,516010,210798,3098123,926016,2030349,675477,45520,23368,5375105,2147238,32235833,15356610,4618165,2178451,3434509,1490973,752557,265783,817633,319610,17181185,5983320,7018884,2317429,155744,67925,1251458,622080,2156099,1053533,1104093,434208,9673275,4642738,4206415,1799101,2130526,822782,2973993,1161971,2851065,1010007,6831081,2850944,5294197,2431288,1233303,618553,6730922,3322315,4269620,2298749,4088325,1502285,45582,21198,1789277,598661,703033,298741,8942241,1793497,503209,186690,1370969,639543,1142263,466083,8097201,3281198,1860507,764585,2299615,764213,17690519,6984394,7449493,3662460,2837103,878728,3314563,1611585,11055495,3877949,2876993,1734886,1058611,485716,3512127,1219565,686154,235034,4276169,1685848,21158922,6572930,2333160,947018,7391406,3112914,70788,18062,589842,317472,6214608,2997815,4212843,2187915,1175727,488166,339402,132106
2022-05-23,516101,210982,3098683,926686,2030763,676052,45520,23369,5376573,2149032,32241448,15372061,4619029,2180419,3435355,1491969,752882,266223,817859,319954,17184682,5988608,7020166,2320019,155759,67963,1251663,622633,2156407,1054217,1104303,434566,9674575,4646592,4207029,1800475,2130907,823493,2974538,1162803,2851535,1010941,6833282,2853526,5295374,2433537,1233724,619076,6731937,3324599,4270314,2300774,4089119,1503584,45583,21202,1789613,599068,703120,298916,8946027,1795666,503297,186795,1371194,639946,1142530,466486,8098825,3283980,1861035,765128,2300045,764818,17693642,6989175,7450506,3664774,2837726,879427,3315103,1613065,11058347,3881485,2877147,1735537,1058965,486159,3513056,1220767,686483,235313,4276809,1687059,21164413,6577680,2333588,948019,7392898,3115498,70847,18076,589969,317730,6215655,3000015,4213530,2189361,1175907,488462,339448,132203
2022-05-24,516210,211246,3099290,927605,2031131,676675,45530,23391,5377952,2150796,32247147,15388035,4619857,2182287,3436259,1492991,753206,266695,818092,320335,17187967,5993508,7020901,2321708,155766,68022,1251880,623134,2156705,1054895,1104506,434926,9675944,4650168,4207716,1801871,2131290,824211,2975086,1163636,2852016,1011918,6835481,2856239,5296493,2436293,1234159,619692,6732939,3326739,4271020,2302696,4089915,1504961,45584,21215,1789923,599507,703253,299137,8949618,1797889,503383,186927,1371395,640383,1142855,466946,8100579,3286664,1861576,765648,2300494,765379,17697071,6993907,7451665,3667159,2838356,880218,3315632,1614507,11061216,3885299,2877348,1736224,1059235,486515,3513902,1221930,686691,235549,4277445,1688290,21169119,6582000,2334023,948915,7394400,3118193,70883,18084,590070,318035,6216705,3002463,4214224,2190833,1176081,488739,339508,132305
2022-05-25,516302,211457,3099791,928347,2031579,677319,45534,23409,5379290,2152437,32252705,15405206,4620648,2184264,3437167,1494126,753518,267216,818354,320670,17191102,5998230,7021743,2323303,155781,68100,1252049,623740,2157027,1055582,1104671,435230,9677274,4653830,4208414,1803225,2131669,825057,2975567,1164481,2852493,1012729,6837774,2859038,5297580,2438860,1234507,620212,6733939,3328808,4271707,2304714,4090675,1506273,45587,21225,1790267,600025,703400,299335,8953257,1800187,503499,187064,1371658,640971,1143157,467381,8102177,3289329,1862052,766241,2300953,765968,17700319,6998605,7452736,3669411,2838974,880840,3316164,1616142,11064190,3889078,2877548,1736919,1059530,486891,3514673,1223033,686896,235810,4278067,1689564,21174146,6586021,2334386,949706,7395897,3120879,70925,18098,590173,318245,6217733,3005561,4214845,2192410,1176256,489089,339567,132386
2022-05-26,516379,211667,3100337,929090,2032003,677845,45541,23439,5380667,2154215,32257937,15421389,4621408,2186340,3437995,1495081,753809,267639,818541,321033,17194059,6002997,7023074,2326285,155792,68176,1252258,624322,2157335,1056227,1104860,435567,9678514,4657422,4209103,1804626,2132101,825888,2976076,1165363,2852852,1013391,6839829,2861748,5298622,2441346,1234886,620751,6734860,3331051,4272365,2306615,4091438,1507635,45588,21236,1790564,600568,703572,299535,8956466,1802360,503636,187238,1371890,641520,1143414,467795,8103834,3292150,1862611,766852,2301409,766593,17703437,7003488,7453822,3671919,2839543,881513,3316636,1617586,11066769,3892632,2877719,1737603,1059897,487366,3515333,1224089,687077,236035,4278793,1690852,21179325,6590465,2334737,950558,7397271,3123852,70970,18116,590281,318573,6218775,3008694,4215506,2193913,1176456,489404,339642,132490
2022-05-27,516468,211893,3100897,929878,2032421,678524,45547,23463,5382072,2156192,32264397,15445110,4622313,2189002,3438957,1496222,754133,268141,818735,321395,17197350,6008693,7024335,2329317,155818,68254,1252514,625227,2157642,1056947,1105035,435953,9679781,4661813,4209568,1805632,2132516,826732,2976559,1166234,2853171,1013794,6841840,2864509,5299703,2444232,1235267,621280,6735847,3333566,4272994,2308715,4092279,1509171,45598,21261,1790859,601049,703706,299735,8960389,1805111,503763,187400,1372121,642033,1143715,468241,8105512,3295590,1863136,767489,2301899,767330,17706730,7009181,7454772,3674487,2840167,882212,3317317,1619467,11069615,3897082,2877889,1738295,1060251,487883,3516154,1225293,687305,236295,4279524,1692293,21185772,6596259,2335125,951670,7398963,3127323,71016,18126,590416,318900,6220009,3012850,4216093,2195685,1176641,489746,339721,132604
2022-05-28,516505,211937,3101122,930181,2032498,678656,45548,23478,5382796,2157241,32267492,15458415,4622711,2189939,3439465,1496951,754297,268445,818813,321547,17199526,6012665,7025027,2330756,155838,68421,1252657,625713,2157744,1057178,1105106,436122,9680513,4664520,4209646,1805681,2132681,826971,2976776,1166600,2853398,1014156,6842952,2866184,5300371,2446205,1235384,621441,6736284,3334696,4273204,2309430,4092624,1509833,45607,21279,1790970,601183,703731,299817,8962351,1806008,503775,187411,1372199,642166,1143818,468410,8106522,3297538,1863381,767808,2302180,767791,17708591,7012625,7455294,3675877,2840432,882509,3317595,1620273,11070925,3898932,2878018,1738655,1060455,488092,3516490,1225827,687357,236329,4279828,1692851,21188949,6599119,2335301,952156,7399892,3129392,71019,18127,590447,319028,6220570,3014998,4216261,2196250,1176699,489839,339751,132635
2022-05-29,516538,211978,3101269,930343,2032546,678731,45549,23478,5383252,2157881,32269684,15465182,4622892,2190546,3439745,1497307,754422,268627,818873,321628,17201251,6015365,7025496,2331670,155838,68425,1252743,625999,2157799,1057304,1105130,436199,9680966,4666001,4209734,1805841,2132780,827135,2976870,1166794,2853537,1014338,6843257,2866551,5300719,2447283,1235452,621499,6736578,3335279,4273307,2309836,4092774,1510196,45607,21279,1791037,601263,703750,299839,8963563,1806492,503780,187417,1372240,642268,1143885,468522,8107133,3298622,1863485,767938,2302408,768142,17709696,7014293,7455572,3676603,2840615,882678,3317749,1620610,11071731,3899918,2878068,1738792,1060607,488278,3516708,1226126,687390,236355,4279996,1693181,21191281,6600885,2335354,952322,7400552,3130644,71020,18132,590468,319077,6220922,3016161,4216392,2196529,1176728,489904,339767,132643
2022-05-30,516553,211995,3101329,930432,2032628,678805,45549,23478,5383406,2157999,32270287,15466308,4622969,2190758,3439802,1497350,754439,268683,818890,321646,17201606,6015747,7025646,2331883,155841,68534,1252763,626068,2157836,1057351,1105151,436238,9681045,4666192,4209788,1805932,2132805,827168,2976906,1166837,2853603,1014517,6843306,2866575,5300846,2447533,1235523,621551,6736651,3335393,4273338,2309898,4092825,1510293,45607,21280,1791071,601297,703763,299851,8963891,1806651,503781,187422,1372256,642283,1143907,468553,8107221,3298750,1863557,768049,2302462,768207,17709935,7014553,7455656,3676767,2840674,882748,3317785,1620670,11071941,3900096,2878122,1739026,1060621,488288,3516782,1226233,687399,236364,4280076,1693287,21192702,6601519,2335396,952395,7400837,3130923,71023,18133,590474,319091,6221007,3016364,4216424,2196585,1176749,489920,339778,132650
2022-05-31,516614,212155,3101856,931163,2033042,679345,45552,23495,5384758,2159949,32276186,15484441,4623918,2193111,3440459,1498193,754682,269052,819072,321917,17205081,6021158,7027041,2334767,155870,68773,1252997,626786,2158127,1057964,1105339,436638,9682419,4670226,4210420,1807208,2133192,827816,2977369,1167684,2854149,1015310,6845263,2869161,5301862,2449796,1235851,621982,6737466,3337097,4273989,2311486,4093569,1511662,45608,21283,1791363,601694,703926,300056,8966928,1808634,503924,187613,1372465,642684,1144132,468834,8108566,3301168,1864126,768736,2303021,768976,17712643,7018424,7456625,3678899,2841326,883345,3318305,1622096,11073812,3902973,2878316,1739789,1060970,488759,3517829,1227383,687661,236577,4280792,1694576,21197978,6606193,2335842,953376,7402284,3133434,71055,18143,590581,319346,6221936,3018860,4216998,2198054,1176927,490188,339849,132741
2022-06-01,516706,212338,3102418,931875,2033469,679881,45560,23509,5385949,2161773,32281613,15501480,4624835,2195296,3441218,1499150,754910,269420,819260,322224,17208410,6025813,7028397,2337412,155900,68971,1253264,627477,2158407,1058635,1105542,437030,9683745,4673611,4211097,1808595,2133557,828443,2977880,1168466,2854693,1016146,6847173,2871930,5302855,2451812,1236126,622445,6738376,3338937,4274590,2313276,4094239,1512954,45610,21297,1791638,602108,704058,300241,8969701,1810630,504073,187810,1372731,643213,1144344,469171,8109936,3303550,1864586,769619,2303441,769597,17715496,7022606,7457627,3680992,2841918,883987,3318804,1623446,11076354,3906317,2878474,1740389,1061298,489090,3518516,1228340,687897,236790,4281433,1695680,21203194,6610887,2336226,954169,7403629,3135848,71088,18149,590656,319575,6222873,3021906,4217618,2199635,1177107,490505,339917,132810
2022-06-02,516785,212554,3102872,932564,2033872,680451,45565,23522,5387067,2163472,32286638,15517899,4625666,2197401,3441907,1499958,755130,269755,819445,322567,17211273,6029909,7029781,2340169,155932,69151,1253448,628093,2158730,1059475,1105706,437400,9684994,4677237,4211765,1809940,2133921,829120,2978367,1169301,2855214,1017054,6848970,2874360,5303750,2453874,1236435,622874,6739253,3340696,4275158,2315081,4094908,1514140,45612,21312,1791954,602596,704223,300445,8972901,1812663,504200,187980,1372979,643700,1144531,469491,8111272,3305789,1865100,770368,2303897,770259,17718244,7026438,7458669,3683336,2842475,884618,3319269,1624859,11078696,3909563,2878652,1741071,1061666,489475,3519156,1229277,688093,237016,4282107,1696869,21208013,6615016,2336591,955046,7404874,3138207,71108,18158,590771,319831,6223840,3024380,4218157,2201052,1177307,490787,339998,132907
2022-06-03,516865,212869,3103437,933322,2034294,681008,45575,23538,5388264,2165484,32292444,15538973,4626621,2199643,3442753,1500927,755378,270135,819651,322876,17214399,6035029,7031328,2342946,155949,69331,1253702,628934,2159023,1060193,1105901,437810,9686252,4680889,4212368,1811248,2134314,829837,2978849,1170094,2855720,1017864,6850820,2876876,5304779,2456202,1236780,623384,6740137,3342775,4275733,2316886,4095752,1515556,45620,21338,1792230,603125,704381,300674,8976390,1815063,504312,188164,1373207,644191,1144763,469869,8112906,3308538,1865722,771226,2304383,770961,17721147,7030857,7459621,3685704,2843131,885297,3319790,1626346,11081206,3912967,2878816,1741742,1061992,489853,3519970,1230379,688273,237251,4282747,1698145,21213942,6620045,2336995,955994,7406365,3141149,71125,18159,590876,320067,6224983,3027699,4218781,2202488,1177471,491090,340065,133032
2022-06-04,516901,212923,3103683,933609,2034414,681135,45575,23540,5388846,2166471,32295806,15551842,4627119,2200718,3443232,1501572,755530,270467,819721,322986,17216238,6038344,7032027,2344346,155971,69471,1253839,629359,2159116,1060403,1105969,437941,9686934,4683216,4212618,1811754,2134482,830167,2979043,1170467,2855990,1018204,6851993,2878481,5305371,2457850,1236876,623517,6740555,3343769,4275923,2317574,4096056,1516149,45622,21366,1792355,603339,704409,300701,8978333,1816478,504322,188176,1373272,644446,1144878,470055,8113906,3310460,1866011,771676,2304690,771406,17722864,7033997,7460036,3686837,2843445,885522,3319963,1627032,11082391,3914687,2878900,1742096,1062205,490124,3520338,1230868,688324,237297,4283080,1698734,21217150,6622643,2337155,956364,7407178,3143058,71125,18159,590907,320200,6225695,3031273,4218971,2203124,1177522,491191,340090,133052
2022-06-05,516908,212956,3103824,933770,2034482,681195,45577,23540,5389252,2167034,32297841,15557443,4627352,2201241,3443519,1501930,755630,270640,819768,323048,17217675,6040544,7032538,2345283,155973,69476,1253921,629569,2159172,1060540,1106012,438010,9687392,4684617,4212756,1812040,2134572,830306,2979166,1170638,2856136,1018372,6852681,2879501,5305748,2458966,1236936,623569,6740844,3344339,4276028,2317906,4096234,1516512,45622,21366,1792425,603430,704420,300720,8979477,1816935,504327,188181,1373313,644509,1144956,470149,8114440,3311396,1866099,771822,2304894,771673,17723919,7035725,7460278,3687488,2843653,885676,3320077,1627382,11083109,3915498,2878925,1742203,1062345,490279,3520517,1231140,688354,237307,4283259,1699112,21219593,6624231,2337232,956526,7407706,3144055,71125,18159,590930,320273,6226129,3036386,4219079,2203377,1177546,491241,340094,133059
2022-06-06,516960,213117,3104260,934328,2034844,681636,45580,23565,5390351,2168549,32302931,15573260,4628183,2203140,3444137,1502716,755872,270958,819892,323294,17220775,6044383,7033726,2347437,155990,69560,1254094,630155,2159431,1061145,1106189,438339,9688625,4687878,4213317,1813151,2134903,830822,2979605,1171310,2856626,1019030,6854228,2881519,5306621,2460578,1237099,623958,6741677,3346122,4276561,2319528,4097021,1517745,45622,21368,1792721,603809,704536,300870,8982527,1818755,504422,188292,1373484,644893,1145221,470433,8115712,3313491,1866549,772451,2305358,772201,17726593,7039441,7461121,3689402,2844126,886219,3320519,1628494,11085239,3918249,2879078,1742803,1062646,490590,3521587,1232182,688560,237528,4283842,1700138,21224276,6627950,2337607,957365,7408906,3146202,71133,18173,590997,320463,6227110,3038611,4219604,2204791,1177695,491504,340157,133122
2022-06-07,517023,213275,3104730,934952,2035224,682114,45584,23584,5391841,2170212,32308340,15587864,4629073,2205306,3444768,1503590,756087,271252,820021,323474,17223705,6048073,7034976,2349807,156014,69672,1254293,630692,2159724,1061764,1106318,438639,9689831,4690871,4214054,1814412,2135254,831408,2980082,1172052,2857100,1019732,6855776,2883698,5307449,2462338,1237361,624380,6742431,3347750,4277121,2321258,4097815,1519143,45623,21389,1793033,604254,704633,301082,8985512,1820716,504547,188434,1373678,645290,1145368,470627,8116934,3315511,1867079,773181,2305788,772763,17728973,7043040,7461960,3691360,2844636,886742,3320885,1629654,11087134,3920766,2879256,1743396,1062926,490889,3522262,1233179,688788,237733,4284392,1701063,21228547,6631577,2337946,958173,7410097,3148384,71176,18183,591075,320676,6227889,3040506,4220177,2206175,1177877,491762,340222,133191
2022-06-08,517091,213401,3105178,935539,2035609,682611,45591,23598,5393241,2171747,32313509,15603038,4629841,2207181,3445480,1504447,756319,271571,820109,323596,17226682,6052032,7036273,2351984,156028,69737,1254503,631294,2160041,1062448,1106493,438955,9691086,4693995,4214792,1815752,2135580,831990,2980539,1172847,2857567,1020442,6857430,2886121,5308324,2464288,1237598,624817,6743284,3349471,4277696,2322929,4098556,1520394,45623,21398,1793353,604718,704767,301250,8988582,1822672,504668,188592,1373898,645821,1145521,470896,8118240,3317737,1867542,773872,2306165,773346,17731595,7047110,7462586,3692669,2845174,887307,3321347,1630978,11089383,3923848,2879390,1743968,1063183,491223,3522933,1234149,689029,237948,4284986,1701973,21232786,6635536,2338242,958877,7411328,3150627,71196,18191,591157,320815,6228819,3043165,4220733,2207531,1178082,492053,340289,133251
2022-06-09,517158,213555,3105697,936164,2035941,683104,45591,23598,5394256,2173291,32318420,15617777,4630578,2208895,3446131,1505170,756542,271859,820222,323768,17229395,6055811,7037507,2354279,156059,69847,1254703,631893,2160329,1063082,1106685,439315,9692260,4697137,4215452,1816986,2135967,832580,2981002,1173615,2858047,1021292,6859194,2888543,5309180,2466024,1237864,625152,6744040,3351175,4278252,2324643,4099387,1521773,45626,21409,1793631,605144,704915,301479,8991554,1824651,504781,188739,1374109,646326,1145687,471133,8119479,3319753,1868025,774661,2306600,773869,17734275,7051217,7463119,3693638,2845740,887935,3321745,1632106,11091542,3926899,2879578,1744596,1063413,491535,3523771,1235107,689224,238154,4285587,1703090,21237108,6639786,2338544,959698,7412499,3152813,71209,18196,591232,320989,6229697,3045445,4221313,2208843,1178235,492308,340353,133349
2022-06-10,517246,213762,3106240,936885,2036299,683710,45597,23602,5395496,2175047,32324169,15636519,4631450,2210981,3446801,1505996,756772,272247,820358,324025,17232423,6060460,7038809,2356678,156089,69906,1254826,632223,2160639,1063791,1106887,439679,9693481,4700413,4216122,1818274,2136340,833242,2981498,1174405,2858517,1021992,6860729,2890788,5310072,2468117,1238085,625518,6744884,3353247,4278813,2326410,4100219,1523170,45627,21432,1793954,605517,705026,301665,8994390,1826310,504906,188894,1374318,646744,1145840,471413,8120927,3322429,1868567,775426,2307060,774502,17736913,7055423,7464103,3695873,2846388,888665,3322341,1633396,11093776,3930138,2879751,1745293,1063738,491906,3524529,1236166,689410,238374,4286203,1704274,21242098,6644525,2338899,960530,7413777,3155299,71226,18207,591315,321163,6230790,3048497,4221890,2210478,1178421,492583,340439,133457
2022-06-11,517267,213808,3106505,937151,2036446,683853,45597,23602,5396106,2175879,32327072,15645864,4631829,2211908,3447204,1506559,756895,272502,820419,324124,17234437,6063446,7039577,2358024,156107,70072,1254905,632450,2160711,1064001,1106960,439823,9694146,4702213,4216373,1818691,2136474,833473,2981680,1174784,2858739,1022292,6861682,2892358,5310594,2469389,1238159,625617,6745308,3354141,4278978,2326947,4100530,1523661,45634,21482,1794099,605705,705059,301718,8995882,1826996,504920,188910,1374377,646864,1145921,471556,8121861,3324211,1868832,775783,2307304,774884,17738513,7058157,7464700,3697006,2846624,888886,3322539,1634122,11094889,3931519,2879818,1745601,1063900,492098,3525006,1236743,689433,238395,4286477,1704833,21245294,6646987,2339032,960811,7414572,3156910,71231,18208,591339,321245,6231373,3051012,4222077,2211028,1178474,492653,340460,133470
2022-06-12,517278,213828,3106629,937285,2036512,683919,45597,23602,5396512,2176322,32328823,15650447,4631988,2212309,3447436,1506886,756972,272632,820455,324179,17235721,6065317,7039988,2358723,156108,70075,1254980,632664,2160756,1064092,1107003,439892,9694547,4703269,4216538,1818869,2136541,833571,2981752,1174899,2858888,1022439,6862295,2893302,5310963,2470251,1238196,625657,6745564,3354674,4279044,2327149,4100671,1523963,45634,21482,1794163,605791,705072,301731,8996829,1827361,504935,188913,1374415,646926,1145971,471658,8122361,3325093,1868971,776023,2307488,775126,17739483,7059735,7464942,3697517,2846751,888967,3322717,1634454,11095559,3932262,2879849,1745722,1064033,492238,3525183,1236980,689454,238405,4286633,1705150,21247715,6648277,2339082,960926,7415103,3157863,71239,18208,591350,321290,6231677,3051663,4222167,2211211,1178509,492698,340468,133472
2022-06-13,517337,213964,3107036,937801,2036892,684374,45599,23616,5397897,2177704,32333616,15664201,4632710,2214004,3447973,1507618,757197,272951,820618,324403,17238354,6068789,7040965,2360431,156124,70134,1255142,633100,2160968,1064600,1107170,440183,9695662,4705950,4217117,1819796,2136843,834044,2982110,1175515,2859283,1022978,6863736,2895140,5311692,2471671,1238366,625828,6746362,3356404,4279605,2328708,4101320,1524908,45638,21488,1794431,606169,705178,301907,8999477,1829061,505031,189030,1374575,647344,1146114,471901,8123408,3326893,1869395,776543,2307917,775656,17741763,7062964,7465734,3699185,2846985,889074,3323129,1635629,11097435,3934764,2880016,1746213,1064276,492504,3526215,1237793,689615,238575,4287188,1706005,21251706,6651704,2339363,961595,7416283,3159912,71263,18214,591431,321475,6232541,3053584,4222638,2212464,1178660,492886,340529,133547
2022-06-14,517405,214088,3107477,938370,2037273,684889,45599,23629,5399939,2179250,32338848,15677298,4633452,2215626,3448523,1508344,757405,273258,820750,324665,17240973,6072015,7042121,2362356,156146,70251,1255280,633512,2161200,1065096,1107343,440443,9696727,4708543,4217715,1820923,2137186,834513,2982493,1176238,2859720,1023642,6865050,2897105,5312535,2473355,1238591,626243,6747196,3358121,4280123,2330170,4101963,1526129,45639,21490,1794717,606533,705296,302079,9001973,1830677,505143,189147,1374782,647804,1146313,472177,8124578,3328794,1869882,777143,2308354,776219,17744052,7066303,7466575,3700953,2847334,889360,3323632,1637014,11099420,3937483,2880155,1746710,1064513,492771,3526833,1238608,689725,238696,4287727,1706943,21255684,6655127,2339678,962273,7417399,3162032,71275,18220,591495,321694,6233408,3055525,4223198,2213896,1178788,493112,340604,133621
2022-06-15,517462,214190,3107946,939078,2037650,685393,45606,23646,5401169,2180665,32343604,15691028,4634104,2217230,3449059,1509147,757596,273508,820887,324937,17243530,6075542,7043244,2364261,156155,70322,1255470,633987,2161474,1065653,1107500,440752,9697822,4711191,4218352,1822122,2137459,834986,2982892,1176904,2860131,1024365,6866448,2899172,5313320,2474975,1238863,626656,6747987,3359774,4280651,2331639,4102635,1527148,45641,21507,1795052,606958,705392,302221,9004551,1832526,505285,189320,1374969,648215,1146513,472407,8125605,3330700,1870402,777813,2308764,776721,17746390,7069742,7467405,3702569,2847918,889909,3324022,1638142,11101522,3940671,2880287,1747255,1064770,493073,3527444,1239511,689905,238897,4288298,1707826,21259965,6658826,2340001,962957,7418648,3164147,71284,18223,591563,321884,6234254,3057918,4223694,2215196,1178918,493352,340657,133669
2022-06-16,517536,214329,3108375,939741,2038065,685903,45610,23656,5402299,2182213,32348525,15704569,4634797,2218901,3449595,1509856,757774,273780,821174,325203,17246005,6078923,7044310,2366210,156175,70428,1255629,634389,2161736,1066216,1107669,441028,9698968,4714207,4218977,1823162,2137795,835539,2983292,1177607,2860589,1025018,6867718,2901006,5314138,2476656,1239076,627023,6748781,3361494,4281152,2333207,4103366,1528253,45643,21514,1795313,607382,705519,302383,9007027,1834275,505403,189488,1375171,648660,1146769,472681,8126759,3332722,1870837,778544,2309098,777216,17748738,7073344,7468285,3704306,2848406,890463,3324415,1639283,11103558,3943458,2880422,1747810,1064996,493344,3528151,1240365,690085,239119,4288836,1708764,21264463,6662524,2340281,963633,7419730,3166454,71291,18228,591643,322137,6235145,3059951,4224145,2216399,1179084,493566,340708,133744
2022-06-17,517608,214504,3108820,940370,2038478,686476,45612,23664,5403426,2183787,32353976,15721030,4635514,2220586,3450253,1510745,758006,274122,821335,325471,17248653,6082790,7045474,2368193,156182,70483,1255804,634920,2161973,1066821,1107821,441318,9700010,4717273,4219643,1824280,2138145,836108,2983707,1178238,2861052,1025736,6868991,2903065,5314949,2478487,1239331,627438,6749524,3363290,4281652,2334541,4104133,1529367,45647,21549,1795578,607789,705598,302539,9009739,1836216,505498,189602,1375357,649052,1146887,472906,8127914,3334945,1871271,779187,2309511,777773,17751043,7077085,7469109,3706062,2849018,891003,3324890,1640566,11105609,3945985,2880553,1748328,1065218,493619,3528878,1241234,690249,239312,4289437,1709778,21269740,6666938,2340617,964334,7420911,3168814,71297,18234,591723,322287,6236111,3062486,4224656,2217905,1179283,493765,340773,133824
2022-06-18,517636,214556,3109019,940616,2038610,686601,45612,23665,5403988,2184511,32356804,15728496,4635865,2221326,3450591,1511236,758116,274277,821392,325533,17250367,6085204,7046104,2369183,156193,70611,1255903,635221,2162042,1066939,1107879,441402,9700554,4718958,4219903,1824662,2138311,836331,2983847,1178521,2861224,1025982,6869913,2904200,5315401,2479457,1239387,627508,6749895,3363912,4281855,2334921,4104412,1529800,45650,21572,1795691,607964,705631,302568,9011082,1836757,505511,189613,1375415,649144,1146958,472989,8128658,3336199,1871490,779446,2309771,778128,17752552,7079449,7469554,3706950,2849246,891193,3325119,1641159,11106495,3946979,2880618,1748599,1065365,493774,3529196,1241625,690278,239332,4289794,1710312,21272820,6669041,2340749,964603,7421493,3169968,71297,18235,591747,322347,6236643,3064040,4224815,2218214,1179331,493844,340789,133840
2022-06-19,517656,214575,3109115,940735,2038651,686659,45612,23665,5404349,2184825,32358170,15731782,4635998,2221567,3450794,1511484,758204,274396,821419,325571,17251264,6086458,7046449,2369669,156193,70611,1255949,635361,2162082,1067021,1107902,441449,9700880,4719628,4220035,1824850,2138377,836420,2983920,1178596,2861313,1026093,6870413,2904932,5315646,2480081,1239424,627539,6750101,3364252,4281933,2335100,4104513,1530012,45650,21572,1795738,608022,705636,302577,9011724,1837036,505514,189615,1375445,649195,1147006,473059,8129015,3336819,1871568,779522,2309906,778297,17753396,7080816,7469737,3707355,2849381,891312,3325220,1641356,11106926,3947439,2880629,1748615,1065475,493891,3529334,1241783,690285,239349,4289931,1710512,21274637,6669993,2340785,964702,7421885,3170570,71297,18235,591762,322372,6236914,3064521,4224892,2218332,1179348,493877,340798,133845
2022-06-20,517709,214713,3109487,941193,2038994,687107,45612,23665,5405413,2185860,32362588,15743949,4636636,2223069,3451414,1512308,758460,274639,821585,325753,17253756,6089691,7047389,2371347,156200,70648,1256103,635727,2162338,1067546,1108036,441764,9701765,4722156,4220534,1825740,2138651,836836,2984249,1179134,2861652,1026595,6871586,2906865,5316447,2481757,1239618,627884,6750875,3365889,4282353,2336365,4105086,1530836,45650,21572,1795985,608372,705704,302686,9013973,1838383,505570,189702,1375583,649532,1147215,473319,8130116,3338706,1871882,779927,2310281,778756,17755506,7084223,7470457,3708773,2849805,891760,3325611,1642438,11108676,3949698,2880759,1748988,1065754,494203,3529859,1242464,690405,239480,4290401,1711355,21278840,6673131,2341002,965301,7422960,3172394,71311,18236,591831,322508,6237712,3066306,4225338,2219445,1179473,494041,340851,133897
2022-06-21,517857,214855,3109984,941866,2039354,687571,45617,23687,5407138,2187329,32369352,15755568,4637390,2224614,3452239,1513144,759483,274881,821773,325942,17256185,6092708,7048719,2373280,156221,70752,1256278,636101,2162706,1068032,1108251,442117,9702798,4724860,4221212,1826743,2138963,837308,2984681,1179785,2862017,1027173,6873531,2908840,5317888,2483470,1239963,628254,6751770,3367434,4283282,2337706,4105884,1531782,45651,21583,1796266,608771,705797,302825,9016854,1839963,505661,189824,1375906,650008,1147460,473539,8131433,3340599,1872339,780520,2310672,779226,17758123,7087508,7471731,3710388,2850273,892165,3326023,1643503,11111004,3952012,2880896,1749451,1066010,494488,3530883,1243364,690602,239671,4290889,1712151,21284018,6676566,2341697,966076,7424696,3174380,71332,18243,591939,322688,6238719,3068386,4225903,2220557,1179600,494266,340907,133964
2022-06-22,518078,214988,3110518,942483,2039719,688052,45628,23703,5409138,2188768,32378542,15767580,4639565,2226183,3453037,1513987,760305,275137,821974,326143,17259035,6095752,7050019,2375386,156226,70807,1256517,636609,2163211,1068600,1108480,442400,9704111,4727609,4222080,1827928,2139367,837782,2985170,1180388,2862583,1027777,6875593,2911091,5320318,2485308,1240191,628586,6752812,3369003,4284482,2339154,4106773,1532776,45659,21598,1796545,609167,705920,302967,9020125,1841586,505736,189976,1376162,650511,1147692,473762,8132857,3342533,1872935,781107,2311185,779703,17761855,7090984,7473438,3712079,2850782,892822,3326485,1644655,11114064,3954679,2881066,1749972,1066281,494757,3531603,1244194,690767,239882,4291623,1712961,21289978,6680096,2342210,966722,7427171,3176329,71366,18245,592174,322834,6240520,3070477,4226651,2221720,1179755,494496,340966,134053
